osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,tunnel,access
4328629,Elm Road,residential,30 mph,False,True,51.696,"LINESTRING (-0.2005737 51.651619, -0.2007151 51.651461, -0.2008532 51.651342, -0.2010007 51.6512393)",,,,
"[146647706, 1168159654, 1168159655]",Sutherland Close,residential,30 mph,False,False,66.083,"LINESTRING (-0.204722 51.6512408, -0.2046826 51.6512388, -0.204319 51.6512195, -0.2041455 51.6512104, -0.2037676 51.6511904)",,,,
146647706,Sutherland Close,residential,30 mph,False,True,9.133000000000001,"LINESTRING (-0.204722 51.6512408, -0.2048336 51.6512467, -0.2048539 51.6512478)",,,,
1168159662,Sutherland Close,residential,30 mph,False,False,23.223000000000003,"LINESTRING (-0.204722 51.6512408, -0.2047379 51.6511048, -0.2047415 51.6510743, -0.2047464 51.6510325)",,,,
1168159662,Sutherland Close,residential,30 mph,False,True,23.223,"LINESTRING (-0.2047464 51.6510325, -0.2047415 51.6510743, -0.2047379 51.6511048, -0.204722 51.6512408)",,,,
8119818,St Albans Road,primary,30 mph,False,False,55.800000000000004,"LINESTRING (-0.2026594 51.6567148, -0.2028806 51.6568267, -0.2031666 51.6569753, -0.2032847 51.6570331)",,A1081,,
8119818,St Albans Road,primary,30 mph,False,True,50.72,"LINESTRING (-0.2026594 51.6567148, -0.202522 51.6566422, -0.2022208 51.6564755, -0.2021114 51.6564108)",,A1081,,
22999948,Chipping Close,unclassified,30 mph,False,True,93.29700000000001,"LINESTRING (-0.2026594 51.6567148, -0.2027053 51.656689, -0.2031389 51.656528, -0.2035724 51.6563671, -0.203687 51.6563684, -0.2037647 51.656459)",,,,
24013396,Lucan Road,residential,30 mph,False,False,58.403999999999996,"LINESTRING (-0.2054574 51.6573505, -0.2049901 51.6572025, -0.2047033 51.6571117)",,,,
48736822,Alston Road,residential,30 mph,False,True,77.321,"LINESTRING (-0.2054574 51.6573505, -0.2057197 51.657039, -0.205768 51.6569919, -0.2058193 51.6569622, -0.2061449 51.6568243)",,,,
24013396,Lucan Road,residential,30 mph,False,True,58.403999999999996,"LINESTRING (-0.2047033 51.6571117, -0.2049901 51.6572025, -0.2054574 51.6573505)",,,,
968280529,Hadley Green,primary,30 mph,False,True,12.256,"LINESTRING (-0.2018067 51.6564615, -0.2018122 51.6564079, -0.201816 51.6563699, -0.2018178 51.6563515)",,A1000,,
24749062,Leinster Mews,residential,30 mph,False,False,25.767,"LINESTRING (-0.2038909 51.654017, -0.2037796 51.6537958)",,,,
3185101,Union Street,residential,30 mph,True,False,177.035,"LINESTRING (-0.2038909 51.654017, -0.2041631 51.653953, -0.2044487 51.6538859, -0.204504 51.6538703, -0.2045278 51.6538636, -0.2045789 51.6538494, -0.2048157 51.6537825, -0.20484 51.6537756, -0.2051323 51.6536841, -0.2057483 51.6534811, -0.2059916 51.653408, -0.2060664 51.6533996, -0.2061634 51.653429, -0.2062175 51.6534461)",,,,
24749062,Leinster Mews,residential,30 mph,False,True,25.767,"LINESTRING (-0.2037796 51.6537958, -0.2038909 51.654017)",,,,
1055844966,Wood Street,primary,30 mph,True,False,12.529,"LINESTRING (-0.2003217 51.6530302, -0.2002369 51.6530334, -0.2001423 51.6530457)",1,A411,,
1055844967,Wood Street,primary_link,30 mph,True,False,13.956000000000001,"LINESTRING (-0.2003217 51.6530302, -0.2003109 51.6530783, -0.2002901 51.6531076, -0.2002401 51.6531401)",1,A411,,
1213,High Street,primary,30 mph,False,True,107.333,"LINESTRING (-0.1983548 51.6522978, -0.1983148 51.6522727, -0.19809 51.6521325, -0.1980109 51.6520832, -0.1976765 51.6518527, -0.1973265 51.651575)",4,A1000,,
"[311817419, 311817420]",High Street,primary,30 mph,True,False,33.715,"LINESTRING (-0.1983548 51.6522978, -0.1984684 51.6523165, -0.1985342 51.6523534, -0.1985782 51.652378, -0.1986269 51.6524052, -0.1986528 51.6524198, -0.1986888 51.6524926)",2,A1000,,
1055844969,High Street,primary,30 mph,False,False,8.681,"LINESTRING (-0.2002401 51.6531401, -0.2001269 51.653106)",2,A1000,,
311817418,High Street,primary,30 mph,False,True,13.457,"LINESTRING (-0.2002401 51.6531401, -0.2003281 51.6531677, -0.2004141 51.6531948)",2,A1000,,
24693394,Salisbury Road,residential,30 mph,True,False,178.882,"LINESTRING (-0.2042408 51.6548861, -0.2039211 51.6548328, -0.2037144 51.6547971, -0.2035294 51.6547709, -0.2034085 51.6547664, -0.202602 51.6548354, -0.2023056 51.6548312, -0.2018259 51.6548255, -0.2017293 51.6548308, -0.2016802 51.6548327)",,,,
1055842204,Salisbury Road,residential,30 mph,False,True,41.6,"LINESTRING (-0.2042408 51.6548861, -0.204769 51.6549825, -0.2048188 51.6549927)",,,,
4328616,Pinecroft Crescent,residential,30 mph,False,True,60.429,"LINESTRING (-0.2063975 51.6497854, -0.2062898 51.6497813, -0.2061635 51.6497916, -0.2060776 51.649812, -0.2060241 51.6498383, -0.2059758 51.6498686, -0.2059588 51.6501238)",,,,
8124478,Hillside Gardens,residential,30 mph,False,False,91.362,"LINESTRING (-0.2063975 51.6497854, -0.2063883 51.6499063, -0.2063864 51.6499983, -0.2064054 51.6500896, -0.2064113 51.6502372, -0.2064109 51.6506061)",,,,
146645370,,residential,30 mph,False,False,16.576,"LINESTRING (-0.2057186 51.6501204, -0.2059588 51.6501238)",,,,
146645370,,residential,30 mph,False,True,16.576,"LINESTRING (-0.2059588 51.6501238, -0.2057186 51.6501204)",,,,
4328616,Pinecroft Crescent,residential,30 mph,False,False,60.42900000000001,"LINESTRING (-0.2059588 51.6501238, -0.2059758 51.6498686, -0.2060241 51.6498383, -0.2060776 51.649812, -0.2061635 51.6497916, -0.2062898 51.6497813, -0.2063975 51.6497854)",,,,
4328616,Pinecroft Crescent,residential,30 mph,False,True,73.099,"LINESTRING (-0.2059588 51.6501238, -0.2059446 51.6503367, -0.205961 51.6503749, -0.2060369 51.6504421, -0.2061583 51.6505777, -0.206217 51.6506043, -0.2062884 51.6506161, -0.2064109 51.6506061)",,,,
146647706,Sutherland Close,residential,30 mph,False,False,9.133000000000001,"LINESTRING (-0.2048539 51.6512478, -0.2048336 51.6512467, -0.204722 51.6512408)",,,,
146650603,,residential,30 mph,False,False,9.445,"LINESTRING (-0.2049329 51.6501979, -0.2049251 51.6502827)",,,,
4236160,Manorside,residential,30 mph,False,True,14.63,"LINESTRING (-0.2049251 51.6502827, -0.2051364 51.6502938)",,,,
146650603,,residential,30 mph,False,True,9.445,"LINESTRING (-0.2049251 51.6502827, -0.2049329 51.6501979)",,,,
4236160,Manorside,residential,30 mph,False,False,72.723,"LINESTRING (-0.2049251 51.6502827, -0.2045208 51.6502627, -0.2042562 51.6502739, -0.2038735 51.6502609)",,,,
22999948,Chipping Close,unclassified,30 mph,False,False,93.297,"LINESTRING (-0.2037647 51.656459, -0.203687 51.6563684, -0.2035724 51.6563671, -0.2031389 51.656528, -0.2027053 51.656689, -0.2026594 51.6567148)",,,,
4014453,Moxon Street,residential,30 mph,False,True,183.172,"LINESTRING (-0.196767 51.6549037, -0.1967829 51.6546918, -0.196828 51.6546705, -0.1973968 51.6545115, -0.1977676 51.654423, -0.1981087 51.6543722, -0.1982733 51.6543517, -0.1983207 51.6543469, -0.1988654 51.6542625, -0.1989082 51.6542644, -0.1989705 51.6542745)",,,,
4014453,Moxon Street,residential,30 mph,False,False,6.36,"LINESTRING (-0.2001315 51.6539956, -0.2000476 51.6540193)",,,,
4014453,Moxon Street,residential,30 mph,False,True,96.28499999999998,"LINESTRING (-0.2001315 51.6539956, -0.2004344 51.6539161, -0.2008016 51.6538278, -0.200937 51.6537955, -0.2013115 51.6536947, -0.201421 51.6536647)",,,,
4336276,Tapster Street,residential,30 mph,False,False,49.926,"LINESTRING (-0.2001315 51.6539956, -0.2000666 51.6544154, -0.2000577 51.6544421)",,,,
440021926,Tapster Street,residential,30 mph,False,True,62.315,"LINESTRING (-0.2001315 51.6539956, -0.2002176 51.6537631, -0.2002308 51.6536744, -0.2002459 51.6535532, -0.2002594 51.6534423)",,,,
24665420,Wood Street,primary_link,30 mph,True,False,23.137,"LINESTRING (-0.2005415 51.6530111, -0.200471 51.6530562, -0.2004428 51.653084, -0.2004394 51.6530938, -0.2004235 51.6531386, -0.2004141 51.6531948)",1,A411,,
1033258747,Wood Street,primary,30 mph,True,False,15.372,"LINESTRING (-0.2005415 51.6530111, -0.2004445 51.6530257, -0.2004046 51.6530271, -0.2003217 51.6530302)",1,A411,,
"[1180225072, 188236589]",Wood Street,primary,30 mph,False,True,210.442,"LINESTRING (-0.2005415 51.6530111, -0.200639 51.6530079, -0.2017151 51.6530264, -0.2018756 51.6530245, -0.201975 51.6530238, -0.2020746 51.653023, -0.2028124 51.6530223, -0.2030861 51.6530215, -0.203591 51.6530103)",2,A411,,
4328591,Scholars Close,residential,30 mph,False,True,79.019,"LINESTRING (-0.205452 51.6511983, -0.2057068 51.6512333, -0.2057685 51.6512632, -0.2057926 51.6513514, -0.2058543 51.6513964, -0.2060298 51.6514242, -0.2064148 51.6514374)",,,,
4014453,Moxon Street,residential,30 mph,False,True,6.36,"LINESTRING (-0.2000476 51.6540193, -0.2001315 51.6539956)",,,,
4014453,Moxon Street,residential,30 mph,False,False,79.861,"LINESTRING (-0.2000476 51.6540193, -0.1999446 51.6540481, -0.1998673 51.6540672, -0.1995164 51.6541538, -0.199034 51.654274, -0.1990009 51.6542766, -0.1989705 51.6542745)",,,,
4075406,Victors Way,residential,30 mph,False,False,165.32900000000004,"LINESTRING (-0.2000476 51.6540193, -0.2000265 51.6539953, -0.1999215 51.6538723, -0.1998136 51.6537598, -0.199753 51.6537054, -0.1996376 51.6536586, -0.1994771 51.6536147, -0.1992968 51.6535692, -0.1992529 51.6535581, -0.1988696 51.6534656, -0.1987296 51.653387, -0.1986468 51.6532914, -0.198621 51.653205, -0.1986167 51.6531302, -0.1985982 51.6530277, -0.1985824 51.6529972)",,,,
8119818,St Albans Road,primary,30 mph,False,True,16.019,"LINESTRING (-0.2019696 51.6563226, -0.2018615 51.6561951)",,A1081,,
8119818,St Albans Road,primary,30 mph,False,False,13.852,"LINESTRING (-0.2019696 51.6563226, -0.2019968 51.6563395, -0.2020384 51.6563654, -0.2021114 51.6564108)",,A1081,,
440021926,Tapster Street,residential,30 mph,False,False,62.315,"LINESTRING (-0.2002594 51.6534423, -0.2002459 51.6535532, -0.2002308 51.6536744, -0.2002176 51.6537631, -0.2001315 51.6539956)",,,,
522373551,Wood Street,primary_link,30 mph,True,False,6.084,"LINESTRING (-0.2003237 51.6529755, -0.2003217 51.6530302)",1,A411,,
1055844960,Wood Street,primary,30 mph,True,False,15.709,"LINESTRING (-0.2003237 51.6529755, -0.2003461 51.6529768, -0.2004066 51.6529803, -0.2004245 51.6529813, -0.2005415 51.6530111)",1,A411,,
968280529,Hadley Green,primary,30 mph,False,True,17.65,"LINESTRING (-0.2018178 51.6563515, -0.2018615 51.6561951)",,A1000,,
548758474,,primary_link,,True,False,11.325,"LINESTRING (-0.2018178 51.6563515, -0.2018912 51.656324, -0.2019696 51.6563226)",,,,
968280529,Hadley Green,primary,30 mph,False,False,12.256,"LINESTRING (-0.2018178 51.6563515, -0.201816 51.6563699, -0.2018122 51.6564079, -0.2018067 51.6564615)",,A1000,,
298341988,Barnet Hill,primary,30 mph,False,True,18.85,"LINESTRING (-0.1964188 51.6510107, -0.1962086 51.6509024)",3,A1000,,
918688531,Barnet Hill,primary,30 mph,False,False,20.579,"LINESTRING (-0.1964188 51.6510107, -0.1964683 51.651036, -0.1965304 51.6510689, -0.1966464 51.6511303)",4,A1000,,
760124718,Meadway,tertiary_link,30 mph,True,False,23.536,"LINESTRING (-0.1963176 51.6512114, -0.1963702 51.6511348, -0.1963854 51.6511115, -0.1963968 51.6510938, -0.1964188 51.6510107)",,,,
"[1020885632, 918688532]",Meadway,tertiary,30 mph,False,False,24.411,"LINESTRING (-0.1963176 51.6512114, -0.196427 51.6511844, -0.1964712 51.6511735, -0.1966464 51.6511303)",,,,
1055844968,High Street,primary,30 mph,False,True,10.56,"LINESTRING (-0.1999883 51.6530657, -0.2001269 51.653106)",2,A1000,,
"[1033286373, 1055844959]",High Street,primary,30 mph,False,False,21.258,"LINESTRING (-0.1999883 51.6530657, -0.1998371 51.6530146, -0.19981 51.6530048, -0.1997258 51.6529663)",2,A1000,,
1033258742,Wood Street,primary_link,30 mph,True,False,6.789,"LINESTRING (-0.2001269 51.653106, -0.2001423 51.6530457)",1,A411,,
1055844968,High Street,primary,30 mph,False,False,10.56,"LINESTRING (-0.2001269 51.653106, -0.1999883 51.6530657)",2,A1000,,
1055844969,High Street,primary,30 mph,False,True,8.681,"LINESTRING (-0.2001269 51.653106, -0.2002401 51.6531401)",2,A1000,,
1055844961,Wood Street,primary,30 mph,True,False,11.211,"LINESTRING (-0.2001614 51.6529704, -0.2003237 51.6529755)",1,A411,,
1055844964,Wood Street,primary,30 mph,True,False,10.854,"LINESTRING (-0.2001423 51.6530457, -0.1999883 51.6530657)",1,A411,,
1055844965,Wood Street,primary_link,30 mph,True,False,8.475999999999999,"LINESTRING (-0.2001423 51.6530457, -0.2001553 51.6529944, -0.2001614 51.6529704)",1,A411,,
4336276,Tapster Street,residential,30 mph,False,True,6.291,"LINESTRING (-0.2005065 51.6547975, -0.2004281 51.6548264)",,,,
4075068,Park Road,residential,30 mph,False,True,48.967999999999996,"LINESTRING (-0.1990878 51.6526985, -0.1990334 51.6527427, -0.1990092 51.6527625, -0.1988638 51.6528812, -0.1987576 51.6529375, -0.1986713 51.6529703, -0.1985824 51.6529972)",,,,
504546266,High Street,primary,30 mph,False,False,35.803000000000004,"LINESTRING (-0.1990878 51.6526985, -0.1989536 51.6526293, -0.1988456 51.6525735, -0.1986888 51.6524926)",,A1000,,
"[504546266, 52292308, 1055844970]",High Street,primary,30 mph,False,True,53.331,"LINESTRING (-0.1990878 51.6526985, -0.1991801 51.6527462, -0.1992696 51.6527902, -0.1993762 51.652841, -0.1995288 51.6529034, -0.1997258 51.6529663)",4,A1000,,
