osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,bridge,access,tunnel,junction
24381985,True,B4434,Windsor Road,secondary,20 mph,False,58.642,"LINESTRING (-3.8066359 51.6611252, -3.8067131 51.6614223, -3.8067113 51.6615567, -3.8066597 51.661643)",2,,,,
96751035,True,,Allister Street,residential,20 mph,False,132.798,"LINESTRING (-3.804791 51.6607837, -3.8066359 51.6611252)",,,,,
28797188,True,,Davies Road,unclassified,,False,52.301,"LINESTRING (-3.804791 51.6607837, -3.804798 51.6607545, -3.804895 51.6603178)",,,,,
"[96751490, 100652430]",False,,"['Richmond Street', 'Osborne Street']",residential,20 mph,True,100.765,"LINESTRING (-3.8080928 51.6590466, -3.8079426 51.659426, -3.8071119 51.659411)",,,,,
24381985,True,B4434,Windsor Road,secondary,20 mph,False,107.914,"LINESTRING (-3.806112 51.6594259, -3.8064224 51.6603771)",2,,,,
96751490,False,,Osborne Street,residential,20 mph,False,68.991,"LINESTRING (-3.806112 51.6594259, -3.8071119 51.659411)",,,,,
29467545,False,B4434,Gnoll Park Road,secondary,20 mph,False,85.588,"LINESTRING (-3.7981467 51.6642567, -3.7988466 51.6636211)",,,,,
29467545,False,B4434,Gnoll Park Road,secondary,20 mph,True,96.363,"LINESTRING (-3.7981467 51.6642567, -3.7973648 51.6649749)",,,,,
99348452,False,,Hibbert Road,residential,20 mph,False,124.619,"LINESTRING (-3.7981467 51.6642567, -3.7988259 51.6645322, -3.7996589 51.6648701)",2,,yes,,
99348451,False,,Thorburn Close,residential,20 mph,False,24.707,"LINESTRING (-3.800505 51.6658183, -3.8005264 51.6655965)",2,,,,
28542708,False,,Parr Avenue,residential,20 mph,False,58.611,"LINESTRING (-3.800505 51.6658183, -3.8006192 51.6658244, -3.8007428 51.6658205, -3.8008694 51.6658012, -3.8010098 51.6657755, -3.8011154 51.66577, -3.8012243 51.6657807, -3.8013317 51.6658117)",2,,,,
28542708,False,,Parr Avenue,residential,20 mph,True,55.834,"LINESTRING (-3.800505 51.6658183, -3.8003906 51.6658202, -3.8002499 51.6658419, -3.8001093 51.6658722, -3.7999613 51.6658916, -3.7997113 51.6658927)",2,,,,
29467545,False,B4434,Gnoll Park Road,secondary,20 mph,False,96.363,"LINESTRING (-3.7973648 51.6649749, -3.7981467 51.6642567)",,,,,
29467545,False,B4434,Gnoll Park Road,secondary,20 mph,True,27.319,"LINESTRING (-3.7973648 51.6649749, -3.7971431 51.6651785)",,,,,
99348461,False,,Park Street,residential,20 mph,False,96.1,"LINESTRING (-3.7973648 51.6649749, -3.7985138 51.6654638)",2,,yes,,
99348452,False,,Hibbert Road,residential,20 mph,True,124.619,"LINESTRING (-3.7996589 51.6648701, -3.7988259 51.6645322, -3.7981467 51.6642567)",2,,yes,,
99348451,False,,Thorburn Close,residential,20 mph,True,24.707,"LINESTRING (-3.8005264 51.6655965, -3.800505 51.6658183)",2,,,,
99348461,False,,Park Street,residential,20 mph,True,96.1,"LINESTRING (-3.7985138 51.6654638, -3.7973648 51.6649749)",2,,yes,,
99348460,False,,Willet Close,residential,20 mph,True,38.295,"LINESTRING (-3.8015472 51.6654943, -3.8013317 51.6658117)",2,,,,
96751490,False,,Osborne Street,residential,20 mph,True,68.991,"LINESTRING (-3.8071119 51.659411, -3.806112 51.6594259)",,,,,
100652428,False,,Rees Place,residential,20 mph,False,47.981,"LINESTRING (-3.8071119 51.659411, -3.8071119 51.6589795)",,,,,
"[96751490, 100652430]",False,,"['Richmond Street', 'Osborne Street']",residential,20 mph,False,100.765,"LINESTRING (-3.8071119 51.659411, -3.8079426 51.659426, -3.8080928 51.6590466)",,,,,
24381985,True,B4434,Windsor Road,secondary,20 mph,False,25.694,"LINESTRING (-3.8064224 51.6603771, -3.8064969 51.6606035)",2,,,,
100652426,False,,Charles Street,residential,20 mph,False,139.075,"LINESTRING (-3.8064224 51.6603771, -3.8073165 51.6603061, -3.8077876 51.6596793)",,,,,
100652426,False,,Charles Street,residential,20 mph,True,139.075,"LINESTRING (-3.8077876 51.6596793, -3.8073165 51.6603061, -3.8064224 51.6603771)",,,,,
100652428,False,,Rees Place,residential,20 mph,True,47.981,"LINESTRING (-3.8071119 51.6589795, -3.8071119 51.659411)",,,,,
"[100652435, 100652447]",False,,"['Milland Road', 'Canal Road']",unclassified,,True,240.45899999999997,"LINESTRING (-3.8085669 51.663023, -3.8089314 51.6624831, -3.8095808 51.6612731, -3.8096429 51.6611875, -3.8093193 51.661133)",,yes,,,
217007042,True,B4434,Prince of Wales Drive,secondary,20 mph,False,250.583,"LINESTRING (-3.8023053 51.6649058, -3.8021541 51.6648408, -3.8018325 51.6645313, -3.8015297 51.6642979, -3.8008321 51.6638512, -3.7999334 51.6633472, -3.7998905 51.6633336, -3.7997924 51.6633025)",,,,,
"[217007043, 96556318, 96556319]",False,B4434,Prince of Wales Drive,secondary,20 mph,False,106.27499999999999,"LINESTRING (-3.8023053 51.6649058, -3.8022742 51.6650043, -3.8023181 51.6652439, -3.8023012 51.6654365, -3.8022656 51.6656192, -3.802263 51.6656953, -3.8021916 51.6658503)",,yes,,,
1150081827,True,B4434,Gnoll Park Road,secondary,20 mph,False,18.729,"LINESTRING (-3.7993677 51.6632446, -3.7996039 51.6631615)",,,,,
29467545,False,B4434,Gnoll Park Road,secondary,20 mph,True,56.989000000000004,"LINESTRING (-3.7993677 51.6632446, -3.7992815 51.6632538, -3.799173 51.6633132, -3.7988466 51.6636211)",,,,,
1150081831,True,B4286,Gnoll Park Road,secondary,20 mph,False,11.604,"LINESTRING (-3.7997581 51.6630733, -3.7998252 51.663169)",3,,,,
795213578,False,B4286,Gnoll Park Road,secondary,20 mph,True,12.689,"LINESTRING (-3.7997581 51.6630733, -3.7997636 51.6630318, -3.7997718 51.6629595)",3,,,,
1150081828,True,,,secondary,20 mph,False,3.546,"LINESTRING (-3.7998252 51.663169, -3.7998498 51.663197)",,,,,roundabout
847353098,False,,,residential,,False,25.475,"LINESTRING (-3.8000666 51.6624772, -3.8003377 51.6626328)",,,,,
60187250,False,B4434,Gnoll Park Road,secondary,20 mph,False,58.647999999999996,"LINESTRING (-3.8000666 51.6624772, -3.7998363 51.6626986, -3.7997718 51.6629595)",2,,,,
60187250,False,B4434,Gnoll Park Road,secondary,20 mph,True,64.531,"LINESTRING (-3.8000666 51.6624772, -3.8001397 51.6624069, -3.8005339 51.6620657, -3.8006117 51.6620058)",2,,,,
847353098,False,,,residential,,True,25.475,"LINESTRING (-3.8003377 51.6626328, -3.8000666 51.6624772)",,,,,
1150081828,True,,,secondary,20 mph,False,16.401999999999997,"LINESTRING (-3.7997924 51.6633025, -3.7997492 51.6633149, -3.799702 51.6633182, -3.7996554 51.6633121, -3.7996144 51.6632971, -3.7995832 51.6632749)",,,,,roundabout
1150081828,True,,,secondary,20 mph,False,3.9610000000000003,"LINESTRING (-3.7996039 51.6631615, -3.799626 51.6631501, -3.7996512 51.6631416)",,,,,roundabout
1150081830,True,,,secondary,20 mph,False,15.241,"LINESTRING (-3.7995832 51.6632749, -3.7993677 51.6632446)",,,,,
1150081828,True,,,secondary,20 mph,False,13.623,"LINESTRING (-3.7995832 51.6632749, -3.7995645 51.6632465, -3.7995618 51.663216, -3.7995755 51.6631865, -3.7996039 51.6631615)",,,,,roundabout
1150081832,True,,,secondary,20 mph,False,10.585,"LINESTRING (-3.7996512 51.6631416, -3.7997581 51.6630733)",,,,,
1150081828,True,,,secondary,20 mph,False,13.24,"LINESTRING (-3.7996512 51.6631416, -3.7996978 51.6631346, -3.7997456 51.6631371, -3.7997896 51.663149, -3.7998252 51.663169)",,,,,roundabout
1150081828,True,,,secondary,20 mph,False,13.239,"LINESTRING (-3.7998498 51.663197, -3.7998575 51.6632264, -3.7998497 51.6632558, -3.7998272 51.6632821, -3.7997924 51.6633025)",,,,,roundabout
1150081829,True,,Prince of Wales Drive,secondary,20 mph,False,169.051,"LINESTRING (-3.7998498 51.663197, -3.7999729 51.6632776, -3.8000548 51.6633313, -3.8005158 51.663579, -3.8009229 51.663799, -3.8010315 51.6638721, -3.8016026 51.6642565)",,,,,
1189358319,False,,Clos Y Wawr,residential,,False,28.989,"LINESTRING (-3.7973908 51.6610661, -3.7970437 51.6609191)",,,,,
1189358319,False,,Clos Y Wawr,residential,,True,23.996,"LINESTRING (-3.7973908 51.6610661, -3.7976781 51.6611878)",,,,,
1189358320,False,,Clos Y Wawr,residential,20 mph,True,55.074000000000005,"LINESTRING (-3.7973908 51.6610661, -3.7975118 51.6609432, -3.7975466 51.6609097, -3.7975922 51.6608817, -3.7976333 51.6608647, -3.7976784 51.6608524, -3.7977263 51.6608451, -3.797771 51.6608429, -3.7978156 51.6608452, -3.7978591 51.6608517, -3.7980039 51.660887)",,,,,
1189358319,False,,Clos Y Wawr,residential,,True,28.989,"LINESTRING (-3.7970437 51.6609191, -3.7973908 51.6610661)",,,,,
1189358319,False,,Clos Y Wawr,residential,,False,23.996,"LINESTRING (-3.7976781 51.6611878, -3.7973908 51.6610661)",,,,,
96021275,False,B4434,Riverside Drive,secondary,20 mph,False,349.063,"LINESTRING (-3.8022652 51.6659276, -3.8022981 51.6659416, -3.8023996 51.6659846, -3.8026863 51.6660588, -3.8030272 51.6661086, -3.8033931 51.6661468, -3.8037756 51.6661712, -3.8041072 51.6661869, -3.8044523 51.6662011, -3.8048773 51.6662063, -3.8052798 51.6662026, -3.8056533 51.6661902, -3.806153 51.6661653, -3.8066588 51.6661352, -3.8068318 51.6661185, -3.806962 51.6660937, -3.8070939 51.6660592, -3.8072162 51.6660195)",2,,,,
1228469098,True,B4434,Riverside Drive,secondary,20 mph,False,21.154,"LINESTRING (-3.8022652 51.6659276, -3.8022516 51.665947, -3.8022286 51.6659626, -3.8021986 51.6659726, -3.802165 51.6659761, -3.8021314 51.6659726, -3.8021015 51.6659625, -3.8020785 51.6659469, -3.802065 51.6659275, -3.8020624 51.6659064)",2,,,,roundabout
"[217007043, 96556318, 96556319]",False,B4434,Prince of Wales Drive,secondary,20 mph,True,106.275,"LINESTRING (-3.8021916 51.6658503, -3.802263 51.6656953, -3.8022656 51.6656192, -3.8023012 51.6654365, -3.8023181 51.6652439, -3.8022742 51.6650043, -3.8023053 51.6649058)",,yes,,,
1228469098,True,B4434,Riverside Drive,secondary,20 mph,False,11.017999999999999,"LINESTRING (-3.8021916 51.6658503, -3.8022208 51.6658583, -3.8022447 51.6658715, -3.802261 51.6658885, -3.802268 51.6659079, -3.8022652 51.6659276)",2,,,,roundabout
28542708,False,,Parr Avenue,residential,20 mph,True,55.077,"LINESTRING (-3.8020624 51.6659064, -3.8019557 51.6659335, -3.8017675 51.665937, -3.8016523 51.6659312, -3.8015177 51.6658993, -3.8014155 51.6658624, -3.8013317 51.6658117)",2,,,,
1228469098,True,B4434,Riverside Drive,secondary,20 mph,False,12.319,"LINESTRING (-3.8020624 51.6659064, -3.8020717 51.665885, -3.8020922 51.6658669, -3.8021215 51.6658542, -3.802156 51.6658484, -3.8021916 51.6658503)",2,,,,roundabout
