osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,junction,lanes,bridge
106360535,,trunk,30 mph,False,True,112.344,A259,"LINESTRING (1.0848939 51.0705387, 1.084567 51.0704958, 1.0842743 51.0704766, 1.0838247 51.0704557, 1.0832959 51.0704561)",,,
30416873,Sun Lane,residential,30 mph,False,False,90.876,,"LINESTRING (1.086932 51.0718454, 1.0871115 51.0716078, 1.0874657 51.0711002)",,,
30416870,Prospect Road,residential,30 mph,False,True,20.984,,"LINESTRING (1.0866046 51.0710453, 1.086697 51.0710265, 1.0867543 51.0710026, 1.0868133 51.0709267)",,,
165063658,Theatre Street,residential,30 mph,False,True,72.545,,"LINESTRING (1.0866046 51.0710453, 1.0866069 51.0711841, 1.0863421 51.07167)",,,
183277068,Prospect Road,residential,30 mph,True,False,132.44,,"LINESTRING (1.0866046 51.0710453, 1.0865382 51.071066, 1.0863938 51.0711026, 1.0859874 51.0711561, 1.0857451 51.071128, 1.0853778 51.0709981, 1.0852689 51.0709484, 1.0851247 51.0708753, 1.0849431 51.070756)",,,
32875715,The Avenue,residential,30 mph,False,False,49.17,,"LINESTRING (1.0875043 51.0711138, 1.0877014 51.0706893)",,,
106360535,,trunk,30 mph,False,True,3.092,A259,"LINESTRING (1.0875043 51.0711138, 1.0874657 51.0711002)",,,
106360535,,trunk,30 mph,False,False,92.37700000000001,A259,"LINESTRING (1.0875043 51.0711138, 1.0877755 51.0712038, 1.0879918 51.0712684, 1.0884145 51.0714795, 1.0885992 51.0715718)",,,
32875715,The Avenue,residential,30 mph,False,True,49.17,,"LINESTRING (1.0877014 51.0706893, 1.0875043 51.0711138)",,,
106360532,Rampart Road,trunk,30 mph,False,False,55.601,A259,"LINESTRING (1.0817343 51.0704827, 1.0821252 51.0704845, 1.0824336 51.0704776, 1.0825295 51.0704724)",,,
106360532,Rampart Road,trunk,30 mph,False,True,96.648,A259,"LINESTRING (1.0817343 51.0704827, 1.0812867 51.0704784, 1.0811299 51.0704884, 1.0809589 51.0705134, 1.0808205 51.0705517, 1.080705 51.0706009, 1.0805795 51.0706758, 1.0805094 51.0707509)",,,
5056222,Albert Road,residential,30 mph,False,True,144.918,,"LINESTRING (1.0808172 51.0672558, 1.0804155 51.0685344)",,,
68706301,Albert Lane,residential,30 mph,False,True,49.474,,"LINESTRING (1.0808172 51.0672558, 1.0814687 51.06743)",,,
5056222,Albert Road,residential,30 mph,False,False,39.8,,"LINESTRING (1.0808172 51.0672558, 1.0808345 51.0671641, 1.0809811 51.066915)",,,
68706301,Albert Lane,residential,30 mph,False,False,49.474,,"LINESTRING (1.0814687 51.06743, 1.0808172 51.0672558)",,,
68706301,Albert Lane,residential,30 mph,False,True,40.143,,"LINESTRING (1.0814687 51.06743, 1.0819987 51.0675693)",,,
68706310,Elizabeth Gardens,residential,30 mph,False,False,141.602,,"LINESTRING (1.0814687 51.06743, 1.0812858 51.0679299, 1.081696 51.0680186, 1.0819987 51.0675693)",,,
68706309,Lynton Road,residential,30 mph,False,True,84.329,,"LINESTRING (1.0820084 51.0680227, 1.0831268 51.0683077)",,,
68706301,Albert Lane,residential,30 mph,False,False,40.143,,"LINESTRING (1.0819987 51.0675693, 1.0814687 51.06743)",,,
68706310,Elizabeth Gardens,residential,30 mph,False,True,141.602,,"LINESTRING (1.0819987 51.0675693, 1.081696 51.0680186, 1.0812858 51.0679299, 1.0814687 51.06743)",,,
68706301,Albert Lane,residential,30 mph,False,True,105.799,,"LINESTRING (1.0819987 51.0675693, 1.0833971 51.0679341)",,,
23018863,Stade Street,residential,30 mph,False,True,37.597,,"LINESTRING (1.0833971 51.0679341, 1.0831751 51.0682421)",,,
68706301,Albert Lane,residential,30 mph,False,False,105.799,,"LINESTRING (1.0833971 51.0679341, 1.0819987 51.0675693)",,,
23018863,Stade Street,residential,30 mph,False,False,29.858999999999998,,"LINESTRING (1.0833971 51.0679341, 1.0834782 51.0678299, 1.0835878 51.0676938)",,,
83630270,St. Hilda's Road,residential,30 mph,False,True,114.966,,"LINESTRING (1.0802904 51.0654095, 1.0787745 51.0650077)",,,
83630270,St. Hilda's Road,residential,30 mph,False,False,114.966,,"LINESTRING (1.0787745 51.0650077, 1.0802904 51.0654095)",,,
183275361,St. Leonards Road,residential,30 mph,False,True,39.236,,"LINESTRING (1.0787745 51.0650077, 1.0788529 51.0653571)",,,
"[183275361, 100119599]","['West Parade', 'St. Leonards Road']",residential,30 mph,False,False,328.378,,"LINESTRING (1.0787745 51.0650077, 1.0786694 51.0646125, 1.0786435 51.0644512, 1.0786523 51.0643897, 1.0787041 51.0643531, 1.0787618 51.0643531, 1.0788503 51.0643762, 1.0811178 51.0649157, 1.0819089 51.0651039, 1.0820907 51.0651613)",,,
183275361,St. Leonards Road,residential,30 mph,False,False,39.236,,"LINESTRING (1.0788529 51.0653571, 1.0787745 51.0650077)",,,
5056215,St. Leonards Road,residential,30 mph,False,True,134.033,,"LINESTRING (1.0788529 51.0653571, 1.0789057 51.0655001, 1.0792774 51.0665326)",,,
90627127,Tower Gardens,residential,30 mph,False,False,167.931,,"LINESTRING (1.0859254 51.0681251, 1.0837841 51.0674394)",,,
90627124,Napier Gardens,residential,30 mph,False,False,187.712,,"LINESTRING (1.0857653 51.0686899, 1.0831751 51.0682421)",,,
90627121,Wood Road,residential,30 mph,False,False,49.458,,"LINESTRING (1.0814228 51.0690455, 1.0815596 51.0686091)",,,
23018863,Stade Street,residential,30 mph,False,False,129.784,,"LINESTRING (1.0837841 51.0674394, 1.0846001 51.0663909)",,,
23018863,Stade Street,residential,30 mph,False,True,31.438,,"LINESTRING (1.0837841 51.0674394, 1.0835878 51.0676938)",,,
90627127,Tower Gardens,residential,30 mph,False,True,167.931,,"LINESTRING (1.0837841 51.0674394, 1.0859254 51.0681251)",,,
23018863,Stade Street,residential,30 mph,False,False,37.597,,"LINESTRING (1.0831751 51.0682421, 1.0833971 51.0679341)",,,
23018863,Stade Street,residential,30 mph,False,True,8.037,,"LINESTRING (1.0831751 51.0682421, 1.0831268 51.0683077)",,,
90627124,Napier Gardens,residential,30 mph,False,True,187.712,,"LINESTRING (1.0831751 51.0682421, 1.0857653 51.0686899)",,,
23018863,Stade Street,residential,30 mph,False,False,30.461,,"LINESTRING (1.0828723 51.0688188, 1.0829852 51.0685542)",,,
23018863,Stade Street,residential,30 mph,False,True,74.315,,"LINESTRING (1.0828723 51.0688188, 1.082635 51.0692138, 1.0825973 51.0692683, 1.082545 51.0693441, 1.0825106 51.0694459)",,,
90627089,Windmill Street,residential,30 mph,False,True,94.789,,"LINESTRING (1.0828723 51.0688188, 1.0824995 51.0687369, 1.0815596 51.0686091)",,,
90627089,Windmill Street,residential,30 mph,False,True,80.373,,"LINESTRING (1.0815596 51.0686091, 1.0804155 51.0685344)",,,
90627121,Wood Road,residential,30 mph,False,True,49.458,,"LINESTRING (1.0815596 51.0686091, 1.0814228 51.0690455)",,,
90627089,Windmill Street,residential,30 mph,False,False,94.789,,"LINESTRING (1.0815596 51.0686091, 1.0824995 51.0687369, 1.0828723 51.0688188)",,,
90627090,Whitegates Close,residential,30 mph,False,False,143.97500000000002,,"LINESTRING (1.0849392 51.0689595, 1.0845246 51.0688447, 1.0835601 51.0686689, 1.0835109 51.0686588, 1.0829852 51.0685542)",,,
5056222,Albert Road,residential,30 mph,False,False,144.918,,"LINESTRING (1.0804155 51.0685344, 1.0808172 51.0672558)",,,
5056222,Albert Road,residential,30 mph,False,True,37.548,,"LINESTRING (1.0804155 51.0685344, 1.0803068 51.0688651)",,,
90627089,Windmill Street,residential,30 mph,False,False,80.373,,"LINESTRING (1.0804155 51.0685344, 1.0815596 51.0686091)",,,
90627089,Windmill Street,residential,30 mph,False,True,30.39,,"LINESTRING (1.0804155 51.0685344, 1.0799806 51.0685317)",,,
23018863,Stade Street,residential,30 mph,False,False,29.141,,"LINESTRING (1.0829852 51.0685542, 1.0831268 51.0683077)",,,
23018863,Stade Street,residential,30 mph,False,True,30.461,,"LINESTRING (1.0829852 51.0685542, 1.0828723 51.0688188)",,,
90627090,Whitegates Close,residential,30 mph,False,True,143.97500000000002,,"LINESTRING (1.0829852 51.0685542, 1.0835109 51.0686588, 1.0835601 51.0686689, 1.0845246 51.0688447, 1.0849392 51.0689595)",,,
90627117,New Road,residential,30 mph,False,False,54.314,,"LINESTRING (1.0801874 51.0672302, 1.0794617 51.0670552)",,,
90627117,New Road,residential,30 mph,False,True,54.314,,"LINESTRING (1.0794617 51.0670552, 1.0801874 51.0672302)",,,
5056215,St. Leonards Road,residential,30 mph,False,False,56.089,,"LINESTRING (1.0794617 51.0670552, 1.0794293 51.0669638, 1.0792868 51.0665629)",,,
5056215,St. Leonards Road,residential,30 mph,False,True,168.237,,"LINESTRING (1.0794617 51.0670552, 1.0794849 51.0671113, 1.0797509 51.0677563, 1.0798301 51.0680238, 1.0799806 51.0685317)",,,
90627089,Windmill Street,residential,30 mph,False,False,30.39,,"LINESTRING (1.0799806 51.0685317, 1.0804155 51.0685344)",,,
5056215,St. Leonards Road,residential,30 mph,False,False,168.237,,"LINESTRING (1.0799806 51.0685317, 1.0798301 51.0680238, 1.0797509 51.0677563, 1.0794849 51.0671113, 1.0794617 51.0670552)",,,
5056215,St. Leonards Road,residential,30 mph,False,True,68.47,,"LINESTRING (1.0799806 51.0685317, 1.080122 51.0688863, 1.0801516 51.0689606, 1.0802695 51.0691176)",,,
100119604,Portland Road,unclassified,30 mph,False,False,20.846,,"LINESTRING (1.0807538 51.0698031, 1.081051 51.0698195)",,,
100119604,Portland Road,unclassified,30 mph,False,False,37.893,,"LINESTRING (1.081051 51.0698195, 1.0815578 51.0699408)",,,
100119604,Portland Road,unclassified,30 mph,False,True,20.846,,"LINESTRING (1.081051 51.0698195, 1.0807538 51.0698031)",,,
181372172,Palmer Drive,residential,30 mph,False,False,116.24200000000002,,"LINESTRING (1.081051 51.0698195, 1.0810901 51.0693675, 1.0811637 51.069239, 1.0812431 51.0692056, 1.0818453 51.0693227)",,,
5056217,Portland Road,residential,30 mph,False,False,26.694,,"LINESTRING (1.0815288 51.0700437, 1.0819108 51.0700399)",,,
5056217,Portland Road,residential,30 mph,False,True,78.295,,"LINESTRING (1.0815288 51.0700437, 1.0804085 51.0700587)",,,
100119601,Portland Road,unclassified,30 mph,False,False,11.62,,"LINESTRING (1.0815288 51.0700437, 1.0815578 51.0699408)",,,
100119597,Portland Close,residential,30 mph,False,False,69.953,,"LINESTRING (1.0773998 51.0703259, 1.078171 51.0702976, 1.0783019 51.0704154)",,,
100119601,Portland Road,unclassified,30 mph,False,True,11.62,,"LINESTRING (1.0815578 51.0699408, 1.0815288 51.0700437)",,,
100119604,Portland Road,unclassified,30 mph,False,True,37.893,,"LINESTRING (1.0815578 51.0699408, 1.081051 51.0698195)",,,
100119604,Portland Road,unclassified,30 mph,False,False,27.155,,"LINESTRING (1.0815578 51.0699408, 1.0817783 51.0699894, 1.0819108 51.0700399)",,,
5056217,Portland Road,residential,30 mph,False,False,154.714,,"LINESTRING (1.0783019 51.0704154, 1.0783347 51.0704063, 1.0783603 51.0704019, 1.0784604 51.0703747, 1.0787787 51.0702871, 1.079168 51.0701824, 1.0793072 51.0701446, 1.0793682 51.0701337, 1.0795806 51.0700814, 1.0804085 51.0700587)",,,
5056217,Portland Road,residential,30 mph,False,True,49.741,,"LINESTRING (1.0783019 51.0704154, 1.0782296 51.0704445, 1.0781493 51.0704957, 1.0781275 51.0705392, 1.0781423 51.070686, 1.0781585 51.0708144)",,,
100119597,Portland Close,residential,30 mph,False,True,69.953,,"LINESTRING (1.0783019 51.0704154, 1.078171 51.0702976, 1.0773998 51.0703259)",,,
5056215,St. Leonards Road,residential,30 mph,False,False,3.433,,"LINESTRING (1.0792868 51.0665629, 1.0792774 51.0665326)",,,
5056215,St. Leonards Road,residential,30 mph,False,True,56.089,,"LINESTRING (1.0792868 51.0665629, 1.0794293 51.0669638, 1.0794617 51.0670552)",,,
106361660,Cinque Ports Avenue,residential,30 mph,False,False,104.84400000000001,,"LINESTRING (1.0792868 51.0665629, 1.0779103 51.0667352, 1.0778384 51.066776)",,,
165064643,High Street,unclassified,30 mph,True,False,130.166,,"LINESTRING (1.0898488 51.0724712, 1.0897835 51.0725319, 1.0897055 51.072555, 1.0895886 51.0725483, 1.0894823 51.0725304, 1.089197 51.0724696, 1.0890587 51.0724437, 1.0889635 51.0724209, 1.0881371 51.0722214)",,,
1178597944,,trunk,30 mph,True,False,5.846,,"LINESTRING (1.0898488 51.0724712, 1.0898734 51.0724925, 1.0899069 51.0725082)",roundabout,,
1178597944,,trunk,30 mph,True,False,5.884,,"LINESTRING (1.0900376 51.0725086, 1.0900716 51.072493, 1.0900966 51.0724717)",roundabout,,
165488993,,trunk,30 mph,True,False,36.903,A259,"LINESTRING (1.0899836 51.0723432, 1.0897341 51.0721953, 1.089578 51.0721327)",,,
1219267428,,trunk,30 mph,True,False,13.509,,"LINESTRING (1.0899836 51.0723432, 1.0899355 51.0723461, 1.0898919 51.0723592, 1.0898579 51.0723808, 1.0898377 51.0724084)",roundabout,,
165063658,Theatre Street,residential,30 mph,False,False,72.545,,"LINESTRING (1.0863421 51.07167, 1.0866069 51.0711841, 1.0866046 51.0710453)",,,
165488994,,trunk,30 mph,True,False,35.863,A259,"LINESTRING (1.089578 51.0721327, 1.0896554 51.0722506, 1.0898377 51.0724084)",,,
"[1219267427, 1055998078]",,trunk,30 mph,False,True,92.608,A259,"LINESTRING (1.089578 51.0721327, 1.0895259 51.0721068, 1.0893446 51.0720143, 1.0892286 51.0719435, 1.0889526 51.0717805, 1.0885992 51.0715718)",,,
261272514,Station Road,tertiary,30 mph,True,False,19.848,,"LINESTRING (1.0899476 51.0726779, 1.0900376 51.0725086)",,,
155780802,Station Road,tertiary,30 mph,False,True,26.678,,"LINESTRING (1.0899476 51.0726779, 1.0899808 51.0727776, 1.0900761 51.072902)",,,
181372172,Palmer Drive,residential,30 mph,False,True,116.242,,"LINESTRING (1.0818453 51.0693227, 1.0812431 51.0692056, 1.0811637 51.069239, 1.0810901 51.0693675, 1.081051 51.0698195)",,,
165064641,East Street,trunk,30 mph,True,False,28.627000000000002,A259,"LINESTRING (1.0900966 51.0724717, 1.0901335 51.0724515, 1.0902442 51.0724264, 1.0904851 51.0724059)",,,
1219267429,,trunk,30 mph,True,False,12.972999999999999,,"LINESTRING (1.0900966 51.0724717, 1.0901111 51.072444, 1.0901104 51.0724148, 1.0900945 51.0723874, 1.0900652 51.0723648)",roundabout,,
261272513,Station Road,tertiary,30 mph,True,False,19.083,,"LINESTRING (1.0899069 51.0725082, 1.0899476 51.0726779)",,,
1178597944,,trunk,30 mph,True,False,9.462,,"LINESTRING (1.0899069 51.0725082, 1.0899496 51.0725174, 1.0899948 51.0725175, 1.0900376 51.0725086)",roundabout,,
5170422,Tanners Hill,tertiary,30 mph,False,False,11.968,,"LINESTRING (1.0900761 51.072902, 1.0899125 51.0729339)",,,
155780802,Station Road,tertiary,30 mph,False,True,7.104,,"LINESTRING (1.0900761 51.072902, 1.0901259 51.0729577)",,,
155780802,Station Road,tertiary,30 mph,False,False,26.678,,"LINESTRING (1.0900761 51.072902, 1.0899808 51.0727776, 1.0899476 51.0726779)",,,
"[5056218, 603233476]",Cinque Ports Avenue,residential,30 mph,True,False,254.75599999999997,,"LINESTRING (1.0781905 51.0677841, 1.07825 51.0679408, 1.0784112 51.0683654, 1.0785726 51.0687904, 1.0785749 51.0687965, 1.0786072 51.0688814, 1.0786209 51.0689075, 1.0786375 51.068922, 1.0786598 51.068932, 1.0787007 51.0689461, 1.0789148 51.0689965, 1.0801648 51.0692485, 1.0803279 51.069251)",,,
831966759,,residential,,False,False,102.298,,"LINESTRING (1.0781905 51.0677841, 1.0780032 51.0677915, 1.0770752 51.0676364, 1.0771556 51.0674443)",,,
831966759,,residential,,False,True,102.298,,"LINESTRING (1.0771556 51.0674443, 1.0770752 51.0676364, 1.0780032 51.0677915, 1.0781905 51.0677841)",,,
"[100119602, 884616444]",Newmans Close,residential,30 mph,False,True,69.45299999999999,,"LINESTRING (1.0812066 51.0689969, 1.0810233 51.0689741, 1.0810032 51.068971, 1.0809872 51.0689647, 1.0809772 51.0689577, 1.0809712 51.0689414, 1.0809682 51.0689244, 1.0809652 51.0689137, 1.0809602 51.0689011, 1.0809449 51.0688938, 1.0809234 51.0688871, 1.0809056 51.0688864, 1.0803068 51.0688651)",,,
