osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,lanes,ref
118929639,Abbotsford Road,unclassified,,False,False,66.422,"LINESTRING (-4.4029542 55.9003185, -4.4028996 55.9003697, -4.4028111 55.9004854, -4.4027423 55.9005818, -4.4027155 55.900648, -4.4026576 55.9008859)",,,,
118929623,Seaforth Road,unclassified,,False,False,136.738,"LINESTRING (-4.4006179 55.9055618, -4.3992463 55.9048851, -4.399021 55.9047949, -4.398943 55.9047701)",,,,
118929623,Seaforth Road,unclassified,,False,True,94.122,"LINESTRING (-4.4006179 55.9055618, -4.4007704 55.9056372, -4.4014835 55.9059883, -4.4015537 55.9060231, -4.4017515 55.906121)",,,,
118936087,Sutherland Road,unclassified,,False,True,165.78300000000004,"LINESTRING (-4.4006179 55.9055618, -4.4006883 55.9055058, -4.4007259 55.9054682, -4.4007822 55.9051539, -4.400801 55.9051103, -4.4009136 55.9050291, -4.4009958 55.9049943, -4.4010343 55.904978, -4.4012301 55.9049509, -4.4015091 55.904975, -4.401729 55.9050021, -4.4019373 55.9050081, -4.4019892 55.9050096, -4.4021287 55.9050021, -4.4023325 55.9050081, -4.4024988 55.9050231)",,,,
118936087,Sutherland Road,unclassified,,False,False,165.783,"LINESTRING (-4.4024988 55.9050231, -4.4023325 55.9050081, -4.4021287 55.9050021, -4.4019892 55.9050096, -4.4019373 55.9050081, -4.401729 55.9050021, -4.4015091 55.904975, -4.4012301 55.9049509, -4.4010343 55.904978, -4.4009958 55.9049943, -4.4009136 55.9050291, -4.400801 55.9051103, -4.4007822 55.9051539, -4.4007259 55.9054682, -4.4006883 55.9055058, -4.4006179 55.9055618)",,,,
121391096,Belmont Street,residential,,False,False,114.78599999999999,"LINESTRING (-4.4037322 55.8999293, -4.4036641 55.8998892, -4.4035045 55.8998133, -4.4033168 55.8997614, -4.4032476 55.89975, -4.4031116 55.8997276, -4.402996 55.8997028, -4.4028769 55.8996772, -4.4027065 55.8996242, -4.4025216 55.8995496, -4.4024624 55.8995257, -4.4022749 55.8994423, -4.4021792 55.8993983)",,,,
"[121391098, 511990756]",Hume Street,residential,,False,False,64.608,"LINESTRING (-4.4037322 55.8999293, -4.4042665 55.8996318, -4.4044554 55.8995134)",,,,
"[97696432, 121391098]","['Hume Street', 'Chalmers Street']","['residential', 'unclassified']",,False,True,66.57499999999999,"LINESTRING (-4.4037322 55.8999293, -4.4035803 55.90001, -4.4034869 55.9000604, -4.4030774 55.9002771, -4.4030449 55.9002943, -4.4029969 55.9003272, -4.4029542 55.9003185)",,,,
121391096,Belmont Street,residential,,False,True,39.851,"LINESTRING (-4.4016433 55.8992034, -4.4018872 55.8992885, -4.4021567 55.8993926, -4.4021792 55.8993983)",,,,
"[511990752, 121391103]","['Chalmers Street', 'Alexander Street']","['residential', 'unclassified']",,False,False,217.48300000000006,"LINESTRING (-4.4048667 55.8999293, -4.4050567 55.9000247, -4.4050636 55.900056, -4.40502 55.9000923, -4.404987 55.9001226, -4.4049656 55.9001574, -4.4049394 55.900268, -4.4048709 55.9004967, -4.4048202 55.9006825, -4.4047465 55.9009857, -4.404732 55.9010937, -4.404712 55.9012144, -4.4048202 55.9012815, -4.4050617 55.9013888, -4.4052453 55.9014375, -4.4054172 55.9014767, -4.4054638 55.9014873, -4.405614 55.9015161)",,,,
121391105,Belmont Street,residential,,False,True,48.984,"LINESTRING (-4.4021792 55.8993983, -4.4027131 55.8990751)",,,,
121391096,Belmont Street,residential,,False,False,39.851,"LINESTRING (-4.4021792 55.8993983, -4.4021567 55.8993926, -4.4018872 55.8992885, -4.4016433 55.8992034)",,,,
121391096,Belmont Street,residential,,False,True,114.78599999999999,"LINESTRING (-4.4021792 55.8993983, -4.4022749 55.8994423, -4.4024624 55.8995257, -4.4025216 55.8995496, -4.4027065 55.8996242, -4.4028769 55.8996772, -4.402996 55.8997028, -4.4031116 55.8997276, -4.4032476 55.89975, -4.4033168 55.8997614, -4.4035045 55.8998133, -4.4036641 55.8998892, -4.4037322 55.8999293)",,,,
121391105,Belmont Street,residential,,False,False,48.984,"LINESTRING (-4.4027131 55.8990751, -4.4021792 55.8993983)",,,,
124361553,Arran Place,residential,30 mph,False,False,123.774,"LINESTRING (-4.3998166 55.9068322, -4.3991924 55.9067637, -4.3988787 55.9067303, -4.398656 55.9067179, -4.3984239 55.906732, -4.3982388 55.906776, -4.3979225 55.9068859)",,,,
28639606,Montrose Street,tertiary,30 mph,False,False,91.267,"LINESTRING (-4.3979225 55.9068859, -4.3978657 55.9068281, -4.3976466 55.9065807, -4.3976312 55.9065553, -4.3975392 55.906403, -4.3975077 55.9062598, -4.3974683 55.9061148)",,,,
124361553,Arran Place,residential,30 mph,False,True,123.774,"LINESTRING (-4.3979225 55.9068859, -4.3982388 55.906776, -4.3984239 55.906732, -4.398656 55.9067179, -4.3988787 55.9067303, -4.3991924 55.9067637, -4.3998166 55.9068322)",,,,
157427008,North Avenue,unclassified,,False,False,73.91799999999999,"LINESTRING (-4.4068414 55.9062657, -4.4067416 55.9061978, -4.4065807 55.9059753, -4.4065807 55.9059348, -4.4065807 55.9057648, -4.4066206 55.9056406)",,,,
157427008,North Avenue,unclassified,,False,True,86.833,"LINESTRING (-4.4068414 55.9062657, -4.407042 55.9064023, -4.4074497 55.9065707, -4.4079647 55.906709)",,,,
95792779,South Avenue,unclassified,,False,False,102.578,"LINESTRING (-4.4091273 55.9045684, -4.4089753 55.9045328, -4.4089264 55.9045213, -4.4085437 55.9044855, -4.4081204 55.9045083, -4.4077725 55.9046025, -4.407579 55.9046704)",,,,
95792779,South Avenue,unclassified,,False,True,40.899,"LINESTRING (-4.4091273 55.9045684, -4.4095643 55.9046708, -4.4097233 55.904721)",,,,
360206433,,unclassified,,False,False,50.912,"LINESTRING (-4.4091273 55.9045684, -4.409193 55.9044514, -4.4092761 55.9044078, -4.40937 55.9043702, -4.4095524 55.9043386, -4.4097268 55.9043191)",,,,
360206433,,unclassified,,False,True,50.91199999999999,"LINESTRING (-4.4097268 55.9043191, -4.4095524 55.9043386, -4.40937 55.9043702, -4.4092761 55.9044078, -4.409193 55.9044514, -4.4091273 55.9045684)",,,,
95792779,South Avenue,unclassified,,False,False,64.25,"LINESTRING (-4.407579 55.9046704, -4.4073376 55.9047943, -4.4070999 55.9049861, -4.4069857 55.9051336)",,,,
95792779,South Avenue,unclassified,,False,True,102.57800000000002,"LINESTRING (-4.407579 55.9046704, -4.4077725 55.9046025, -4.4081204 55.9045083, -4.4085437 55.9044855, -4.4089264 55.9045213, -4.4089753 55.9045328, -4.4091273 55.9045684)",,,,
360206422,,unclassified,,False,False,170.872,"LINESTRING (-4.407579 55.9046704, -4.4074254 55.9045867, -4.4072725 55.904504, -4.4071062 55.9044213, -4.4069882 55.9043792, -4.4067012 55.9043071, -4.4064464 55.9042499, -4.406315 55.9042484, -4.4059717 55.904262, -4.4056793 55.9042725, -4.4054701 55.9042514, -4.405336 55.9042184, -4.4053026 55.9041927, -4.4052984 55.9041718, -4.4053226 55.9040936)",,,,
360206422,,unclassified,,False,True,170.872,"LINESTRING (-4.4053226 55.9040936, -4.4052984 55.9041718, -4.4053026 55.9041927, -4.405336 55.9042184, -4.4054701 55.9042514, -4.4056793 55.9042725, -4.4059717 55.904262, -4.406315 55.9042484, -4.4064464 55.9042499, -4.4067012 55.9043071, -4.4069882 55.9043792, -4.4071062 55.9044213, -4.4072725 55.904504, -4.4074254 55.9045867, -4.407579 55.9046704)",,,,
"[97696456, 4830194, 97696428]",,tertiary,30 mph,False,False,154.735,"LINESTRING (-4.3975219 55.9058752, -4.3975656 55.9057027, -4.3977931 55.9054807, -4.3981578 55.9052731, -4.3984229 55.9051329, -4.3985968 55.9050223, -4.398943 55.9047701)",,yes,2,
201956809,,tertiary,30 mph,True,False,37.839,"LINESTRING (-4.3975219 55.9058752, -4.3976066 55.9059028, -4.3976531 55.9059379, -4.3976745 55.9059791, -4.3976706 55.9060188, -4.3976389 55.9060605, -4.3975857 55.9060915, -4.3975312 55.9061077, -4.3975027 55.9061123, -4.3974683 55.9061148)",roundabout,,,
201956808,,tertiary,30 mph,True,False,28.615000000000002,"LINESTRING (-4.3972443 55.9060212, -4.3972451 55.9059617, -4.3972763 55.9059232, -4.3973005 55.9059066, -4.3973259 55.9058941, -4.3973928 55.905875, -4.3974345 55.9058703, -4.3975219 55.9058752)",roundabout,,,
679153811,,primary_link,,False,True,8.845,"LINESTRING (-4.4044554 55.8995134, -4.4045549 55.8994567)",,,,
45886533,Glasgow Road,primary,30 mph,True,False,192.15,"LINESTRING (-4.4044554 55.8995134, -4.4038049 55.8991738, -4.4021997 55.8983358)",,,2,A814
"[121391098, 511990756]",Hume Street,residential,,False,True,64.608,"LINESTRING (-4.4044554 55.8995134, -4.4042665 55.8996318, -4.4037322 55.8999293)",,,,
679153811,,primary_link,,False,False,8.845,"LINESTRING (-4.4045549 55.8994567, -4.4044554 55.8995134)",,,,
4830193,Glasgow Road,primary,30 mph,True,False,51.693,"LINESTRING (-4.4045549 55.8994567, -4.4048077 55.8995903, -4.4051545 55.8997778)",,,2,A814
45886533,Glasgow Road,primary,30 mph,True,False,24.413,"LINESTRING (-4.4021997 55.8983358, -4.4020337 55.8982514, -4.4019034 55.8981924)",,,2,A814
961569737,,primary_link,,True,False,30.928000000000004,"LINESTRING (-4.4021997 55.8983358, -4.4020811 55.8983385, -4.4019877 55.8983477, -4.4018943 55.8983752, -4.4017582 55.8984387)",,,,
28639613,Argyll Road,tertiary,,False,False,28.845,"LINESTRING (-4.4017582 55.8984387, -4.4018497 55.8982864, -4.4019034 55.8981924)",,,,
28639613,Argyll Road,tertiary,,False,True,165.834,"LINESTRING (-4.4017582 55.8984387, -4.4014982 55.8988717, -4.4013865 55.899078, -4.4012709 55.8993521, -4.4011798 55.8995991, -4.4011638 55.8996964, -4.4011486 55.8997772, -4.4011592 55.8998831)",,,,
197572286,Whitecrook Street,residential,30 mph,False,True,188.428,"LINESTRING (-4.4008204 55.8987204, -4.4007136 55.8989221, -4.4005929 55.8992097, -4.4004455 55.8997657, -4.4001512 55.9003702)",,,,
"[1150044470, 1150044471]","['Roseberry Street', 'Millerbank Street']",residential,,False,False,140.45499999999998,"LINESTRING (-4.407376 55.9031811, -4.4067566 55.9031096, -4.4067 55.9030521, -4.4068062 55.902691, -4.4069442 55.9027049, -4.4070823 55.9027188, -4.4073831 55.9027188, -4.407635 55.9026651)",,,,
