osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,bridge,geometry,junction
866129684,False,,SR 162,Glendale Avenue,tertiary,,False,57.82000000000001,,"LINESTRING (-81.5212551 41.0856785, -81.5211203 41.0856526, -81.5209756 41.0856083, -81.5207191 41.0855038, -81.5206671 41.0854946, -81.5206188 41.0854861)",
1053629309,False,,,University Avenue,secondary,25 mph,True,115.102,,"LINESTRING (-81.5188681 41.0789965, -81.5189805 41.0790413, -81.5193859 41.0792026, -81.5194461 41.0792265, -81.5200766 41.079488)",
543009364,False,,,Maiden Lane,living_street,,False,126.219,,"LINESTRING (-81.516157 41.0849686, -81.5161019 41.085097, -81.5159736 41.085396, -81.5159173 41.0855272, -81.5157501 41.0859225, -81.5156935 41.0860486)",
652525109,False,5,SR 18,East Market Street,primary,25 mph,False,49.099999999999994,,"LINESTRING (-81.516157 41.0849686, -81.5160422 41.0849409, -81.5158628 41.0848976, -81.5157168 41.0848623, -81.5155991 41.0848339)",
652525109,False,5,SR 18,East Market Street,primary,25 mph,True,57.464,,"LINESTRING (-81.516157 41.0849686, -81.5166304 41.0850819, -81.5168127 41.0851193)",
543009364,False,,,Maiden Lane,living_street,,True,126.219,,"LINESTRING (-81.5156935 41.0860486, -81.5157501 41.0859225, -81.5159173 41.0855272, -81.5159736 41.085396, -81.5161019 41.085097, -81.516157 41.0849686)",
21406840,False,,,North Main Street,secondary,25 mph,True,10.643,,"LINESTRING (-81.516882 41.0872461, -81.5168395 41.0871559)",
"[53333837, 98705137, 1058550547, 1058550548, 1058550549]",True,2,SR 59,Martin Luther King Jr Boulevard,primary,35 mph,False,466.529,,"LINESTRING (-81.516882 41.0872461, -81.5174912 41.0871194, -81.5177703 41.0870335, -81.5189119 41.0865938, -81.5191198 41.0865035, -81.5192519 41.0864164, -81.519343 41.0863545, -81.5194279 41.0862845, -81.5195227 41.0861803, -81.5195648 41.0861252, -81.5197339 41.0858806, -81.5199333 41.0855481, -81.5201031 41.0853022, -81.5202189 41.0851435, -81.520459 41.0848413, -81.5207203 41.0845115)",
837703397,False,,,Howard Street,secondary,35 mph,False,30.123,,"LINESTRING (-81.516882 41.0872461, -81.516919 41.0873571, -81.5169278 41.0873836, -81.5169319 41.0875127)",
"[21422152, 543021772, 282447526]",False,,,"['Glendale Avenue', 'South Bates Street']",residential,,False,165.476,,"LINESTRING (-81.5217929 41.086499, -81.5216827 41.0864386, -81.5216662 41.0864296, -81.5215033 41.0863383, -81.5212208 41.0861799, -81.5209953 41.0860462, -81.5208181 41.0859481, -81.520748 41.0859093, -81.5212291 41.0858034, -81.5212551 41.0856785)",
21422152,False,,,South Bates Street,residential,,True,100.618,,"LINESTRING (-81.5217929 41.086499, -81.5219981 41.0866138, -81.5220358 41.0866574, -81.5220524 41.086712, -81.5220525 41.0867459, -81.5220525 41.0867594, -81.522048 41.086805, -81.5219944 41.0869443, -81.5219797 41.0869716, -81.5219648 41.0869993, -81.5219408 41.0870439, -81.5218787 41.0871204, -81.5218475 41.0871587, -81.5218175 41.0871957, -81.5217617 41.0872644)",
21428389,False,,,Christie Street,residential,25 mph,False,46.766,,"LINESTRING (-81.5217929 41.086499, -81.5218094 41.0864497, -81.5218701 41.086273, -81.5219032 41.0861774, -81.5219309 41.0860915)",
21391144,True,,SR 261,North Broadway Street,primary,25 mph,False,40.276999999999994,,"LINESTRING (-81.5136518 41.0863229, -81.5136371 41.0863579, -81.5135272 41.0866184, -81.5135062 41.0866681)",
827612650,False,,,,unclassified,,True,48.836,,"LINESTRING (-81.5136518 41.0863229, -81.5135557 41.0862989, -81.5135454 41.0862963, -81.5130963 41.0861903)",
827612650,False,,,,unclassified,,False,48.836,,"LINESTRING (-81.5130963 41.0861903, -81.5135454 41.0862963, -81.5135557 41.0862989, -81.5136518 41.0863229)",
653232440,True,,,,secondary,,False,4.103,,"LINESTRING (-81.5178805 41.0824718, -81.5178316 41.0824735)",roundabout
191417768,True,,,East Mill Street,tertiary,,False,38.15,,"LINESTRING (-81.5178316 41.0824735, -81.5177516 41.0824544, -81.517649 41.0824282, -81.5174828 41.082394, -81.5173923 41.0823978)",
653232440,True,,,,secondary,,False,15.697000000000001,,"LINESTRING (-81.5178316 41.0824735, -81.5177877 41.0824858, -81.5177508 41.0825076, -81.5177243 41.0825367, -81.5177107 41.0825704)",roundabout
653232440,True,,,,secondary,,False,12.514,,"LINESTRING (-81.5177389 41.0826553, -81.5177744 41.0826816, -81.5178192 41.0826979, -81.5178686 41.0827026)",roundabout
1005986745,True,2,,South Main Street,secondary,25 mph,False,85.32499999999999,,"LINESTRING (-81.5177389 41.0826553, -81.517691 41.0828061, -81.5176625 41.0828772, -81.5176427 41.0829391, -81.5176294 41.0830223, -81.5176019 41.0831148, -81.5175607 41.0832151, -81.5175203 41.0834034)",
653232440,True,,,,secondary,,False,11.623,,"LINESTRING (-81.5179938 41.0825264, -81.517964 41.0824997, -81.5179251 41.082481, -81.5178805 41.0824718)",roundabout
1046202059,True,2,,South Main Street,secondary,25 mph,False,54.555,,"LINESTRING (-81.5179938 41.0825264, -81.5180579 41.0824208, -81.5181436 41.0822591, -81.5182155 41.0820662)",
653232440,True,,,,secondary,,False,6.99,,"LINESTRING (-81.5180164 41.0825863, -81.5180106 41.0825552, -81.5179938 41.0825264)",roundabout
"[1050664594, 1050664595, 21439221]",True,,,West Mill Street,tertiary,,False,109.134,,"LINESTRING (-81.5179235 41.0826932, -81.518112 41.0827807, -81.5183762 41.0828642, -81.5189641 41.0830089, -81.5190095 41.0830193, -81.51904 41.0830264, -81.5191314 41.0830495)",
653232440,True,,,,secondary,,False,15.0,,"LINESTRING (-81.5179235 41.0826932, -81.5179616 41.0826755, -81.5179913 41.0826503, -81.5180101 41.0826197, -81.5180164 41.0825863)",roundabout
653232440,True,,,,secondary,,False,9.952,,"LINESTRING (-81.5177107 41.0825704, -81.5177102 41.0826003, -81.5177198 41.0826292, -81.5177389 41.0826553)",roundabout
79874352,True,,SR 162,Rand Avenue,primary,35 mph,False,100.34400000000001,,"LINESTRING (-81.5206188 41.0854861, -81.5211557 41.0847983, -81.5212095 41.0847021)",
866129684,False,,SR 162,Glendale Avenue,tertiary,,True,57.82,,"LINESTRING (-81.5206188 41.0854861, -81.5206671 41.0854946, -81.5207191 41.0855038, -81.5209756 41.0856083, -81.5211203 41.0856526, -81.5212551 41.0856785)",
878254327,False,,SR 162,Rand Avenue,primary,35 mph,True,98.646,,"LINESTRING (-81.5206188 41.0854861, -81.5205635 41.085551, -81.5205124 41.0856207, -81.5204179 41.0857649, -81.5202784 41.0860185, -81.5202097 41.0861523, -81.5201778 41.0861861, -81.5200932 41.0862758)",
240566056,False,2,,South Main Street,secondary,25 mph,False,199.81199999999998,,"LINESTRING (-81.5175203 41.0834034, -81.517312 41.0839099, -81.5169089 41.084899, -81.5168686 41.0849979, -81.5168127 41.0851193)",
1005986744,True,2,,South Main Street,secondary,25 mph,False,84.05799999999999,,"LINESTRING (-81.5175203 41.0834034, -81.5176609 41.0832364, -81.5176997 41.0831402, -81.5177325 41.0830348, -81.5177418 41.0829774, -81.517777 41.0828763, -81.5177975 41.0828306, -81.5178686 41.0827026)",
"[1056870766, 1056870767]",True,,,West Mill Street,tertiary,,False,74.52099999999999,yes,"LINESTRING (-81.5198598 41.085139, -81.5200191 41.0852299, -81.5203649 41.0853757, -81.5206188 41.0854861)",
"[21387432, 79874345, 1204983911]",True,,,,primary_link,,False,132.402,yes,"LINESTRING (-81.5198598 41.085139, -81.5199822 41.085165, -81.5201288 41.085184, -81.5202534 41.0851867, -81.520384 41.085171, -81.520504 41.08514, -81.520669 41.085076, -81.520795 41.085004, -81.5212095 41.0847021)",
