osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,width,tunnel,bridge,access,service
"[455483188, 3258541]",True,2,A329,"[""Queen's Road"", 'Inner Distribution Road']",primary,30 mph,False,109.30900000000001,"LINESTRING (-0.9684663 51.4533426, -0.9683448 51.4533851, -0.9682462 51.4534167, -0.9680578 51.4534772, -0.9678549 51.4535336, -0.9676909 51.453577, -0.9674926 51.4536113, -0.9673161 51.4536302, -0.9672218 51.453636, -0.9671216 51.4536385, -0.9669868 51.4536331)",,,,,,
"[469144682, 242479692, 34582934]",True,,,"['Market Place', 'High Street', 'The Forbury']",tertiary,20 mph,False,172.782,"LINESTRING (-0.969028 51.4562948, -0.9692417 51.456272, -0.9693723 51.4562601, -0.969438 51.4562428, -0.969459 51.4562226, -0.9694696 51.4561974, -0.9694707 51.4561788, -0.96947 51.4561139, -0.9694153 51.4558652, -0.9693748 51.4556707, -0.9693492 51.4555724, -0.9692823 51.4553851, -0.9692335 51.4552744, -0.9691411 51.4550984, -0.9691154 51.4550505, -0.9690823 51.4549843)",,,,,,
"[36147328, 2986572]",True,2,,"['Blagrave Street', 'Friar Street']",tertiary,20 mph,False,202.80199999999996,"LINESTRING (-0.9702586 51.4572512, -0.9701507 51.4568256, -0.9701451 51.4567574, -0.9701513 51.4567189, -0.9701711 51.4566868, -0.9701918 51.4566644, -0.9702232 51.4566447, -0.9702516 51.4566274, -0.9702736 51.456616, -0.9703246 51.4566009, -0.9703997 51.4565892, -0.9704764 51.4565886, -0.9705659 51.4566009, -0.9707611 51.456631, -0.9710682 51.4566782, -0.9712635 51.4567074, -0.9714126 51.4567251, -0.9715378 51.4567332, -0.9717564 51.4567418, -0.9719048 51.4567459, -0.9720933 51.4567485)",,,,,,
34582885,True,,,Valpy Street,tertiary,20 mph,False,106.52900000000001,"LINESTRING (-0.9702586 51.4572512, -0.9693 51.4573409, -0.9688196 51.4573855, -0.9687392 51.457397)",,,,,,
3508434,True,,,Tudor Road,tertiary,30 mph,False,23.506,"LINESTRING (-0.9765571 51.4590108, -0.9766293 51.4590115, -0.9767046 51.4589907, -0.9768401 51.4589125)",,,,,,
138332043,False,2,,Tudor Road,tertiary,20 mph,False,86.174,"LINESTRING (-0.9765571 51.4590108, -0.9763008 51.4589502, -0.976268 51.4589407, -0.9761224 51.4589039, -0.9756537 51.4587984, -0.9753829 51.4587592)",,,,,,
"[975562509, 129901549]",True,2,A329,"['Caversham Road', 'Inner Distribution Road']",primary,30 mph,False,57.397999999999996,"LINESTRING (-0.9768401 51.4589125, -0.9770281 51.4586584, -0.9770394 51.4586368, -0.977115 51.4585006, -0.977158 51.4584364)",,,,,,
3109896,True,,,Tudor Road,tertiary,30 mph,False,24.255,"LINESTRING (-0.9766479 51.4592114, -0.9766547 51.4591571, -0.9766348 51.4590917, -0.9766158 51.4590494, -0.9765571 51.4590108)",,,,,,
1106842987,True,2,A329,Inner Distribution Road,primary,30 mph,False,35.823,"LINESTRING (-0.9766479 51.4592114, -0.9766899 51.4591572, -0.9768401 51.4589125)",,,,,,
32568663,False,2,,Greyfriars Road,tertiary,20 mph,True,28.822,"LINESTRING (-0.9756019 51.4581392, -0.9756856 51.4578853)",,,,,,
36147329,False,2,,Greyfriars Road,tertiary,20 mph,False,70.595,"LINESTRING (-0.9756019 51.4581392, -0.9754265 51.4586479, -0.9753829 51.4587592)",,,,,,
41804907,False,,,Stanshawe Road,residential,20 mph,True,85.68199999999999,"LINESTRING (-0.9756019 51.4581392, -0.9761327 51.4582628, -0.9767578 51.4584131)",,,,,,
3185772,False,,,Vachel Road,residential,20 mph,False,104.03,"LINESTRING (-0.9772284 51.4578207, -0.9765251 51.4576507, -0.9758872 51.4575057, -0.9758211 51.4574955)",,,,,,
676100056,False,2,,Greyfriars Road,tertiary,20 mph,False,44.349,"LINESTRING (-0.9758211 51.4574955, -0.9756856 51.4578853)",,,,,,
3185772,False,,,Vachel Road,residential,20 mph,True,104.03,"LINESTRING (-0.9758211 51.4574955, -0.9758872 51.4575057, -0.9765251 51.4576507, -0.9772284 51.4578207)",,,,,,
33327030,False,,,Greyfriars Road,tertiary,20 mph,True,49.882999999999996,"LINESTRING (-0.9758211 51.4574955, -0.9758278 51.4574078, -0.9758134 51.4572765, -0.9757791 51.4570483)",,,,,,
3185773,False,,,Sackville Street,residential,20 mph,True,103.308,"LINESTRING (-0.9757791 51.4570483, -0.9761989 51.4570194, -0.9770036 51.4572722, -0.9770991 51.4572753, -0.9771569 51.4572487)",,,,,,
33327030,False,,,Greyfriars Road,tertiary,20 mph,False,49.883,"LINESTRING (-0.9757791 51.4570483, -0.9758134 51.4572765, -0.9758278 51.4574078, -0.9758211 51.4574955)",,,,,,
3185773,False,,,Sackville Street,residential,20 mph,False,103.308,"LINESTRING (-0.9771569 51.4572487, -0.9770991 51.4572753, -0.9770036 51.4572722, -0.9761989 51.4570194, -0.9757791 51.4570483)",,,,,,
439788280,True,2,A329,Queen's Road,primary,30 mph,False,58.436,"LINESTRING (-0.9675888 51.4534851, -0.9677627 51.4534523, -0.9679432 51.4534133, -0.9680339 51.4533876, -0.9680907 51.4533699, -0.9681979 51.4533364, -0.9683532 51.4532709)",,,,,,
439789746,True,1,A329,Queen's Road,primary_link,30 mph,False,64.846,"LINESTRING (-0.9675888 51.4534851, -0.9680789 51.453261, -0.9681723 51.4532192, -0.9683549 51.4531509)",,,,,,
232045627,True,2,,Castle Hill Roundabout,primary,30 mph,False,13.052,"LINESTRING (-0.9770837 51.4523384, -0.9771091 51.4522795, -0.97715 51.4522292)",circular,,,,,
3220582,False,,,Simmonds Street,residential,30 mph,False,85.69800000000001,"LINESTRING (-0.97345 51.4521792, -0.973642 51.4523599, -0.9736656 51.4523821, -0.9740983 51.4528353)",,,,,permissive,
"[225177901, 611889038]",False,1,,Fobney Street,residential,30 mph,False,82.43100000000001,"LINESTRING (-0.97345 51.4521792, -0.9731131 51.4523549, -0.9726968 51.4525808, -0.9726374 51.4526109, -0.9725314 51.4526482)",,,,,,
3220586,False,,,Swan Place,residential,30 mph,False,46.061,"LINESTRING (-0.9744047 51.4520906, -0.9749358 51.4523397)",,,,,permissive,
3220582,False,,,Simmonds Street,residential,30 mph,False,38.903000000000006,"LINESTRING (-0.9740983 51.4528353, -0.9742985 51.453045, -0.9743853 51.453136)",,,,,permissive,
3220582,False,,,Simmonds Street,residential,30 mph,True,85.69800000000001,"LINESTRING (-0.9740983 51.4528353, -0.9736656 51.4523821, -0.973642 51.4523599, -0.97345 51.4521792)",,,,,permissive,
3220585,False,,,Maltings Place,residential,30 mph,True,80.85900000000001,"LINESTRING (-0.9740983 51.4528353, -0.9745683 51.4526288, -0.9749358 51.4523397)",,,,,permissive,
3220582,False,,,Simmonds Street,residential,30 mph,True,38.903000000000006,"LINESTRING (-0.9743853 51.453136, -0.9742985 51.453045, -0.9740983 51.4528353)",,,,,permissive,
3220586,False,,,Swan Place,residential,30 mph,False,12.414,"LINESTRING (-0.9749358 51.4523397, -0.9750818 51.4524044)",,,,,permissive,
3220586,False,,,Swan Place,residential,30 mph,True,46.061,"LINESTRING (-0.9749358 51.4523397, -0.9744047 51.4520906)",,,,,permissive,
3220585,False,,,Maltings Place,residential,30 mph,False,80.85900000000001,"LINESTRING (-0.9749358 51.4523397, -0.9745683 51.4526288, -0.9740983 51.4528353)",,,,,permissive,
3220586,False,,,Swan Place,residential,30 mph,True,12.414,"LINESTRING (-0.9750818 51.4524044, -0.9749358 51.4523397)",,,,,permissive,
"[36838856, 3220586, 36838855]",False,,,Swan Place,residential,30 mph,False,34.525,"LINESTRING (-0.9750818 51.4524044, -0.9751343 51.4524411, -0.9751966 51.4524934, -0.9753169 51.4526107, -0.9754081 51.4526148)",,,,yes,permissive,
"[36838856, 3220586, 36838855]",False,,,Swan Place,residential,30 mph,True,34.525,"LINESTRING (-0.9754081 51.4526148, -0.9753169 51.4526107, -0.9751966 51.4524934, -0.9751343 51.4524411, -0.9750818 51.4524044)",,,,yes,permissive,
239578441,True,2,,,primary,30 mph,False,10.703,"LINESTRING (-0.9629001 51.4568953, -0.9629672 51.4568086)",roundabout,,,,,
"[242213195, 231113521, 41710610, 2986483, 41710609]",True,"['2', '3']",A329,Vastern Road,primary,30 mph,False,165.18599999999998,"LINESTRING (-0.9686903 51.4579717, -0.9686872 51.4580801, -0.9686548 51.4582126, -0.9686494 51.4582345, -0.9686436 51.4582701, -0.9686321 51.4584185, -0.9686326 51.4585504, -0.9685489 51.4591103, -0.9685451 51.4591492, -0.9685575 51.4592055, -0.9685979 51.4592685, -0.9687708 51.4594111)",,,,,,
231113522,True,2,,,primary,30 mph,False,30.594,"LINESTRING (-0.9686903 51.4579717, -0.9686282 51.4580109, -0.9685503 51.4580367, -0.9684635 51.4580469, -0.9683758 51.4580406, -0.9682951 51.4580182)",roundabout,,,,,
231113524,True,2,,,primary,30 mph,False,10.129000000000001,"LINESTRING (-0.9682951 51.4580182, -0.9682657 51.4580047, -0.9682391 51.457989, -0.9682159 51.4579714, -0.9681964 51.4579522)",roundabout,,,,,
"[2972988, 242213190]",True,2,A329,Forbury Road,primary,30 mph,False,360.38100000000003,"LINESTRING (-0.9681964 51.4579522, -0.9680412 51.4578843, -0.9678251 51.4578061, -0.967775 51.4577886, -0.9677031 51.4577647, -0.9675707 51.4577276, -0.9675455 51.4577231, -0.9673712 51.4576917, -0.9673004 51.457679, -0.9671137 51.4576525, -0.9662655 51.4575321, -0.9661324 51.4575157, -0.9660916 51.4575107, -0.9654032 51.4574259, -0.9653567 51.4574209, -0.9652464 51.4574072, -0.9647423 51.4573418, -0.9645438 51.4573146, -0.9641282 51.4572459, -0.9637178 51.4571774, -0.9635381 51.4571323, -0.9632288 51.4570612)",,,,,,
231113523,True,2,,,primary,30 mph,False,24.857,"LINESTRING (-0.9681964 51.4579522, -0.9681759 51.4579229, -0.9681638 51.4578919, -0.9681606 51.45786, -0.9681664 51.4578283, -0.968181 51.4577977, -0.9682039 51.4577691, -0.9682345 51.4577435)",roundabout,,,,,
3247682,False,,,Hosier Street,residential,20 mph,False,76.547,"LINESTRING (-0.9755082 51.4542201, -0.9745707 51.4543087, -0.9744326 51.4543546)",,,,,,
3292459,False,2,,Cheapside,tertiary,30 mph,False,136.428,"LINESTRING (-0.9770848 51.4552833, -0.9771454 51.4562448, -0.9771904 51.456508)",,,,,,
22790117,True,2,,Castle Hill Roundabout,primary,30 mph,False,29.017,"LINESTRING (-0.9772703 51.4525605, -0.9771845 51.4525134, -0.9771281 51.4524639, -0.9771125 51.4524328, -0.9770969 51.4524016, -0.9770837 51.4523384)",circular,,,,,
37336315,True,,,Castle Street,tertiary,30 mph,False,35.283,"LINESTRING (-0.9772703 51.4525605, -0.9770783 51.4525352, -0.977044 51.4525307, -0.9767664 51.4525387)",,,,,,
37336316,True,2,,Castle Street,tertiary,30 mph,False,31.602,"LINESTRING (-0.9767664 51.4525387, -0.9769189 51.4524631, -0.976971 51.4524373, -0.9770837 51.4523384)",,,,,,
401289655,False,2,,Castle Street,tertiary,30 mph,True,155.48099999999997,"LINESTRING (-0.9767664 51.4525387, -0.9767473 51.452545, -0.9766204 51.4525868, -0.9764894 51.45263, -0.9759713 51.4528026, -0.9757925 51.4529027, -0.9757579 51.4529181, -0.975379 51.4531781, -0.9751126 51.4533532, -0.9750532 51.4534104)",,,,,,
"[441772665, 564812226, 2986303]",True,,,"['West Street', 'Friar Street']",tertiary,20 mph,False,145.791,"LINESTRING (-0.9752999 51.4554461, -0.9753952 51.4555597, -0.9754603 51.4556373, -0.9756256 51.4558342, -0.9757928 51.4560694, -0.9760702 51.4564399, -0.9760906 51.4564807, -0.9761127 51.4565384, -0.9762784 51.4565576)",,,,,,
"[564812229, 685962830]",False,,,Oxford Road,tertiary,20 mph,True,112.781,"LINESTRING (-0.9752999 51.4554461, -0.9754383 51.4554251, -0.9755322 51.4554168, -0.9769087 51.4552945)",,,,,,
231700779,True,2,,,primary,30 mph,False,30.549,"LINESTRING (-0.969042 51.4596916, -0.968997 51.4597673, -0.9689483 51.4598092, -0.9688623 51.4598539, -0.9687553 51.4598824)",roundabout,,,,,
"[872018068, 308299891, 33678220]",False,"['2', '3']",,Bridge Street,tertiary,30 mph,False,54.435,"LINESTRING (-0.9725314 51.4526482, -0.9722863 51.4523973, -0.9721741 51.4522842, -0.9721262 51.4522289)",,,,yes,,
"[109435560, 308299891]",False,2,,Bridge Street,tertiary,"['20 mph', '30 mph']",True,95.881,"LINESTRING (-0.9725314 51.4526482, -0.9726217 51.45274, -0.9731021 51.453242, -0.9732422 51.453388)",,,,,,
"[225177901, 611889038]",False,1,,Fobney Street,residential,30 mph,True,82.431,"LINESTRING (-0.9725314 51.4526482, -0.9726374 51.4526109, -0.9726968 51.4525808, -0.9731131 51.4523549, -0.97345 51.4521792)",,,,,,
3247681,False,,,,residential,,True,69.516,"LINESTRING (-0.97566 51.4538563, -0.9755594 51.4538557, -0.9754839 51.4538398, -0.9754202 51.4538114, -0.9753571 51.453757, -0.9753298 51.4537222, -0.9751246 51.4534613, -0.9750532 51.4534104)",,,,,,
242213205,False,,,Blagrave Street,tertiary,20 mph,False,14.668,"LINESTRING (-0.970829 51.4579428, -0.970776 51.4579474, -0.9707277 51.4579461, -0.9706815 51.4579382, -0.9706553 51.4579307, -0.9706285 51.4579186)",,,,,,
235308724,True,2,B3345,George Street,secondary,30 mph,False,35.608999999999995,"LINESTRING (-0.9683883 51.4601254, -0.9684147 51.4599727, -0.9684169 51.4599246, -0.9683654 51.4598105)",,,,,,
844131521,True,2,,Stanshawe Road,unclassified,30 mph,False,10.415,"LINESTRING (-0.97726 51.4585052, -0.977158 51.4584364)",,,,,,
"[1106842988, 676104156]",True,2,A329,Caversham Road,primary,30 mph,False,99.458,"LINESTRING (-0.97726 51.4585052, -0.9772099 51.4585843, -0.977019 51.4588614, -0.9767328 51.4592559, -0.9766424 51.4593053)",,,,,,
41804907,False,,,Stanshawe Road,residential,20 mph,False,85.68199999999999,"LINESTRING (-0.9767578 51.4584131, -0.9761327 51.4582628, -0.9756019 51.4581392)",,,,,,
"[109435560, 308299891]",False,2,,Bridge Street,tertiary,"['20 mph', '30 mph']",False,95.881,"LINESTRING (-0.9732422 51.453388, -0.9731021 51.453242, -0.9726217 51.45274, -0.9725314 51.4526482)",,,,,,
231113519,True,2,,,primary,30 mph,False,5.38,"LINESTRING (-0.9687271 51.4579291, -0.9686903 51.4579717)",roundabout,,,,,
148895724,False,,,Blakes Cottages,residential,,True,8.971,"LINESTRING (-0.9633411 51.4554231, -0.9633666 51.4555022)",,,,,yes,
148895724,False,,,Blakes Cottages,residential,,False,8.971,"LINESTRING (-0.9633666 51.4555022, -0.9633411 51.4554231)",,,,,yes,
148895725,False,,,Blakes Cottages,residential,,False,12.682,"LINESTRING (-0.9633666 51.4555022, -0.9631871 51.4555245)",,,,,yes,
148895725,False,,,Blakes Cottages,residential,,True,68.586,"LINESTRING (-0.9633666 51.4555022, -0.9643403 51.4553912)",,,,,yes,
148895725,False,,,Blakes Cottages,residential,,False,68.586,"LINESTRING (-0.9643403 51.4553912, -0.9633666 51.4555022)",,,,,yes,
148895725,False,,,Blakes Cottages,residential,,True,10.739,"LINESTRING (-0.9643403 51.4553912, -0.9644921 51.4553717)",,,,,yes,
131574731,False,,,Duncan Place,residential,30 mph,True,62.38099999999999,"LINESTRING (-0.9643403 51.4553912, -0.9642879 51.4551796, -0.9642161 51.4548901, -0.9642036 51.4548367)",,,,,,
"[3258537, 713003814, 242482239]",True,2,A329,Forbury Road,primary,30 mph,False,350.39300000000003,"LINESTRING (-0.9633772 51.4569297, -0.9635274 51.4569952, -0.9637258 51.4570704, -0.9638808 51.4571078, -0.9640884 51.4571453, -0.9646021 51.4572071, -0.964703 51.4572207, -0.9655499 51.4573345, -0.9659693 51.457381, -0.9660198 51.4573891, -0.9663409 51.4574324, -0.9673403 51.4575774, -0.9676767 51.4576371, -0.967717 51.4576441, -0.9679344 51.4576922, -0.9681313 51.4577223, -0.9682345 51.4577435)",,,,,,
455575906,True,2,,,primary,30 mph,False,18.908,"LINESTRING (-0.9633772 51.4569297, -0.9633665 51.4569686, -0.9633366 51.4570076, -0.9632965 51.4570362, -0.9632425 51.4570587, -0.9632288 51.4570612)",roundabout,,,,,
231113520,True,1,,Forbury Road,tertiary,30 mph,False,24.252000000000002,"LINESTRING (-0.9690747 51.4579059, -0.9689475 51.4579091, -0.9688259 51.45792, -0.9687271 51.4579291)",,,,,,
"[239578442, 3508415]",True,2,,,primary,30 mph,False,25.726000000000003,"LINESTRING (-0.9629672 51.4568086, -0.9630542 51.4567829, -0.963155 51.4567743, -0.9632397 51.4567883, -0.9633093 51.4568194)",roundabout,,,,,
245098878,True,,,St Mary's Butts,tertiary,20 mph,False,67.723,"LINESTRING (-0.9739296 51.4538324, -0.9739578 51.4538617, -0.9744326 51.4543546)",,,,,,
289275790,False,2,,Castle Street,tertiary,20 mph,False,23.54,"LINESTRING (-0.9736708 51.4538206, -0.9739731 51.453724)",,,,,,
"[29609876, 308299886]",True,2,,Bridge Street,tertiary,20 mph,False,56.53399999999999,"LINESTRING (-0.9736708 51.4538206, -0.9735952 51.453746, -0.9735065 51.4536585, -0.9733447 51.4534929, -0.9732422 51.453388)",,,,,,
"[1029376978, 215650787, 1029376979]",False,"['2', '4']",A329,Caversham Road,primary,30 mph,False,141.935,"LINESTRING (-0.975782 51.460463, -0.9758858 51.4603137, -0.9759882 51.4601627, -0.9761149 51.4599757, -0.9761564 51.4599144, -0.9761646 51.4599024, -0.9765735 51.4593969, -0.9766184 51.4593342, -0.9766424 51.4593053)",,,,,,
8126678,False,,,The Forbury,residential,20 mph,True,38.158,"LINESTRING (-0.9686444 51.4563225, -0.9680972 51.4563613)",,,,,,
139350236,True,,,The Forbury,residential,20 mph,False,26.757,"LINESTRING (-0.9686444 51.4563225, -0.9689361 51.4563014, -0.969028 51.4562948)",,,,,,
148895725,False,,,Blakes Cottages,residential,,False,10.739,"LINESTRING (-0.9644921 51.4553717, -0.9643403 51.4553912)",,,,,yes,
148895725,False,,,Blakes Cottages,residential,,True,12.682,"LINESTRING (-0.9631871 51.4555245, -0.9633666 51.4555022)",,,,,yes,
"[455483187, 3258541]",True,2,A329,"['Queens Road', ""Queen's Road""]",primary,30 mph,False,190.38500000000002,"LINESTRING (-0.9669868 51.4536331, -0.9668938 51.4536283, -0.9668099 51.4536194, -0.9667223 51.4536071, -0.9666276 51.4535877, -0.9665311 51.453564, -0.9662809 51.4535004, -0.9661436 51.4534669, -0.9660742 51.45345, -0.9660334 51.4534396, -0.9659142 51.453411, -0.9657728 51.4533824, -0.9656756 51.4533599, -0.9655931 51.4533486, -0.9655135 51.4533393, -0.965341 51.453331, -0.9651972 51.4533308, -0.9650081 51.4533336, -0.9648528 51.4533404, -0.9646609 51.4533565, -0.9646004 51.4533615, -0.9643285 51.4533972)",,,,,,
41712463,True,,B3345,George Street,secondary,30 mph,False,32.258,"LINESTRING (-0.9686525 51.459887, -0.9686178 51.4599141, -0.968551 51.4599664, -0.9685082 51.460011, -0.9683883 51.4601254)",,,,,,
231700780,True,2,,,primary,30 mph,False,22.307000000000002,"LINESTRING (-0.9686525 51.459887, -0.968612 51.4598889, -0.9684779 51.4598638, -0.9683654 51.4598105)",roundabout,,,,,
168388306,False,,,Sidmouth Street,residential,30 mph,True,78.95400000000001,"LINESTRING (-0.9646515 51.4540773, -0.964513 51.4537619, -0.9644878 51.4536901, -0.9644408 51.4535857, -0.964369 51.4534716, -0.9643285 51.4533972)",,,,,,
379997991,False,,,Sidmouth Street,residential,30 mph,False,6.223,"LINESTRING (-0.9646515 51.4540773, -0.9646576 51.4540998, -0.9646681 51.4541323)",,,,,,
379997991,False,,,Sidmouth Street,residential,30 mph,True,6.223,"LINESTRING (-0.9646681 51.4541323, -0.9646576 51.4540998, -0.9646515 51.4540773)",,,,,,
"[250157337, 242200346]",True,"['2', '3']",A329,Vastern Road,primary,30 mph,False,144.46,"LINESTRING (-0.9705059 51.4605657, -0.969802 51.4602989, -0.9696815 51.4602426, -0.9694135 51.4601087, -0.96935 51.4600739, -0.9690108 51.4599258, -0.9688824 51.4598901, -0.9687553 51.4598824)",,,,,,
43977687,True,2,,Forbury Road,tertiary,20 mph,False,12.825,"LINESTRING (-0.9692598 51.4579069, -0.9690747 51.4579059)",,,,,,
"[675864564, 32943029]",False,2,,Forbury Road,tertiary,20 mph,True,95.842,"LINESTRING (-0.9692598 51.4579069, -0.9693106 51.4579093, -0.9695249 51.4579185, -0.9701852 51.4579393, -0.9704964 51.4579491, -0.9705487 51.4579461, -0.9705849 51.4579386, -0.9706285 51.4579186)",,,,,,
289275790,False,2,,Castle Street,tertiary,20 mph,True,23.54,"LINESTRING (-0.9739731 51.453724, -0.9736708 51.4538206)",,,,,,
244583820,True,,,St Mary's Butts,tertiary,20 mph,False,12.611,"LINESTRING (-0.9739731 51.453724, -0.9739452 51.4537626, -0.9739303 51.4537956, -0.9739296 51.4538324)",,,,,,
564805904,False,2,,Castle Street,tertiary,20 mph,False,82.588,"LINESTRING (-0.9739731 51.453724, -0.9740307 51.453708, -0.9740921 51.453691, -0.9746576 51.4535342, -0.9750532 51.4534104)",,,,,,
289275791,True,,,St Mary's Butts,tertiary,20 mph,False,5.181,"LINESTRING (-0.9737069 51.4538614, -0.9736708 51.4538206)",,,,,,
"[289275794, 245098879]",True,,,St Mary's Butts,tertiary,20 mph,False,16.427,"LINESTRING (-0.9737069 51.4538614, -0.9737821 51.4538345, -0.9738278 51.4538257, -0.9738776 51.4538271, -0.9739296 51.4538324)",,,,,,
3127686,False,,,Crane Wharf,residential,30 mph,False,11.004,"LINESTRING (-0.9667699 51.4543975, -0.9666111 51.4543962)",,,,,,
3247682,False,,,Hosier Street,residential,20 mph,False,9.775,"LINESTRING (-0.9744326 51.4543546, -0.9743142 51.4544024)",,,,,,
3247682,False,,,Hosier Street,residential,20 mph,True,76.547,"LINESTRING (-0.9744326 51.4543546, -0.9745707 51.4543087, -0.9755082 51.4542201)",,,,,,
240577703,True,,,St Mary's Butts,tertiary,20 mph,False,40.364000000000004,"LINESTRING (-0.9744326 51.4543546, -0.9744598 51.4544001, -0.9746358 51.4546948)",,,,,,
374696062,True,,,Station Hill,unclassified,20 mph,False,116.14300000000001,"LINESTRING (-0.9744963 51.4588051, -0.9743374 51.4587741, -0.973956 51.4587327, -0.9737889 51.4587348, -0.9737569 51.4587333, -0.9737282 51.4587243, -0.9737072 51.4587092, -0.9736971 51.4586902, -0.9736994 51.4586702, -0.9737139 51.4586523, -0.9737382 51.4586392, -0.9737482 51.4586371, -0.9737687 51.4586329, -0.9737891 51.4586339, -0.9738008 51.4586344, -0.9738281 51.4586442, -0.9738914 51.4586679, -0.9739463 51.4586742, -0.974294 51.4587138, -0.9744443 51.4587264)",,,,,,
376078119,True,,,Station Hill,unclassified,20 mph,False,10.11,"LINESTRING (-0.9744963 51.4588051, -0.9744653 51.4587878, -0.9744457 51.4587648, -0.9744399 51.4587391, -0.9744443 51.4587264)",roundabout,,,,,
374696059,True,,,Station Hill,unclassified,20 mph,False,14.445999999999998,"LINESTRING (-0.9746234 51.4586783, -0.9746544 51.4586957, -0.974674 51.4587186, -0.9746798 51.4587444, -0.9746711 51.4587697, -0.974649 51.4587918)",roundabout,,,,,
374696061,True,1,,Station Hill,unclassified,20 mph,False,40.253,"LINESTRING (-0.9746234 51.4586783, -0.9747593 51.4586692, -0.9748629 51.4586757, -0.9750127 51.4586876, -0.9751876 51.4587325)",,,,,,
376078119,True,,,Station Hill,unclassified,20 mph,False,15.874000000000002,"LINESTRING (-0.9744443 51.4587264, -0.9744486 51.4587137, -0.9744707 51.4586917, -0.9745035 51.4586757, -0.9745432 51.4586677, -0.9745848 51.4586686, -0.9746234 51.4586783)",roundabout,,,,,
376078119,True,,,Station Hill,unclassified,20 mph,False,11.549,"LINESTRING (-0.974649 51.4587918, -0.9746162 51.4588078, -0.9745766 51.4588158, -0.9745349 51.4588149, -0.9744963 51.4588051)",roundabout,,,,,
376078120,False,2,,Station Hill,unclassified,20 mph,True,13.853,"LINESTRING (-0.9751876 51.4587325, -0.9753829 51.4587592)",,,,,,
675864048,True,1,,Station Hill,unclassified,20 mph,False,38.223,"LINESTRING (-0.9751876 51.4587325, -0.9750115 51.4587329, -0.9748616 51.4587493, -0.9747608 51.458767, -0.974649 51.4587918)",,,,,,
22790113,True,1,,Oxford Road,tertiary,20 mph,False,12.265,"LINESTRING (-0.9769087 51.4552945, -0.9770848 51.4552833)",,,,,,
"[564812229, 685962830]",False,,,Oxford Road,tertiary,20 mph,False,112.781,"LINESTRING (-0.9769087 51.4552945, -0.9755322 51.4554168, -0.9754383 51.4554251, -0.9752999 51.4554461)",,,,,,
44486027,True,,A327,London Street,primary,30 mph,False,24.218999999999998,"LINESTRING (-0.9683549 51.4531509, -0.9683532 51.4531132, -0.9683784 51.4529338)",,,,,,
"[150370289, 602206405, 455806735]",False,"['2', '3']",,King's Road,tertiary,30 mph,True,87.026,"LINESTRING (-0.9629621 51.4549537, -0.9630712 51.4549406, -0.9635662 51.4548875, -0.9642036 51.4548367)",,,,,,
239578441,True,2,,,primary,30 mph,False,24.92,"LINESTRING (-0.9630737 51.4570691, -0.9630284 51.457058, -0.9629666 51.4570303, -0.9629231 51.4569935, -0.9629 51.4569522, -0.9629001 51.4568953)",roundabout,,,,,
3508338,True,2,,,primary,30 mph,False,2.805,"LINESTRING (-0.968353 51.4594934, -0.9683766 51.4594729)",roundabout,,,,,
3045493,True,2,A327,Mill Lane,primary,30 mph,False,85.09899999999999,"LINESTRING (-0.9714043 51.451955, -0.9712746 51.4519088, -0.9711967 51.4518846, -0.9711235 51.4518603, -0.9710395 51.4518492, -0.9709579 51.4518611, -0.9706496 51.4520088, -0.970372 51.4521418)",,,,,,
455575905,True,2,,,primary,30 mph,False,10.975,"LINESTRING (-0.9632288 51.4570612, -0.9631621 51.4570732, -0.9631187 51.4570736, -0.9630737 51.4570691)",roundabout,,,,,
8126624,True,1,,Forbury Road,tertiary,30 mph,False,26.316,"LINESTRING (-0.9687226 51.4577933, -0.968872 51.4578331, -0.9689959 51.457854, -0.9690808 51.4578706)",,,,,,
231113518,True,2,,,primary,30 mph,False,15.435,"LINESTRING (-0.9687226 51.4577933, -0.9687428 51.4578378, -0.9687443 51.4578841, -0.9687271 51.4579291)",roundabout,,,,,
1214318405,True,1,,The Forbury,unclassified,20 mph,False,3.948,"LINESTRING (-0.9690808 51.4578706, -0.9690747 51.4579059)",,,,,,
675865227,True,1,,Forbury Road,tertiary,20 mph,False,13.093,"LINESTRING (-0.9690808 51.4578706, -0.9691984 51.4578892, -0.9692598 51.4579069)",,,,,,
3508337,True,2,,,primary,30 mph,False,40.71,"LINESTRING (-0.9682345 51.4577435, -0.9682898 51.4577134, -0.9683554 51.4576928, -0.9684271 51.457683, -0.9685005 51.4576847, -0.9685709 51.4576977, -0.968634 51.4577212, -0.9686856 51.4577537, -0.9687226 51.4577933)",roundabout,,,,,
675873761,False,2,,London Street,tertiary,20 mph,True,6.796,"LINESTRING (-0.968438 51.4536452, -0.968454 51.4537055)",,,,,,
3127714,True,,,Queen's Road,tertiary_link,20 mph,False,104.03399999999999,"LINESTRING (-0.968438 51.4536452, -0.9683172 51.4536474, -0.9682619 51.4536517, -0.968119 51.453663, -0.9679755 51.4536787, -0.9679116 51.4536857, -0.9676309 51.4537135, -0.9674955 51.4537231, -0.9674464 51.4537238, -0.9673768 51.4537248, -0.9672721 51.4537179, -0.9671898 51.4537133, -0.9671236 51.453698, -0.9670691 51.4536772, -0.9669868 51.4536331)",,,,,,
