osmid,oneway,lanes,ref,highway,maxspeed,junction,reversed,length,geometry,name,bridge,tunnel,access,width
4421549,False,,,unclassified,20 mph,,True,50.55200000000001,"LINESTRING (1.0761895 51.2805523, 1.0759942 51.2806131, 1.0759502 51.280624, 1.0758997 51.2806366, 1.0757378 51.2806892, 1.0755933 51.2807448, 1.0755493 51.2807653)",Tower Way,,,,
4421549,False,,,unclassified,20 mph,,True,57.146,"LINESTRING (1.0768361 51.2802635, 1.0767831 51.2803332, 1.0766929 51.2803865, 1.0765269 51.2804646, 1.0765022 51.2804762, 1.0761895 51.2805523)",Tower Way,,,,
"[643124718, 643124717, 4421550, 4421551]",True,,,residential,20 mph,,False,483.05799999999994,"LINESTRING (1.0768361 51.2802635, 1.0766982 51.2801307, 1.0764005 51.279896, 1.0760556 51.2796347, 1.0760244 51.2796086, 1.0753065 51.279048, 1.0750911 51.2788642, 1.0750159 51.2788095, 1.0749071 51.2787757, 1.0748204 51.2787847, 1.0746579 51.2788283, 1.0743949 51.2789082, 1.0743315 51.2789321, 1.0743022 51.2789592, 1.0743008 51.2790026, 1.0743382 51.2790478, 1.0746242 51.2792773, 1.0746419 51.2792916, 1.0747093 51.2793446, 1.075445 51.2799612, 1.0756874 51.2801537, 1.0761895 51.2805523)","[""St. Peter's Grove"", 'Black Griffin Lane']",,,,
4421576,False,,,residential,20 mph,,True,34.594,"LINESTRING (1.0768361 51.2802635, 1.0768717 51.2803004, 1.077167 51.2804946)",St. Peter's Grove,,,,
"[4421577, 31747583]",False,,,residential,20 mph,,True,48.155,"LINESTRING (1.0775719 51.2809079, 1.0775243 51.2809509, 1.0775202 51.2809695, 1.0774984 51.2810016, 1.0774944 51.281036, 1.0775519 51.2810717, 1.0777596 51.2812758)",St. Peter's Lane,,,,
23540132,False,,,unclassified,20 mph,,False,55.717,"LINESTRING (1.0777596 51.2812758, 1.0771239 51.2815807)",Westgate Hall Road,,,,
"[4421577, 31747583]",False,,,residential,20 mph,,False,48.155,"LINESTRING (1.0777596 51.2812758, 1.0775519 51.2810717, 1.0774944 51.281036, 1.0774984 51.2810016, 1.0775202 51.2809695, 1.0775243 51.2809509, 1.0775719 51.2809079)",St. Peter's Lane,,,,
4421577,False,,,residential,20 mph,,True,207.468,"LINESTRING (1.0777596 51.2812758, 1.078501 51.2817446, 1.0785171 51.2817547, 1.0785834 51.2817966, 1.0787128 51.2818564, 1.0787906 51.2818799, 1.0788998 51.2819083, 1.0790691 51.2819714, 1.0791795 51.2820221, 1.079245 51.2820615, 1.0793282 51.2821423, 1.0794794 51.282304, 1.0796089 51.2825007, 1.0796601 51.2826009, 1.0796784 51.2826365)",St. Peter's Lane,,,,
4421577,False,,,residential,20 mph,,False,207.46800000000002,"LINESTRING (1.0796784 51.2826365, 1.0796601 51.2826009, 1.0796089 51.2825007, 1.0794794 51.282304, 1.0793282 51.2821423, 1.079245 51.2820615, 1.0791795 51.2820221, 1.0790691 51.2819714, 1.0788998 51.2819083, 1.0787906 51.2818799, 1.0787128 51.2818564, 1.0785834 51.2817966, 1.0785171 51.2817547, 1.078501 51.2817446, 1.0777596 51.2812758)",St. Peter's Lane,,,,
"[120300025, 643122404, 120300021, 4437294]",False,,,unclassified,20 mph,,True,56.001000000000005,"LINESTRING (1.0796784 51.2826365, 1.0798621 51.2826289, 1.0799486 51.2826253, 1.0803368 51.2825927, 1.0804068 51.2825861, 1.0804779 51.2825793)","['Pound Lane', ""St Radigund's Street""]",yes,,,
168593243,False,,,unclassified,20 mph,,False,37.453,"LINESTRING (1.0796784 51.2826365, 1.0795621 51.2826392, 1.0791414 51.2826609)",Pound Lane,,,,
4421576,False,,,residential,20 mph,,False,34.594,"LINESTRING (1.077167 51.2804946, 1.0768717 51.2803004, 1.0768361 51.2802635)",St. Peter's Grove,,,,
23242345,False,,,residential,30 mph,,False,15.377,"LINESTRING (1.0852651 51.2824426, 1.0853921 51.2825558)",Victoria Row,,,,
4432057,False,,,residential,30 mph,,True,76.688,"LINESTRING (1.0852651 51.2824426, 1.0847463 51.2826937, 1.0846907 51.2827237, 1.084408 51.2828761)",High Street St. Gregory's,,,,
4433478,False,,,residential,30 mph,,True,53.084,"LINESTRING (1.0852651 51.2824426, 1.0851252 51.2823055, 1.0847743 51.2820799)",Victoria Row,,,,
4432057,False,,,residential,30 mph,,False,76.688,"LINESTRING (1.084408 51.2828761, 1.0846907 51.2827237, 1.0847463 51.2826937, 1.0852651 51.2824426)",High Street St. Gregory's,,,,
23242345,False,,,residential,30 mph,,True,15.377,"LINESTRING (1.0853921 51.2825558, 1.0852651 51.2824426)",Victoria Row,,,,
4433479,False,,,residential,30 mph,,False,88.375,"LINESTRING (1.0853921 51.2825558, 1.0856143 51.2824335, 1.0858751 51.2822899, 1.0863516 51.2820348)",Artillery Street,,,,
23242346,False,,,residential,30 mph,,False,63.624,"LINESTRING (1.0853921 51.2825558, 1.08551 51.2826544, 1.0857455 51.2828514, 1.0858735 51.2829676, 1.0859057 51.2830262)",Victoria Row,,,,
4433479,False,,,residential,30 mph,,True,28.938000000000002,"LINESTRING (1.0866662 51.2818645, 1.0865318 51.2819383, 1.0864785 51.2819669, 1.0863516 51.2820348)",Artillery Street,,,,
4451639,False,,,residential,20 mph,,False,89.13599999999998,"LINESTRING (1.0786686 51.2795611, 1.0785609 51.2794999, 1.0784211 51.2794219, 1.0782974 51.279329, 1.0781974 51.2792273, 1.0781486 51.2791695, 1.0780993 51.279111, 1.0780557 51.2790201, 1.0780249 51.2789364, 1.0780103 51.2788966)",Stour Street,,,,
4451639,False,,,residential,20 mph,,False,35.980000000000004,"LINESTRING (1.0780103 51.2788966, 1.0779951 51.2788438, 1.077932 51.2787557, 1.0778968 51.2787252, 1.0777696 51.2786152)",Stour Street,,,,
4451639,False,,,residential,20 mph,,True,89.136,"LINESTRING (1.0780103 51.2788966, 1.0780249 51.2789364, 1.0780557 51.2790201, 1.0780993 51.279111, 1.0781486 51.2791695, 1.0781974 51.2792273, 1.0782974 51.279329, 1.0784211 51.2794219, 1.0785609 51.2794999, 1.0786686 51.2795611)",Stour Street,,,,
4451647,False,,,residential,20 mph,,False,48.562,"LINESTRING (1.0780103 51.2788966, 1.0784196 51.2787931, 1.0786629 51.2787419)",Jewry Lane,,,,
4451639,False,,,residential,20 mph,,False,39.04,"LINESTRING (1.0777696 51.2786152, 1.0777129 51.2785707, 1.07752 51.2784313, 1.0773989 51.2783518)",Stour Street,,,,
4451639,False,,,residential,20 mph,,True,35.98,"LINESTRING (1.0777696 51.2786152, 1.0778968 51.2787252, 1.077932 51.2787557, 1.0779951 51.2788438, 1.0780103 51.2788966)",Stour Street,,,,
"[391919968, 4515521]",False,,,unclassified,20 mph,,"[False, True]",204.95100000000002,"LINESTRING (1.0777696 51.2786152, 1.0779114 51.2785557, 1.0781446 51.2784523, 1.0784565 51.2783253, 1.0787373 51.2782063, 1.0788396 51.2781566, 1.0789519 51.2781039, 1.0791524 51.2779775, 1.0792609 51.2779043, 1.0793208 51.2778639, 1.0785496 51.2775343, 1.0785146 51.2775194)","[""St. Margaret's Street"", ""Hawk's Lane""]",,,,
632410546,False,,,residential,20 mph,,True,4.671,"LINESTRING (1.0773511 51.2783223, 1.0773989 51.2783518)",Stour Street,,,,
4452064,False,,,residential,20 mph,,True,110.99299999999998,"LINESTRING (1.0773511 51.2783223, 1.0778118 51.2780329, 1.0778307 51.2780204, 1.078111 51.277836, 1.0781482 51.2778106, 1.0783114 51.2776992, 1.0784397 51.2775937)",Beercart Lane,,,,
632410546,False,,,residential,20 mph,,False,54.816,"LINESTRING (1.0773511 51.2783223, 1.0771482 51.2782019, 1.0768778 51.278051, 1.0767722 51.2779879)",Stour Street,,,,
632410546,False,,,residential,20 mph,,False,12.726,"LINESTRING (1.0764812 51.2777987, 1.0763544 51.2777162)",Stour Street,,,,
632410546,False,,,residential,20 mph,,True,29.194,"LINESTRING (1.0764812 51.2777987, 1.0767722 51.2779879)",Stour Street,,,,
23457526,False,,,residential,20 mph,,False,95.899,"LINESTRING (1.0764812 51.2777987, 1.0769767 51.2775208, 1.0775262 51.2772364)",Adelaide Place,,,,
632410546,False,,,residential,20 mph,,False,5.151,"LINESTRING (1.0760617 51.2775478, 1.0760114 51.2775138)",Stour Street,,,,
632410546,False,,,residential,20 mph,,True,27.661,"LINESTRING (1.0760617 51.2775478, 1.0763544 51.2777162)",Stour Street,,,,
4451645,False,,,residential,20 mph,,False,60.422,"LINESTRING (1.0760617 51.2775478, 1.0758354 51.2776986, 1.0757668 51.2777041, 1.075441 51.277915)",St. Edmunds Road,,,,
632410546,False,,,residential,20 mph,,True,5.151,"LINESTRING (1.0760114 51.2775138, 1.0760617 51.2775478)",Stour Street,,,,
4451644,False,,,residential,20 mph,,True,91.541,"LINESTRING (1.0760114 51.2775138, 1.0763469 51.2773348, 1.0766954 51.2771575, 1.0770064 51.2769755)",Hospital Lane,,,,
632410546,False,,,residential,20 mph,,False,45.834999999999994,"LINESTRING (1.0760114 51.2775138, 1.0759465 51.2774699, 1.0758959 51.277437, 1.0757003 51.277306, 1.0755582 51.2772146)",Stour Street,,,,
4451641,False,,,residential,20 mph,,False,3.031,"LINESTRING (1.0750701 51.2768959, 1.0750277 51.2768896)",Church Lane,,,,
4451640,False,,,residential,20 mph,,False,92.0,"LINESTRING (1.0750701 51.2768959, 1.0751445 51.2768423, 1.0755902 51.2766113, 1.0760766 51.2763605)",Rosemary Lane,,,,
632410546,False,,,residential,20 mph,,True,49.168000000000006,"LINESTRING (1.0750701 51.2768959, 1.0752542 51.2769976, 1.0755582 51.2772146)",Stour Street,,,,
4451641,False,,,residential,20 mph,,False,21.374,"LINESTRING (1.0745144 51.2766279, 1.0744123 51.2764466)",Church Lane,,,,
4451641,False,,,residential,20 mph,,True,14.667,"LINESTRING (1.0745144 51.2766279, 1.0746767 51.2767121)",Church Lane,,,,
25797437,False,,,residential,20 mph,,False,40.241,"LINESTRING (1.0745144 51.2766279, 1.0743371 51.2767365, 1.0742217 51.2767707, 1.0740979 51.2768711)",St. Mary's Court,,,,
4451641,False,,,residential,20 mph,,True,21.374,"LINESTRING (1.0744123 51.2764466, 1.0745144 51.2766279)",Church Lane,,,,
23463818,False,,,residential,20 mph,,False,19.232,"LINESTRING (1.0770064 51.2769755, 1.0772245 51.2770818)",Castle Street,,,,
4451644,False,,,residential,20 mph,,False,91.541,"LINESTRING (1.0770064 51.2769755, 1.0766954 51.2771575, 1.0763469 51.2773348, 1.0760114 51.2775138)",Hospital Lane,,,,
23463818,False,,,residential,20 mph,,True,50.293,"LINESTRING (1.0770064 51.2769755, 1.076713 51.2767846, 1.0765044 51.27665)",Castle Street,,,,
4451645,False,,,residential,20 mph,,True,60.422,"LINESTRING (1.075441 51.277915, 1.0757668 51.2777041, 1.0758354 51.2776986, 1.0760617 51.2775478)",St. Edmunds Road,,,,
4451647,False,,,residential,20 mph,,True,48.562,"LINESTRING (1.0786629 51.2787419, 1.0784196 51.2787931, 1.0780103 51.2788966)",Jewry Lane,,,,
4451893,False,,,unclassified,20 mph,,False,90.108,"LINESTRING (1.0806926 51.2799769, 1.0803448 51.2801914, 1.080267 51.2802358, 1.079764 51.2805419)",Orange Street,,,,
4451893,False,,,unclassified,20 mph,,True,90.108,"LINESTRING (1.079764 51.2805419, 1.080267 51.2802358, 1.0803448 51.2801914, 1.0806926 51.2799769)",Orange Street,,,,
4451894,False,,,unclassified,20 mph,,False,57.959,"LINESTRING (1.079764 51.2805419, 1.0797139 51.2804753, 1.0795179 51.2802859, 1.0794609 51.280233, 1.0793229 51.2801004)",Best Lane,,,,
4451900,False,,,unclassified,20 mph,,False,35.010000000000005,"LINESTRING (1.079764 51.2805419, 1.0794765 51.2806866, 1.0794189 51.2807064, 1.0793587 51.280727)",The Friars,,,,
4452481,False,,,unclassified,20 mph,,False,73.32400000000001,"LINESTRING (1.079764 51.2805419, 1.079793 51.2805886, 1.0799393 51.2807181, 1.0799691 51.2807402, 1.0802007 51.280888, 1.0804462 51.2810383)",King Street,,,,
4451894,False,,,unclassified,20 mph,,True,57.959,"LINESTRING (1.0793229 51.2801004, 1.0794609 51.280233, 1.0795179 51.2802859, 1.0797139 51.2804753, 1.079764 51.2805419)",Best Lane,,,,
4452481,False,,,unclassified,20 mph,,False,40.656,"LINESTRING (1.0804462 51.2810383, 1.0807693 51.281343)",King Street,,,,
4451961,False,,,residential,20 mph,,False,56.494,"LINESTRING (1.0804462 51.2810383, 1.0802785 51.2811506, 1.0801296 51.2812137, 1.0799379 51.281282, 1.0798004 51.2813403)",Blackfriars' Street,,,,
4451972,False,,,unclassified,20 mph,,True,67.667,"LINESTRING (1.0804462 51.2810383, 1.0804963 51.2809831, 1.0808502 51.2808469, 1.0812811 51.2807538)",St. Alphege Lane,,,,
4452481,False,,,unclassified,20 mph,,True,73.32400000000001,"LINESTRING (1.0804462 51.2810383, 1.0802007 51.280888, 1.0799691 51.2807402, 1.0799393 51.2807181, 1.079793 51.2805886, 1.079764 51.2805419)",King Street,,,,
4451961,False,,,residential,20 mph,,False,8.135,"LINESTRING (1.0798004 51.2813403, 1.079685 51.2813522)",Blackfriars' Street,,,,
4451962,False,,,residential,20 mph,,False,12.41,"LINESTRING (1.0798004 51.2813403, 1.0798489 51.2814477)",Blackfriars Street,,,,
4451961,False,,,residential,20 mph,,True,56.494,"LINESTRING (1.0798004 51.2813403, 1.0799379 51.281282, 1.0801296 51.2812137, 1.0802785 51.2811506, 1.0804462 51.2810383)",Blackfriars' Street,,,,
37354068,False,,,residential,20 mph,,True,6.024,"LINESTRING (1.0800896 51.2819713, 1.0800632 51.2819197)",Blackfriars Street,,,,
4451964,False,,,residential,20 mph,,False,44.012,"LINESTRING (1.0800896 51.2819713, 1.0801906 51.2819081, 1.0803448 51.2818011, 1.0804238 51.2816464)",Mill Lane,,,,
4451964,False,,,residential,20 mph,,True,72.907,"LINESTRING (1.0800896 51.2819713, 1.0801288 51.2820636, 1.0803471 51.2823729, 1.0804416 51.2825166, 1.0804779 51.2825793)",Mill Lane,,,,
4452481,False,,,unclassified,20 mph,,True,40.656,"LINESTRING (1.0807693 51.281343, 1.0804462 51.2810383)",King Street,,,,
4451965,False,,,residential,20 mph,,False,34.51,"LINESTRING (1.0807693 51.281343, 1.0806767 51.2813987, 1.0805678 51.2814642, 1.0805239 51.2815015, 1.0804823 51.2815454, 1.0804584 51.2815805)",Mill Lane,,,,
16790454,False,,,residential,20 mph,,False,75.16699999999999,"LINESTRING (1.0807693 51.281343, 1.081159 51.2816989, 1.0812024 51.2817341, 1.081238 51.2817474, 1.0812817 51.281758, 1.0813716 51.2817673, 1.0815121 51.2817648)",King Street,,,,
4451964,False,,,residential,20 mph,,True,5.673,"LINESTRING (1.0804486 51.2815978, 1.0804238 51.2816464)",Mill Lane,,,,
4451965,False,,,residential,20 mph,,True,34.51,"LINESTRING (1.0804584 51.2815805, 1.0804823 51.2815454, 1.0805239 51.2815015, 1.0805678 51.2814642, 1.0806767 51.2813987, 1.0807693 51.281343)",Mill Lane,,,,
4437259,False,,,unclassified,20 mph,,False,19.219,"LINESTRING (1.0815959 51.2819295, 1.0815121 51.2817648)",Knott's Lane,,,,
4451967,False,,,residential,20 mph,,False,22.722,"LINESTRING (1.0815959 51.2819295, 1.0813006 51.2820169)",Abbots Place,,,,
4437259,False,,,unclassified,20 mph,,True,75.181,"LINESTRING (1.0815959 51.2819295, 1.0817749 51.2821719, 1.0818353 51.282277, 1.0819693 51.2825169, 1.0819682 51.2825602)",Knott's Lane,,,,
4451967,False,,,residential,20 mph,,False,6.317,"LINESTRING (1.0813006 51.2820169, 1.0812185 51.2820412)",Abbots Place,,,,
4451967,False,,,residential,20 mph,,True,22.722,"LINESTRING (1.0813006 51.2820169, 1.0815959 51.2819295)",Abbots Place,,,,
120300018,False,,,residential,20 mph,,False,9.382,"LINESTRING (1.0813006 51.2820169, 1.0812484 51.2819391)",Abbots Place,,,,
4451967,False,,,residential,20 mph,,True,6.317,"LINESTRING (1.0812185 51.2820412, 1.0813006 51.2820169)",Abbots Place,,,,
4451972,False,,,unclassified,20 mph,,False,67.667,"LINESTRING (1.0812811 51.2807538, 1.0808502 51.2808469, 1.0804963 51.2809831, 1.0804462 51.2810383)",St. Alphege Lane,,,,
4452063,True,,,residential,20 mph,,False,121.469,"LINESTRING (1.0785181 51.2763484, 1.0781228 51.2765873, 1.0780933 51.276604, 1.0778956 51.276716, 1.0776955 51.2768257, 1.0772245 51.2770818)",St. John's Lane,,,,
4475859,False,,,residential,20 mph,,False,63.587,"LINESTRING (1.0785181 51.2763484, 1.0782743 51.2762418, 1.077801 51.2759945)",Marlowe Avenue,,,,
23463818,False,,,residential,20 mph,,True,19.232,"LINESTRING (1.0772245 51.2770818, 1.0770064 51.2769755)",Castle Street,,,,
"[23463818, 4417804]",False,,,residential,20 mph,,False,27.133,"LINESTRING (1.0772245 51.2770818, 1.0773806 51.2771587, 1.0775262 51.2772364)",Castle Street,,,,
23463818,False,,,residential,20 mph,,True,43.838,"LINESTRING (1.0765044 51.27665, 1.0760766 51.2763605)",Castle Street,,,,
4475858,True,,,residential,20 mph,,False,115.975,"LINESTRING (1.0765044 51.27665, 1.0772459 51.276265, 1.077801 51.2759945)",St. Mary's Street,,,,
23463818,False,,,residential,20 mph,,False,50.293,"LINESTRING (1.0765044 51.27665, 1.076713 51.2767846, 1.0770064 51.2769755)",Castle Street,,,,
4475859,False,,,residential,20 mph,,True,63.587,"LINESTRING (1.077801 51.2759945, 1.0782743 51.2762418, 1.0785181 51.2763484)",Marlowe Avenue,,,,
4515520,False,,,residential,20 mph,,False,74.668,"LINESTRING (1.0765812 51.2758765, 1.0766746 51.2758696, 1.0769206 51.2758027, 1.0770736 51.2757625, 1.077139 51.2757795, 1.0772346 51.2758412, 1.077346 51.2759041, 1.0774234 51.2759416, 1.0775045 51.2759646)",Dane John Mews,,,,
"[62227620, 62227615]",False,,,residential,20 mph,,False,65.819,"LINESTRING (1.0765812 51.2758765, 1.0765914 51.2759186, 1.0764834 51.2760473, 1.0763264 51.2761827, 1.0760766 51.2763605)","['Worthgate Place', 'Castle Row']",,,,
4476028,True,1,A2050,primary,30 mph,,False,59.70200000000001,"LINESTRING (1.0859752 51.2758852, 1.0861367 51.2758524, 1.0862847 51.2757822, 1.0863755 51.2757415, 1.0864603 51.2757115, 1.0865701 51.2756952, 1.0866404 51.2756948, 1.0866702 51.2757015, 1.0867357 51.2757289)",New Dover Road,,,,
1177970940,True,2,A2050,primary,30 mph,,False,51.660999999999994,"LINESTRING (1.0859752 51.2758852, 1.0864814 51.2756335, 1.0865546 51.2755946)",St. George's Place,,,,
127959220,False,,,residential,30 mph,,True,49.928000000000004,"LINESTRING (1.0867151 51.2803879, 1.0866116 51.2803684, 1.0863389 51.2802899, 1.0863127 51.2802845, 1.0862093 51.2802631, 1.0860466 51.2802262)",Havelock Street,,,,
"[1184149953, 1184150021, 1184150098, 4476178, 1184149982]",False,,,residential,30 mph,,False,145.178,"LINESTRING (1.0867151 51.2803879, 1.0868044 51.2801833, 1.0869015 51.279961, 1.0869524 51.2798307, 1.0869665 51.2797052, 1.0869591 51.2796403, 1.0869527 51.2795833, 1.0868978 51.2794486, 1.0868687 51.2793912, 1.0868337 51.2793221, 1.0868125 51.2792802, 1.086773 51.2792022, 1.0867373 51.2791218)",Monastery Street,,,,
632410524,False,,,unclassified,20 mph,,False,14.855,"LINESTRING (1.0834665 51.2823577, 1.0833091 51.2822674)",Northgate,,,,
4412470,False,,,unclassified,20 mph,,True,73.146,"LINESTRING (1.0834665 51.2823577, 1.0837575 51.2825314, 1.0842265 51.2828124)",Northgate,,,,
"[4079441, 1183963142]",True,,,residential,20 mph,,False,154.767,"LINESTRING (1.0834665 51.2823577, 1.0836101 51.282262, 1.0845154 51.2816585, 1.0846285 51.2815831, 1.0848469 51.2814375, 1.0849891 51.2813427)",Broad Street,,,,
4476187,False,,,residential,20 mph,,False,9.828,"LINESTRING (1.085856 51.2817598, 1.0859476 51.2816925)",Artillery Gardens,,,,
4476187,False,,,residential,20 mph,,True,26.942,"LINESTRING (1.085856 51.2817598, 1.0856216 51.2819527)",Artillery Gardens,,,,
4476186,False,,,residential,20 mph,,True,76.07,"LINESTRING (1.085856 51.2817598, 1.0854145 51.2815451, 1.0849891 51.2813427)",Albion Place,,,,
4476187,False,,,residential,20 mph,,False,26.942,"LINESTRING (1.0856216 51.2819527, 1.085856 51.2817598)",Artillery Gardens,,,,
4476187,False,,,residential,20 mph,,True,9.828,"LINESTRING (1.0859476 51.2816925, 1.085856 51.2817598)",Artillery Gardens,,,,
4433478,False,,,residential,30 mph,,False,53.084,"LINESTRING (1.0847743 51.2820799, 1.0851252 51.2823055, 1.0852651 51.2824426)",Victoria Row,,,,
4515496,True,,,residential,20 mph,,False,70.898,"LINESTRING (1.0860503 51.2769991, 1.0860935 51.2771548, 1.0861697 51.2774885, 1.0862153 51.2776281)",Love Lane,,,,
4515497,False,,,residential,20 mph,,False,59.425,"LINESTRING (1.0860503 51.2769991, 1.0858662 51.2770208, 1.0856349 51.2770422, 1.085467 51.2770577, 1.0852067 51.2770831)",Ivy Lane,,,,
4515497,False,,,residential,20 mph,,True,6.275,"LINESTRING (1.0846129 51.2770972, 1.0847031 51.2770962)",Ivy Lane,,,,
4515520,False,,,residential,20 mph,,True,74.668,"LINESTRING (1.0775045 51.2759646, 1.0774234 51.2759416, 1.077346 51.2759041, 1.0772346 51.2758412, 1.077139 51.2757795, 1.0770736 51.2757625, 1.0769206 51.2758027, 1.0766746 51.2758696, 1.0765812 51.2758765)",Dane John Mews,,,,
4515522,False,,,unclassified,20 mph,,False,42.41,"LINESTRING (1.0773989 51.2783518, 1.0769549 51.2786132)",Water Lane,,,,
632410546,False,,,residential,20 mph,,False,4.671,"LINESTRING (1.0773989 51.2783518, 1.0773511 51.2783223)",Stour Street,,,,
4451639,False,,,residential,20 mph,,True,39.040000000000006,"LINESTRING (1.0773989 51.2783518, 1.07752 51.2784313, 1.0777129 51.2785707, 1.0777696 51.2786152)",Stour Street,,,,
4515522,False,,,unclassified,20 mph,,True,42.41,"LINESTRING (1.0769549 51.2786132, 1.0773989 51.2783518)",Water Lane,,,,
4625717,False,,,unclassified,20 mph,,True,70.402,"LINESTRING (1.0845088 51.2781319, 1.0841919 51.2778603, 1.0839156 51.2776189)",Burgate Lane,,,,
"[31725977, 4625707, 132519084, 9644163]",True,1,,unclassified,20 mph,,False,299.06000000000006,"LINESTRING (1.0845088 51.2781319, 1.08402 51.278246, 1.083571 51.2783439, 1.0831288 51.2779761, 1.0830989 51.277957, 1.0830476 51.2779243, 1.0829602 51.2778686, 1.082427 51.2775393, 1.0826312 51.2774321, 1.0828365 51.2773222, 1.0833082 51.2771169, 1.0834855 51.2770713, 1.083639 51.2770699, 1.0837474 51.2770379)","['Canterbury Lane', 'Burgate', ""St. George's Street""]",,,,
116503940,False,2,A28,trunk,30 mph,,True,8.11,"LINESTRING (1.0847696 51.2779741, 1.0847103 51.2779113)",Lower Bridge Street,,,,
"[632410539, 4625708]",True,,,unclassified,20 mph,,False,26.9,"LINESTRING (1.0847696 51.2779741, 1.0846967 51.2780576, 1.0846517 51.2781019, 1.0845088 51.2781319)",Burgate,,,,
"[1209369586, 1209371173]",False,2,A28,trunk,30 mph,,False,99.26,"LINESTRING (1.0847696 51.2779741, 1.0848634 51.2780981, 1.0849944 51.2782566, 1.0854199 51.2787686)","['Broad Street', 'Lower Bridge Street']",,,,
4625717,False,,,unclassified,20 mph,,False,70.402,"LINESTRING (1.0839156 51.2776189, 1.0841919 51.2778603, 1.0845088 51.2781319)",Burgate Lane,,,,
"[4414265, 4414266]",False,,,residential,20 mph,,False,137.502,"LINESTRING (1.074043 51.2813951, 1.0740144 51.2813586, 1.0739952 51.2812909, 1.0740093 51.2812356, 1.0740301 51.2811304, 1.0739643 51.2810251, 1.0738839 51.2809649, 1.0735066 51.2806169, 1.0731483 51.2803439)","['Whitehall Road', 'Linden Grove']",,,,
4414265,False,,,residential,20 mph,,True,81.951,"LINESTRING (1.074043 51.2813951, 1.0742475 51.2815461, 1.0744784 51.2817417, 1.074773 51.2819733)",Linden Grove,,,,
4625922,False,,,residential,20 mph,,False,71.309,"LINESTRING (1.074043 51.2813951, 1.0734426 51.2816731, 1.0734172 51.2817105, 1.0735512 51.2818143)",Linden Chase,,,,
4625922,False,,,residential,20 mph,,True,71.309,"LINESTRING (1.0735512 51.2818143, 1.0734172 51.2817105, 1.0734426 51.2816731, 1.074043 51.2813951)",Linden Chase,,,,
141039423,True,,,residential,20 mph,,False,16.518,"LINESTRING (1.0737564 51.2786278, 1.0735221 51.278652)",Old Watling Street,,,,
965055347,False,,,residential,20 mph,,False,22.963,"LINESTRING (1.0737564 51.2786278, 1.0739137 51.2785384, 1.0740071 51.2784937)",Old Watling Street,,,,
25598035,False,,,residential,20 mph,,False,43.215,"LINESTRING (1.0740071 51.2784937, 1.0738828 51.2784171, 1.0735061 51.2782668)",Creine Mill Lane North,,,,
141039424,False,,,residential,20 mph,,False,27.998,"LINESTRING (1.0740071 51.2784937, 1.0742944 51.2784174, 1.0743847 51.2784201)",Old Watling Street,,,,
965055347,False,,,residential,20 mph,,True,22.963,"LINESTRING (1.0740071 51.2784937, 1.0739137 51.2785384, 1.0737564 51.2786278)",Old Watling Street,,,,
13853664,False,,,residential,20 mph,,False,42.005,"LINESTRING (1.0743847 51.2784201, 1.0745249 51.2785042, 1.0745329 51.278509, 1.0745775 51.2785469, 1.0746465 51.2786127, 1.0747749 51.2787066)",Old Watling Street,,,,
141039424,False,,,residential,20 mph,,False,36.538,"LINESTRING (1.0743847 51.2784201, 1.0745792 51.2783224, 1.0748017 51.2782204)",Old Watling Street,,,,
141039424,False,,,residential,20 mph,,True,27.998,"LINESTRING (1.0743847 51.2784201, 1.0742944 51.2784174, 1.0740071 51.2784937)",Old Watling Street,,,,
13853664,False,,,residential,20 mph,,True,42.005,"LINESTRING (1.0747749 51.2787066, 1.0746465 51.2786127, 1.0745775 51.2785469, 1.0745329 51.278509, 1.0745249 51.2785042, 1.0743847 51.2784201)",Old Watling Street,,,,
4708370,False,,,residential,20 mph,,True,87.079,"LINESTRING (1.0850414 51.2780843, 1.0852214 51.278056, 1.0860621 51.2779275, 1.0862609 51.2779095)",Church Street,,,,
4711210,True,,,residential,20 mph,,False,94.705,"LINESTRING (1.0873495 51.2767498, 1.0869373 51.2768375, 1.0865252 51.2769337, 1.0864827 51.2769396, 1.0860503 51.2769991)",Ivy Lane,,,,
4515497,False,,,residential,20 mph,,False,35.074,"LINESTRING (1.0852067 51.2770831, 1.0849323 51.2770924, 1.0847874 51.2770973, 1.0847031 51.2770962)",Ivy Lane,,,,
4515497,False,,,residential,20 mph,,True,59.425,"LINESTRING (1.0852067 51.2770831, 1.085467 51.2770577, 1.0856349 51.2770422, 1.0858662 51.2770208, 1.0860503 51.2769991)",Ivy Lane,,,,
4711211,False,,,residential,20 mph,,False,41.632999999999996,"LINESTRING (1.0852067 51.2770831, 1.0852363 51.2771705, 1.0853264 51.277324, 1.0853879 51.2774393)",St. Pauls Terrace,,,,
4711211,False,,,residential,20 mph,,True,41.632999999999996,"LINESTRING (1.0853879 51.2774393, 1.0853264 51.277324, 1.0852363 51.2771705, 1.0852067 51.2770831)",St. Pauls Terrace,,,,
4411299,True,,,unclassified,20 mph,,False,11.235,"LINESTRING (1.0821297 51.282558, 1.0821044 51.2825582, 1.0819682 51.2825602)",St Radigund's Street,,,,
