osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width,tunnel
77207906,,,Kirkmay Road,residential,20 mph,False,False,81.469,"LINESTRING (-2.6308274 56.2600279, -2.6311781 56.2593216)",,,
77207969,,,Mackie Gardens,residential,20 mph,False,False,27.918,"LINESTRING (-2.6308274 56.2600279, -2.6312631 56.2600948)",,,
77207906,,,Kirkmay Road,residential,20 mph,False,True,64.908,"LINESTRING (-2.6308274 56.2600279, -2.6306534 56.2604166, -2.6306113 56.2605983)",,,
77207906,,,Kirkmay Road,residential,20 mph,False,False,4.739,"LINESTRING (-2.6311781 56.2593216, -2.6312036 56.2592814)",,,
77207906,,,Kirkmay Road,residential,20 mph,False,True,81.469,"LINESTRING (-2.6311781 56.2593216, -2.6308274 56.2600279)",,,
77208005,,,Simpson Court,residential,20 mph,False,False,21.057,"LINESTRING (-2.6311781 56.2593216, -2.6314938 56.2593931)",,4,
77207926,,,Tod's Green,residential,20 mph,False,False,13.486,"LINESTRING (-2.6312403 56.2608154, -2.6314521 56.2608449)",,,
77207926,,,Tod's Green,residential,20 mph,False,True,30.364,"LINESTRING (-2.6312403 56.2608154, -2.6307726 56.2608996)",,,
77207955,,,Tod's Green,residential,20 mph,False,False,57.825,"LINESTRING (-2.6312403 56.2608154, -2.6311117 56.260508, -2.6314733 56.2604698)",,,
77207926,,,Tod's Green,residential,20 mph,False,True,13.486,"LINESTRING (-2.6314521 56.2608449, -2.6312403 56.2608154)",,,
77207955,,,Tod's Green,residential,20 mph,False,True,57.825,"LINESTRING (-2.6314733 56.2604698, -2.6311117 56.260508, -2.6312403 56.2608154)",,,
77207969,,,Mackie Gardens,residential,20 mph,False,True,27.918,"LINESTRING (-2.6312631 56.2600948, -2.6308274 56.2600279)",,,
77208005,,,Simpson Court,residential,20 mph,False,True,21.057,"LINESTRING (-2.6314938 56.2593931, -2.6311781 56.2593216)",,4,
77208094,,,Calder Court,residential,20 mph,False,False,36.408,"LINESTRING (-2.6296726 56.2595383, -2.629922 56.2596121, -2.6301044 56.2597492)",,5,
121674630,,,Arrighi Crescent,residential,20 mph,False,False,59.148,"LINESTRING (-2.6296726 56.2595383, -2.6296576 56.2595707, -2.6294902 56.2599316, -2.6294206 56.2600513)",,5,
121674630,,,Arrighi Crescent,residential,20 mph,False,True,126.237,"LINESTRING (-2.6296726 56.2595383, -2.6298824 56.2592209, -2.6299709 56.2591605, -2.6301176 56.2591191, -2.6301848 56.2591138, -2.6303176 56.2591346, -2.630728 56.2592009, -2.6312036 56.2592814)",,5,
121674630,,,Arrighi Crescent,residential,20 mph,False,False,40.743,"LINESTRING (-2.6294206 56.2600513, -2.629263 56.260232, -2.6291179 56.2603767)",,5,
121674630,,,Arrighi Crescent,residential,20 mph,False,True,59.148,"LINESTRING (-2.6294206 56.2600513, -2.6294902 56.2599316, -2.6296576 56.2595707, -2.6296726 56.2595383)",,5,
"[1245503456, 1245503457, 77208123]",,,Back Dykes,residential,20 mph,False,False,55.010999999999996,"LINESTRING (-2.6294206 56.2600513, -2.6291946 56.2599861, -2.6290885 56.2599527, -2.6288761 56.2598867, -2.6287259 56.2600118)",,,building_passage
77208209,,,Milne Gardens,residential,20 mph,False,True,96.636,"LINESTRING (-2.6291179 56.2603767, -2.6294178 56.2604702, -2.6297718 56.2605358, -2.6302117 56.2605775, -2.6306113 56.2605983)",,,
121674630,,,Arrighi Crescent,residential,20 mph,False,True,40.743,"LINESTRING (-2.6291179 56.2603767, -2.629263 56.260232, -2.6294206 56.2600513)",,5,
77208094,,,Calder Court,residential,20 mph,False,True,36.408,"LINESTRING (-2.6301044 56.2597492, -2.629922 56.2596121, -2.6296726 56.2595383)",,5,
"[1245503456, 1245503457, 77208123]",,,Back Dykes,residential,20 mph,False,True,55.011,"LINESTRING (-2.6287259 56.2600118, -2.6288761 56.2598867, -2.6290885 56.2599527, -2.6291946 56.2599861, -2.6294206 56.2600513)",,,building_passage
77208260,,,Beech Walk,residential,30 mph,False,True,88.576,"LINESTRING (-2.6272767 56.2618269, -2.6273465 56.2617676, -2.6280619 56.2611603)",,,
77208521,,,Bow Butts,residential,20 mph,False,False,127.336,"LINESTRING (-2.6298684 56.2626303, -2.6302224 56.2629372, -2.6303619 56.2630839, -2.6304316 56.2632201, -2.6304343 56.2633222, -2.6304101 56.2634422, -2.6303592 56.2636008, -2.6302922 56.2636819)",,,
"[77208521, 306286355, 306286353]",,,Bow Butts,residential,20 mph,False,False,72.854,"LINESTRING (-2.6298684 56.2626303, -2.6300497 56.2625057, -2.6302281 56.2623181, -2.6302564 56.2622841, -2.6304517 56.262064)",yes,,
77208521,,,Bow Butts,residential,20 mph,False,True,47.734,"LINESTRING (-2.6298684 56.2626303, -2.6295975 56.2626929, -2.6291292 56.2627502)",,,
77208417,,,Bow Butts,residential,20 mph,False,False,27.695,"LINESTRING (-2.6291292 56.2627502, -2.6289864 56.2625141)",,,
77208521,,,Bow Butts,residential,20 mph,False,False,47.734,"LINESTRING (-2.6291292 56.2627502, -2.6295975 56.2626929, -2.6298684 56.2626303)",,,
77208521,,,Bow Butts,residential,20 mph,False,True,65.08800000000001,"LINESTRING (-2.6291292 56.2627502, -2.6286024 56.2628478, -2.6283663 56.2629729, -2.6282526 56.2630448)",,,
77208521,,,Bow Butts,residential,20 mph,False,False,145.32299999999998,"LINESTRING (-2.6302922 56.2636819, -2.6286989 56.263247, -2.6284398 56.2631464, -2.6282526 56.2630448)",,,
77208521,,,Bow Butts,residential,20 mph,False,True,127.33600000000001,"LINESTRING (-2.6302922 56.2636819, -2.6303592 56.2636008, -2.6304101 56.2634422, -2.6304343 56.2633222, -2.6304316 56.2632201, -2.6303619 56.2630839, -2.6302224 56.2629372, -2.6298684 56.2626303)",,,
84819338,,,The Glebe,residential,20 mph,False,False,174.763,"LINESTRING (-2.6302922 56.2636819, -2.6299147 56.2640576, -2.6298176 56.2641101, -2.629686 56.264105, -2.6280808 56.2636678)",,,
77208417,,,Bow Butts,residential,20 mph,False,True,27.695,"LINESTRING (-2.6289864 56.2625141, -2.6291292 56.2627502)",,,
77208438,,,Bow Butts,residential,20 mph,False,True,34.858000000000004,"LINESTRING (-2.6279205 56.263297, -2.628141 56.26311, -2.6282526 56.2630448)",,,
353816907,,,The Glebe,residential,20 mph,False,False,8.58,"LINESTRING (-2.6280808 56.2636678, -2.6280122 56.2637349)",,,
353816907,,,The Glebe,residential,20 mph,False,True,9.512,"LINESTRING (-2.6280808 56.2636678, -2.6281568 56.2635934)",,,
84819338,,,The Glebe,residential,20 mph,False,True,174.763,"LINESTRING (-2.6280808 56.2636678, -2.629686 56.264105, -2.6298176 56.2641101, -2.6299147 56.2640576, -2.6302922 56.2636819)",,,
77208659,,,Balcomie Green,residential,20 mph,False,True,63.634,"LINESTRING (-2.624091 56.2643113, -2.6236241 56.2641679, -2.6231892 56.2640344)",,,
196482657,,,Dorward Drive,residential,20 mph,False,False,48.55200000000001,"LINESTRING (-2.624091 56.2643113, -2.6238228 56.2645868, -2.6237897 56.2646208, -2.6237171 56.2646954)",,,
"[196482657, 831604874]",,,Dorward Drive,residential,20 mph,False,True,192.279,"LINESTRING (-2.624091 56.2643113, -2.6243742 56.2640311, -2.6246059 56.2638019, -2.624964 56.263904, -2.6253875 56.2640248, -2.625141 56.264271, -2.624814 56.2645995)",,,
196482658,,,Dorward Drive,residential,20 mph,False,True,55.02700000000001,"LINESTRING (-2.624091 56.2643113, -2.6243239 56.2644013, -2.6243709 56.2644165, -2.6245674 56.2644903, -2.6245894 56.2644985, -2.624635 56.2645157, -2.624814 56.2645995)",,,
77208677,,,Gifford Court,residential,20 mph,False,False,68.74799999999999,"LINESTRING (-2.6231736 56.2645042, -2.62286 56.2644039, -2.6228624 56.2643553, -2.62302 56.2642005, -2.6231892 56.2640344)",,,
77208659,,,Balcomie Green,residential,20 mph,False,True,59.257,"LINESTRING (-2.6231892 56.2640344, -2.6223438 56.2637823)",,,
77208659,,,Balcomie Green,residential,20 mph,False,False,63.634,"LINESTRING (-2.6231892 56.2640344, -2.6236241 56.2641679, -2.624091 56.2643113)",,,
77208677,,,Gifford Court,residential,20 mph,False,True,68.74799999999999,"LINESTRING (-2.6231892 56.2640344, -2.62302 56.2642005, -2.6228624 56.2643553, -2.62286 56.2644039, -2.6231736 56.2645042)",,,
121674631,,,Denburn Place,residential,20 mph,False,False,94.475,"LINESTRING (-2.6231892 56.2640344, -2.6233804 56.2638219, -2.6236349 56.263539, -2.6237316 56.2635101, -2.6237744 56.2634973, -2.624107 56.2635926)",,,
121674631,,,Denburn Place,residential,20 mph,False,True,94.475,"LINESTRING (-2.624107 56.2635926, -2.6237744 56.2634973, -2.6237316 56.2635101, -2.6236349 56.263539, -2.6233804 56.2638219, -2.6231892 56.2640344)",,,
77208438,,,Bow Butts,residential,20 mph,False,False,34.858000000000004,"LINESTRING (-2.6282526 56.2630448, -2.628141 56.26311, -2.6279205 56.263297)",,,
77208521,,,Bow Butts,residential,20 mph,False,False,65.088,"LINESTRING (-2.6282526 56.2630448, -2.6283663 56.2629729, -2.6286024 56.2628478, -2.6291292 56.2627502)",,,
77208521,,,Bow Butts,residential,20 mph,False,True,145.32299999999998,"LINESTRING (-2.6282526 56.2630448, -2.6284398 56.2631464, -2.6286989 56.263247, -2.6302922 56.2636819)",,,
196482658,,,Dorward Drive,residential,20 mph,False,False,55.334,"LINESTRING (-2.624417 56.2650451, -2.6245869 56.2648302, -2.624814 56.2645995)",,,
196482657,,,Dorward Drive,residential,20 mph,False,True,48.55200000000001,"LINESTRING (-2.6237171 56.2646954, -2.6237897 56.2646208, -2.6238228 56.2645868, -2.624091 56.2643113)",,,
196482658,,,Dorward Drive,residential,20 mph,False,False,55.027,"LINESTRING (-2.624814 56.2645995, -2.624635 56.2645157, -2.6245894 56.2644985, -2.6245674 56.2644903, -2.6243709 56.2644165, -2.6243239 56.2644013, -2.624091 56.2643113)",,,
"[196482657, 831604874]",,,Dorward Drive,residential,20 mph,False,False,192.279,"LINESTRING (-2.624814 56.2645995, -2.625141 56.264271, -2.6253875 56.2640248, -2.624964 56.263904, -2.6246059 56.2638019, -2.6243742 56.2640311, -2.624091 56.2643113)",,,
196482658,,,Dorward Drive,residential,20 mph,False,True,55.334,"LINESTRING (-2.624814 56.2645995, -2.6245869 56.2648302, -2.624417 56.2650451)",,,
292203382,,,,residential,30 mph,False,False,31.943,"LINESTRING (-2.6291473 56.2582644, -2.6295333 56.2584556)",,,
360184228,2,A917,Westgate,primary,30 mph,False,False,35.183,"LINESTRING (-2.6291473 56.2582644, -2.6290609 56.2583062, -2.6289846 56.2583509, -2.6287867 56.2585073)",,,
"[121674634, 360184228]",2,A917,Westgate,primary,30 mph,False,True,52.812,"LINESTRING (-2.6291473 56.2582644, -2.6297032 56.2579953, -2.6297889 56.2579505)",,,
292203382,,,,residential,30 mph,False,True,31.943,"LINESTRING (-2.6295333 56.2584556, -2.6291473 56.2582644)",,,
77207906,,,Kirkmay Road,residential,20 mph,False,True,30.671,"LINESTRING (-2.6313885 56.2590254, -2.6312036 56.2592814)",,,
292203385,,,Kirkmay Road,residential,20 mph,False,False,44.771,"LINESTRING (-2.6313885 56.2590254, -2.6307163 56.2588747)",,,
77207906,,,Kirkmay Road,residential,20 mph,False,False,64.884,"LINESTRING (-2.6313885 56.2590254, -2.6314251 56.2589739, -2.631526 56.258865, -2.6316927 56.258756, -2.6319042 56.2585838, -2.6319382 56.258533)",,,
292203385,,,Kirkmay Road,residential,20 mph,False,True,44.771,"LINESTRING (-2.6307163 56.2588747, -2.6313885 56.2590254)",,,
353816907,,,The Glebe,residential,20 mph,False,False,9.512,"LINESTRING (-2.6281568 56.2635934, -2.6280808 56.2636678)",,,
353816907,,,The Glebe,residential,20 mph,False,True,8.58,"LINESTRING (-2.6280122 56.2637349, -2.6280808 56.2636678)",,,
77205139,,,Castle Street,residential,20 mph,False,False,92.521,"LINESTRING (-2.6268083 56.2598921, -2.6269332 56.259687, -2.6269429 56.2596589, -2.6269571 56.2596138, -2.6269179 56.2594035, -2.6268176 56.2590785)",,,
77206041,,,Castle Street,residential,20 mph,False,True,35.372,"LINESTRING (-2.6268083 56.2598921, -2.6268179 56.2599415, -2.6268601 56.259991, -2.6270823 56.2601654)",,,
123889701,,,Rose Wynd,residential,20 mph,False,False,80.54599999999999,"LINESTRING (-2.6268083 56.2598921, -2.6267542 56.2598625, -2.6264091 56.2594056, -2.6262423 56.2592435)",,,
121674628,2,A917,Anstruther Road,primary,30 mph,False,False,6.372,"LINESTRING (-2.6326469 56.2564496, -2.6325561 56.2564768)",,,
1054035341,,,Lairsgate Road,unclassified,,False,False,48.247,"LINESTRING (-2.6326469 56.2564496, -2.6332053 56.256753)",,,
1054035341,,,Lairsgate Road,unclassified,,False,True,48.247,"LINESTRING (-2.6332053 56.256753, -2.6326469 56.2564496)",,,
77207906,,,Kirkmay Road,residential,20 mph,False,False,30.671,"LINESTRING (-2.6312036 56.2592814, -2.6313885 56.2590254)",,,
77207906,,,Kirkmay Road,residential,20 mph,False,True,4.739,"LINESTRING (-2.6312036 56.2592814, -2.6311781 56.2593216)",,,
121674630,,,Arrighi Crescent,residential,20 mph,False,False,126.23700000000002,"LINESTRING (-2.6312036 56.2592814, -2.630728 56.2592009, -2.6303176 56.2591346, -2.6301848 56.2591138, -2.6301176 56.2591191, -2.6299709 56.2591605, -2.6298824 56.2592209, -2.6296726 56.2595383)",,5,
1058189901,,,,residential,,False,True,16.315,"LINESTRING (-2.628117 56.2596239, -2.6279557 56.2595077)",,,
77207753,,,West Green,residential,30 mph,False,False,61.414,"LINESTRING (-2.628117 56.2596239, -2.6274371 56.2599343, -2.6274019 56.2599412, -2.6273269 56.2599316)",,,
77207753,,,West Green,residential,30 mph,False,True,96.218,"LINESTRING (-2.628117 56.2596239, -2.6283127 56.2595346, -2.6287589 56.2592756, -2.6287671 56.2592698, -2.6289364 56.2591498, -2.6290094 56.2590205, -2.6289857 56.2589509)",,,
