osmid,name,highway,oneway,reversed,length,maxspeed,geometry,ref,lanes,bridge
29506578,Radford Street,unclassified,False,False,40.617,,"LINESTRING (-1.2009797 53.1424982, -1.2006266 53.1422006)",,,
864650642,Peacock Street,unclassified,False,False,40.059,,"LINESTRING (-1.2009797 53.1424982, -1.2015117 53.142331)",,,
864650642,Peacock Street,unclassified,False,True,36.613,,"LINESTRING (-1.2009797 53.1424982, -1.2004924 53.1426498)",,,
29506578,Radford Street,unclassified,False,True,96.435,,"LINESTRING (-1.2009797 53.1424982, -1.2012471 53.142728, -1.2018074 53.1432093)",,,
29506578,Radford Street,unclassified,False,True,40.617,,"LINESTRING (-1.2006266 53.1422006, -1.2009797 53.1424982)",,,
29506580,Garden Road,unclassified,False,False,47.309,,"LINESTRING (-1.2006266 53.1422006, -1.201246 53.1419933)",,,
29506580,Garden Road,unclassified,False,True,43.389,,"LINESTRING (-1.2006266 53.1422006, -1.2000533 53.142385)",,,
29506580,Garden Road,unclassified,False,False,43.389,,"LINESTRING (-1.2000533 53.142385, -1.2006266 53.1422006)",,,
29506580,Garden Road,unclassified,False,True,47.309,,"LINESTRING (-1.201246 53.1419933, -1.2006266 53.1422006)",,,
29506582,Rooth Street,unclassified,False,False,75.177,,"LINESTRING (-1.201246 53.1419933, -1.2012382 53.1419829, -1.200875 53.1415009, -1.2007913 53.1413748)",,,
29506582,Rooth Street,unclassified,False,True,41.583000000000006,,"LINESTRING (-1.201246 53.1419933, -1.2014607 53.1422832, -1.2015117 53.142331)",,,
864650642,Peacock Street,unclassified,False,False,21.332,,"LINESTRING (-1.2015117 53.142331, -1.2018042 53.1422534)",,,
864650642,Peacock Street,unclassified,False,True,40.059,,"LINESTRING (-1.2015117 53.142331, -1.2009797 53.1424982)",,,
29506582,Rooth Street,unclassified,False,False,41.583000000000006,,"LINESTRING (-1.2015117 53.142331, -1.2014607 53.1422832, -1.201246 53.1419933)",,,
55728107,Victoria Street,unclassified,False,True,99.546,,"LINESTRING (-1.1998064 53.1419211, -1.1997543 53.1418173, -1.1998193 53.1417391, -1.1999821 53.1416179, -1.2003648 53.141485, -1.2007913 53.1413748)",,,
29506583,Dallas Street,unclassified,False,True,167.829,,"LINESTRING (-1.2035772 53.1412372, -1.2032136 53.1414147, -1.2023654 53.1417356, -1.2023411 53.1417448, -1.2022519 53.1417786, -1.2018944 53.142136, -1.2018042 53.1422534)",,,
29506582,Rooth Street,unclassified,False,True,75.177,,"LINESTRING (-1.2007913 53.1413748, -1.200875 53.1415009, -1.2012382 53.1419829, -1.201246 53.1419933)",,,
29506584,Victoria Street,residential,False,False,184.028,,"LINESTRING (-1.2007913 53.1413748, -1.2014333 53.1412184, -1.2019096 53.1410714, -1.2019843 53.1410483, -1.2023992 53.1408724, -1.2027658 53.1406845, -1.2029618 53.1405965, -1.2031289 53.1405189)",,,
55728107,Victoria Street,unclassified,False,False,99.54599999999999,,"LINESTRING (-1.2007913 53.1413748, -1.2003648 53.141485, -1.1999821 53.1416179, -1.1998193 53.1417391, -1.1997543 53.1418173, -1.1998064 53.1419211)",,,
29506584,Victoria Street,residential,False,True,34.56,,"LINESTRING (-1.203544 53.1403329, -1.2031289 53.1405189)",,,
29506587,Princes Street,residential,False,True,32.982,,"LINESTRING (-1.203544 53.1403329, -1.2035943 53.1402702, -1.2036653 53.1400472)",,,
29506587,Princes Street,residential,False,False,32.982,,"LINESTRING (-1.2036653 53.1400472, -1.2035943 53.1402702, -1.203544 53.1403329)",,,
31864398,Great Central Road,unclassified,False,False,137.50099999999998,,"LINESTRING (-1.1892009 53.1428383, -1.1892888 53.1427291, -1.1894163 53.1425442, -1.1895067 53.1423963, -1.1895754 53.1422757, -1.1896235 53.1421914, -1.1897766 53.1416581)",,,
"[173688417, 865965418]",Ratcliffe Gate,primary,False,False,126.415,30 mph,"LINESTRING (-1.1892009 53.1428383, -1.1893538 53.1429129, -1.1894168 53.1429422, -1.1897699 53.14314, -1.1898119 53.1431635, -1.1899285 53.1432303, -1.1900774 53.1432898, -1.1902469 53.1433386, -1.1907755 53.1434293)",A6191,4,
867471522,Littleworth,unclassified,False,False,51.324,,"LINESTRING (-1.192835 53.140533, -1.1929476 53.1409896)",,,
73554260,Bath Street,unclassified,False,False,181.368,,"LINESTRING (-1.192835 53.140533, -1.1931789 53.1405025, -1.1935542 53.140522, -1.1946535 53.1405827, -1.1954073 53.1406158, -1.1955422 53.140619)",,,
73554266,Brunt Street,residential,False,False,115.944,,"LINESTRING (-1.1931916 53.1412059, -1.1933105 53.1413006, -1.1935319 53.1415152, -1.1937923 53.1416167, -1.194514 53.1418365)",,,
73554268,Church Lane,unclassified,False,True,131.98199999999997,,"LINESTRING (-1.1931916 53.1412059, -1.1930857 53.1412744, -1.1930482 53.1413376, -1.1930018 53.1415277, -1.1929651 53.1416308, -1.1929573 53.1416957, -1.1929743 53.1417632, -1.1931012 53.141887, -1.1932152 53.1419606, -1.1932757 53.1420116, -1.1933145 53.1420448, -1.1934099 53.142149, -1.1935239 53.1422569)",,,
867471522,Littleworth,unclassified,False,True,29.04,,"LINESTRING (-1.1931916 53.1412059, -1.1930456 53.1410765, -1.1929476 53.1409896)",,,
43561823,Terrace Road,residential,False,False,121.225,,"LINESTRING (-1.1928816 53.1482016, -1.1940403 53.1473616)",,,
43561825,Watson Avenue,residential,False,False,138.898,,"LINESTRING (-1.1928816 53.1482016, -1.1924941 53.1480219, -1.1929901 53.1471733, -1.1930778 53.1471537)",,,
43561823,Terrace Road,residential,False,True,121.225,,"LINESTRING (-1.1940403 53.1473616, -1.1928816 53.1482016)",,,
43561827,Rufford Avenue,residential,False,False,68.225,,"LINESTRING (-1.1940403 53.1473616, -1.1930778 53.1471537)",,,
43561827,Rufford Avenue,residential,False,True,16.077,,"LINESTRING (-1.1940403 53.1473616, -1.1942797 53.1473446)",,,
43561827,Rufford Avenue,residential,False,True,68.225,,"LINESTRING (-1.1930778 53.1471537, -1.1940403 53.1473616)",,,
43561825,Watson Avenue,residential,False,True,138.898,,"LINESTRING (-1.1930778 53.1471537, -1.1929901 53.1471733, -1.1924941 53.1480219, -1.1928816 53.1482016)",,,
864711033,Bath Lane,secondary,False,False,17.154,30 mph,"LINESTRING (-1.192997 53.1468549, -1.1927747 53.1469325)",B6033,2,
864711034,,residential,True,False,34.205,,"LINESTRING (-1.192997 53.1468549, -1.1930829 53.1470016, -1.1930778 53.1471537)",,,
864711035,Bath Lane,secondary,True,False,30.695,30 mph,"LINESTRING (-1.192997 53.1468549, -1.193191 53.146703, -1.1932224 53.1466793, -1.1932789 53.1466367)",B6033,2,
864711002,Wood Street,tertiary,True,False,14.7,,"LINESTRING (-1.1998612 53.1476787, -1.1998715 53.1475956, -1.1998932 53.1475485)",,,
"[864711061, 864711062]",Chesterfield Road South,trunk,True,False,128.84500000000003,30 mph,"LINESTRING (-1.1998612 53.1476787, -1.1997576 53.1475827, -1.1997403 53.1475678, -1.1995417 53.147388, -1.1992479 53.1472123, -1.1991017 53.1471363, -1.198808 53.1469851, -1.1987532 53.1469566, -1.1985382 53.1468458)",A6009,"['2', '3']",
867471522,Littleworth,unclassified,False,True,51.324,,"LINESTRING (-1.1929476 53.1409896, -1.192835 53.140533)",,,
73554257,Weighbridge Road,unclassified,False,False,83.931,,"LINESTRING (-1.1929476 53.1409896, -1.1925488 53.140943, -1.1920262 53.1408979, -1.1918948 53.1409157, -1.1917795 53.1410058)",,,
867471522,Littleworth,unclassified,False,False,29.04,,"LINESTRING (-1.1929476 53.1409896, -1.1930456 53.1410765, -1.1931916 53.1412059)",,,
73554257,Weighbridge Road,unclassified,False,True,83.93100000000001,,"LINESTRING (-1.1917795 53.1410058, -1.1918948 53.1409157, -1.1920262 53.1408979, -1.1925488 53.140943, -1.1929476 53.1409896)",,,
73554266,Brunt Street,residential,False,True,6.193,,"LINESTRING (-1.1945968 53.1418617, -1.194514 53.1418365)",,,
73554268,Church Lane,unclassified,False,False,131.982,,"LINESTRING (-1.1935239 53.1422569, -1.1934099 53.142149, -1.1933145 53.1420448, -1.1932757 53.1420116, -1.1932152 53.1419606, -1.1931012 53.141887, -1.1929743 53.1417632, -1.1929573 53.1416957, -1.1929651 53.1416308, -1.1930018 53.1415277, -1.1930482 53.1413376, -1.1930857 53.1412744, -1.1931916 53.1412059)",,,
113811985,Paulson's Drive,residential,False,True,215.43099999999998,30 mph,"LINESTRING (-1.1968811 53.1482472, -1.1969309 53.1482121, -1.198896 53.1480835, -1.1995026 53.1480364, -1.1998893 53.1479863, -1.2000548 53.1479644)",,,
864710997,Paulson's Drive,residential,False,False,10.316,30 mph,"LINESTRING (-1.2002006 53.1479334, -1.2000548 53.1479644)",,,
"[864711068, 864711069]",Chesterfield Road South,trunk,True,False,80.437,30 mph,"LINESTRING (-1.2002006 53.1479334, -1.200266 53.1480861, -1.2003777 53.1482969, -1.2004226 53.1483854, -1.2005186 53.1485721, -1.2005477 53.148626)",A6009,"['2', '3']",
864710997,Paulson's Drive,residential,False,True,10.316,30 mph,"LINESTRING (-1.2000548 53.1479644, -1.2002006 53.1479334)",,,
113811985,Paulson's Drive,residential,False,False,215.43099999999998,30 mph,"LINESTRING (-1.2000548 53.1479644, -1.1998893 53.1479863, -1.1995026 53.1480364, -1.198896 53.1480835, -1.1969309 53.1482121, -1.1968811 53.1482472)",,,
"[864711065, 864711066]",Chesterfield Road South,trunk,True,False,34.341,30 mph,"LINESTRING (-1.2000548 53.1479644, -1.2000013 53.1478875, -1.1999308 53.1477638, -1.1998612 53.1476787)",A6009,"['2', '3']",
113818917,Crow Hill Drive,residential,False,True,80.71,,"LINESTRING (-1.1992183 53.1488106, -1.2003992 53.1486517)",,,
113819065,Ashfield Avenue,residential,False,True,116.81099999999999,,"LINESTRING (-1.1957726 53.1479001, -1.1956699 53.1479127, -1.1950744 53.1480364, -1.1950127 53.1482921, -1.1944271 53.1482842)",,,
113819065,Ashfield Avenue,residential,False,False,116.81099999999999,,"LINESTRING (-1.1944271 53.1482842, -1.1950127 53.1482921, -1.1950744 53.1480364, -1.1956699 53.1479127, -1.1957726 53.1479001)",,,
864710994,Woodhouse Road,trunk,False,False,84.21000000000001,30 mph,"LINESTRING (-1.1944271 53.1482842, -1.1944247 53.1482411, -1.1944036 53.1478624, -1.1943993 53.1478061, -1.1943941 53.1477388, -1.1943843 53.1475836, -1.1943807 53.1475274)",A60,3,
"[43557066, 864710994]",Woodhouse Road,trunk,False,True,33.002,30 mph,"LINESTRING (-1.1944271 53.1482842, -1.1944386 53.148408, -1.1944287 53.1485807)",A60,3,
113819280,,residential,False,False,36.49,,"LINESTRING (-1.1982178 53.1470486, -1.1982876 53.1470824, -1.198703 53.1471973)",,,
113819283,West Hill Way,residential,False,True,31.08,,"LINESTRING (-1.1982178 53.1470486, -1.1983237 53.1469819, -1.1983949 53.146936, -1.1984311 53.1469167, -1.1985382 53.1468458)",,3,
196584617,West Hill Drive,residential,False,False,185.315,30 mph,"LINESTRING (-1.1982178 53.1470486, -1.1981022 53.1470368, -1.1977736 53.1469544, -1.1974472 53.1468726, -1.19733 53.1468432, -1.1972717 53.1468376, -1.1970114 53.146894, -1.1967837 53.1469434, -1.1959996 53.1471134, -1.1956114 53.1471976)",,,
113819282,West Hill Avenue,residential,False,True,63.55,,"LINESTRING (-1.1978235 53.1473768, -1.1985182 53.1472932, -1.198703 53.1471973)",,,
196584617,West Hill Drive,residential,False,True,185.315,30 mph,"LINESTRING (-1.1956114 53.1471976, -1.1959996 53.1471134, -1.1967837 53.1469434, -1.1970114 53.146894, -1.1972717 53.1468376, -1.19733 53.1468432, -1.1974472 53.1468726, -1.1977736 53.1469544, -1.1981022 53.1470368, -1.1982178 53.1470486)",,,
"[113819281, 1263088734]","['Town View', 'Clifton Place']",residential,False,False,157.346,,"LINESTRING (-1.1956114 53.1471976, -1.195867 53.1474971, -1.1959253 53.1475675, -1.196033 53.1476945, -1.1961188 53.1477393, -1.1962286 53.1477528, -1.1974134 53.1476247)",,,
113819280,,residential,False,True,25.032,,"LINESTRING (-1.1990439 53.1472915, -1.198703 53.1471973)",,,
113819280,,residential,False,False,25.032,,"LINESTRING (-1.198703 53.1471973, -1.1990439 53.1472915)",,,
113819280,,residential,False,True,36.49,,"LINESTRING (-1.198703 53.1471973, -1.1982876 53.1470824, -1.1982178 53.1470486)",,,
113819282,West Hill Avenue,residential,False,False,63.55,,"LINESTRING (-1.198703 53.1471973, -1.1985182 53.1472932, -1.1978235 53.1473768)",,,
864181177,,trunk,True,False,8.325,40 mph,"LINESTRING (-1.1992855 53.1399957, -1.1994102 53.1399926)",A6009,2,
133372571,Maun View,residential,False,True,39.768,,"LINESTRING (-1.1926116 53.1443367, -1.1928268 53.1443532, -1.1930824 53.1443086, -1.1931954 53.1443055)",,,
27369297,Toothill Lane,unclassified,True,False,61.339000000000006,,"LINESTRING (-1.1931954 53.1443055, -1.1932083 53.1442685, -1.1932434 53.1441624, -1.1932957 53.1440659, -1.193331 53.1439657, -1.193323 53.1438779, -1.1933131 53.1438482, -1.1932994 53.1438076, -1.1932794 53.1437672)",,,
133372571,Maun View,residential,False,False,39.768,,"LINESTRING (-1.1931954 53.1443055, -1.1930824 53.1443086, -1.1928268 53.1443532, -1.1926116 53.1443367)",,,
142064497,Portland Street,trunk,True,False,13.355,40 mph,"LINESTRING (-1.1992869 53.1401158, -1.1992855 53.1399957)",A60,3,
864181163,St Peter's Way,trunk,True,False,19.823,40 mph,"LINESTRING (-1.1992869 53.1401158, -1.1992045 53.1401344, -1.1990045 53.1401711)",A60,2,
196584614,,unclassified,False,True,81.004,,"LINESTRING (-1.1915509 53.1451726, -1.1915433 53.1451115, -1.1915786 53.1450189, -1.1915979 53.1449393, -1.1915951 53.1448686, -1.1915443 53.1447886, -1.1915073 53.1447371, -1.1914029 53.1446646, -1.1911716 53.1445699, -1.1911501 53.1445611)",,,
196584620,Rock Valley,unclassified,False,False,173.62899999999996,,"LINESTRING (-1.1915509 53.1451726, -1.1916116 53.1451637, -1.1916974 53.1451693, -1.1920202 53.145241, -1.1922082 53.1452828, -1.1924179 53.1453278, -1.1925122 53.1453481, -1.1926704 53.1453606, -1.1928187 53.1453581, -1.19286 53.1453509, -1.1929253 53.1453396, -1.1929493 53.1453355, -1.1929779 53.1453253, -1.1930922 53.1452847, -1.1932024 53.1452309, -1.1932908 53.1451759, -1.1933788 53.1451069, -1.1934813 53.1449802, -1.1936328 53.1448058)",,,
"[27583043, 196584620]",Rock Valley,unclassified,False,True,239.18599999999998,30 mph,"LINESTRING (-1.1915509 53.1451726, -1.1914928 53.1451904, -1.191438 53.145216, -1.1911688 53.1456191, -1.1911521 53.1457324, -1.1911938 53.1458441, -1.1912784 53.145952, -1.1915506 53.1461733, -1.191636 53.1462833, -1.1918335 53.1466905, -1.1920311 53.1471434)",,,
148524612,Shirburn Avenue,residential,False,False,131.536,,"LINESTRING (-1.1900555 53.1477484, -1.1915721 53.1485047)",,,
"[148524611, 285711582]",Bath Lane,secondary,False,True,148.025,30 mph,"LINESTRING (-1.1900555 53.1477484, -1.1904755 53.1476306, -1.1908237 53.1475224, -1.1912055 53.1473859, -1.1918968 53.1471828, -1.1919259 53.1471743, -1.1920311 53.1471434)",B6033,,
148524612,Shirburn Avenue,residential,False,True,131.536,,"LINESTRING (-1.1915721 53.1485047, -1.1900555 53.1477484)",,,
31864398,Great Central Road,unclassified,False,False,71.758,,"LINESTRING (-1.1897766 53.1416581, -1.1899562 53.1413068, -1.1900569 53.1411213, -1.1900881 53.1410639, -1.1901003 53.1410427)",,,
31864398,Great Central Road,unclassified,False,True,137.501,,"LINESTRING (-1.1897766 53.1416581, -1.1896235 53.1421914, -1.1895754 53.1422757, -1.1895067 53.1423963, -1.1894163 53.1425442, -1.1892888 53.1427291, -1.1892009 53.1428383)",,,
159632743,Pelham Street,unclassified,False,True,7.305,,"LINESTRING (-1.1902592 53.144241, -1.1903521 53.1442758)",,,
159632743,Pelham Street,unclassified,False,False,51.842,,"LINESTRING (-1.1902592 53.144241, -1.1897649 53.1440544, -1.1896013 53.1439927)",,,
159632745,Elm Tree Street,unclassified,False,False,96.663,,"LINESTRING (-1.1902592 53.144241, -1.1905645 53.1438039, -1.1907755 53.1434293)",,,
865965418,Ratcliffe Gate,primary,False,False,14.201,30 mph,"LINESTRING (-1.1907755 53.1434293, -1.1909776 53.1434695)",A6191,4,
159632745,Elm Tree Street,unclassified,False,True,96.663,,"LINESTRING (-1.1907755 53.1434293, -1.1905645 53.1438039, -1.1902592 53.144241)",,,
"[173688417, 865965418]",Ratcliffe Gate,primary,False,True,126.415,30 mph,"LINESTRING (-1.1907755 53.1434293, -1.1902469 53.1433386, -1.1900774 53.1432898, -1.1899285 53.1432303, -1.1898119 53.1431635, -1.1897699 53.14314, -1.1894168 53.1429422, -1.1893538 53.1429129, -1.1892009 53.1428383)",A6191,4,
159632743,Pelham Street,unclassified,False,True,51.842,,"LINESTRING (-1.1896013 53.1439927, -1.1897649 53.1440544, -1.1902592 53.144241)",,,
159634729,Goodacre Street,residential,False,True,97.47399999999999,,"LINESTRING (-1.1896013 53.1439927, -1.1891596 53.1445695, -1.1889913 53.1447893)",,,
159632743,Pelham Street,unclassified,False,False,7.305,,"LINESTRING (-1.1903521 53.1442758, -1.1902592 53.144241)",,,
159632743,Pelham Street,unclassified,False,True,20.283,,"LINESTRING (-1.1903521 53.1442758, -1.1906147 53.1443678)",,,
159634723,Recreation Street,residential,False,True,124.851,,"LINESTRING (-1.1903521 53.1442758, -1.1896177 53.1453086)",,,
159634723,Recreation Street,residential,False,False,53.223,,"LINESTRING (-1.1893024 53.1457483, -1.1896177 53.1453086)",,,
159634724,Cliff Street,residential,False,True,66.128,,"LINESTRING (-1.1893024 53.1457483, -1.1901867 53.1460173)",,,
159634729,Goodacre Street,residential,False,False,97.47399999999999,,"LINESTRING (-1.1889913 53.1447893, -1.1891596 53.1445695, -1.1896013 53.1439927)",,,
159634724,Cliff Street,residential,False,False,66.128,,"LINESTRING (-1.1901867 53.1460173, -1.1893024 53.1457483)",,,
160675150,Westfield Lane,tertiary,False,False,107.17,30 mph,"LINESTRING (-1.2033263 53.1481642, -1.2027728 53.1480917, -1.2017661 53.147934)",,,
160675151,Lindley Street,residential,False,False,151.098,,"LINESTRING (-1.2033263 53.1481642, -1.2028538 53.1469666, -1.2028023 53.1468422)",,,
27207890,Wood Street,tertiary,True,False,45.783,,"LINESTRING (-1.2028023 53.1468422, -1.2029585 53.146822, -1.2034701 53.1467469)",,,
160675151,Lindley Street,residential,False,True,151.098,,"LINESTRING (-1.2028023 53.1468422, -1.2028538 53.1469666, -1.2033263 53.1481642)",,,
160675152,The Rookery,residential,False,True,34.367,,"LINESTRING (-1.2019087 53.147637, -1.2017661 53.147934)",,,
196584614,,unclassified,False,False,81.004,,"LINESTRING (-1.1911501 53.1445611, -1.1911716 53.1445699, -1.1914029 53.1446646, -1.1915073 53.1447371, -1.1915443 53.1447886, -1.1915951 53.1448686, -1.1915979 53.1449393, -1.1915786 53.1450189, -1.1915433 53.1451115, -1.1915509 53.1451726)",,,
227508331,Thoresby Street,residential,False,True,116.305,,"LINESTRING (-1.2034701 53.1467469, -1.2035789 53.1469836, -1.2035915 53.1470141, -1.2038863 53.1477625)",,,
227508331,Thoresby Street,residential,False,False,116.305,,"LINESTRING (-1.2038863 53.1477625, -1.2035915 53.1470141, -1.2035789 53.1469836, -1.2034701 53.1467469)",,,
227508332,Mount Pleasant,residential,False,False,119.655,,"LINESTRING (-1.2024488 53.1474458, -1.2006968 53.1476778)",,,
227511342,Clarence Street,residential,False,False,32.163,,"LINESTRING (-1.2034657 53.1407259, -1.2031289 53.1405189)",,,
29506583,Dallas Street,unclassified,False,False,38.133,,"LINESTRING (-1.2021645 53.1425113, -1.2018983 53.1422868, -1.2018601 53.1422641, -1.2018042 53.1422534)",,,
29506583,Dallas Street,unclassified,False,True,80.467,,"LINESTRING (-1.2021645 53.1425113, -1.2025889 53.1428734, -1.2028466 53.1431081)",,,
29506584,Victoria Street,residential,False,False,34.56,,"LINESTRING (-1.2031289 53.1405189, -1.203544 53.1403329)",,,
227511342,Clarence Street,residential,False,True,32.163,,"LINESTRING (-1.2031289 53.1405189, -1.2034657 53.1407259)",,,
29506584,Victoria Street,residential,False,True,184.02800000000002,,"LINESTRING (-1.2031289 53.1405189, -1.2029618 53.1405965, -1.2027658 53.1406845, -1.2023992 53.1408724, -1.2019843 53.1410483, -1.2019096 53.1410714, -1.2014333 53.1412184, -1.2007913 53.1413748)",,,
73554267,Church Side,unclassified,False,False,87.43400000000001,,"LINESTRING (-1.1939783 53.1424291, -1.1938851 53.1424689, -1.1935141 53.1426273, -1.1934241 53.1426733, -1.1933647 53.1427449, -1.1932651 53.142928, -1.1932478 53.1429662, -1.1932479 53.1430049, -1.1932608 53.1430263)",,,
230260415,Lime Tree Place,unclassified,False,False,55.317,,"LINESTRING (-1.1909284 53.1430197, -1.1911042 53.1431459, -1.1910864 53.1431788, -1.1910653 53.1432176, -1.1910011 53.143373, -1.1909776 53.1434695)",,,
865965418,Ratcliffe Gate,primary,False,True,14.201,30 mph,"LINESTRING (-1.1909776 53.1434695, -1.1907755 53.1434293)",A6191,4,
230260415,Lime Tree Place,unclassified,False,True,55.317,,"LINESTRING (-1.1909776 53.1434695, -1.1910011 53.143373, -1.1910653 53.1432176, -1.1910864 53.1431788, -1.1911042 53.1431459, -1.1909284 53.1430197)",,,
864711014,Ratcliffe Gate,primary,False,False,32.319,30 mph,"LINESTRING (-1.1909776 53.1434695, -1.1911851 53.1435166, -1.1912228 53.1435303, -1.1914173 53.1435902)",A6191,5,
27583101,Bridge Street,unclassified,True,False,79.003,,"LINESTRING (-1.1921369 53.1438838, -1.1922962 53.1439091, -1.1924699 53.1439141, -1.19265 53.143884, -1.1928698 53.1438407, -1.1932794 53.1437672)",,,
230260416,Rock Court,residential,False,False,100.094,,"LINESTRING (-1.1921369 53.1438838, -1.1921092 53.1439642, -1.19211 53.1440298, -1.1921581 53.1441061, -1.1922026 53.1441643, -1.1922194 53.1442189, -1.1921825 53.1443767, -1.192033 53.1447583)",,,
159632743,Pelham Street,unclassified,False,False,20.283,,"LINESTRING (-1.1906147 53.1443678, -1.1903521 53.1442758)",,,
230260416,Rock Court,residential,False,True,100.09400000000002,,"LINESTRING (-1.192033 53.1447583, -1.1921825 53.1443767, -1.1922194 53.1442189, -1.1922026 53.1441643, -1.1921581 53.1441061, -1.19211 53.1440298, -1.1921092 53.1439642, -1.1921369 53.1438838)",,,
230260417,Toothill Road,residential,False,False,73.167,,"LINESTRING (-1.1948861 53.1446866, -1.194804 53.1447993, -1.1946337 53.1450329, -1.1946215 53.1450496, -1.1945729 53.1451015, -1.1944395 53.1451841, -1.1943117 53.1452259)",,,
27369305,Leeming Street,unclassified,False,True,101.73,,"LINESTRING (-1.1944501 53.1463711, -1.1945079 53.1462561, -1.1945763 53.1461135, -1.1946561 53.1459739, -1.1948633 53.1457739, -1.1950193 53.1456157, -1.1950784 53.1455445)",,,
864710995,Leeming Street,unclassified,True,False,42.373,,"LINESTRING (-1.1944501 53.1463711, -1.1944197 53.1464646, -1.1943486 53.1465504, -1.1943394 53.1466135, -1.1943349 53.1466544, -1.1943645 53.1467382)",,2,
609011377,St John Street,residential,True,False,211.12800000000001,,"LINESTRING (-1.2037812 53.1457903, -1.2037358 53.1457993, -1.2033831 53.1458689, -1.2032926 53.1458868, -1.2031926 53.1459065, -1.2024284 53.1460484, -1.2016771 53.1461879, -1.2011092 53.1462934, -1.2010023 53.1462951, -1.2009415 53.146288, -1.2009012 53.1462833, -1.2007553 53.1462517)",,,
279358043,,residential,True,False,13.629999999999999,,"LINESTRING (-1.203852 53.1454941, -1.203877 53.1455525, -1.20389 53.1456143)",,,
245387878,West Hill Drive,residential,True,False,63.173,30 mph,"LINESTRING (-1.195212 53.1468998, -1.1950785 53.1470348, -1.1950734 53.1470691, -1.1950996 53.1471044, -1.1951344 53.1471236, -1.1951785 53.1471426, -1.1954461 53.147214, -1.1955263 53.1472133, -1.1956114 53.1471976)",,,
781785082,,trunk_link,True,False,55.776999999999994,30 mph,"LINESTRING (-1.195212 53.1468998, -1.1948919 53.146973, -1.1946788 53.147021, -1.1946135 53.1470372, -1.1946036 53.1470398, -1.1945523 53.1470614, -1.1945412 53.1470661, -1.1944694 53.1471148)",,2,
864711047,Chesterfield Road South,trunk,True,False,50.099,30 mph,"LINESTRING (-1.195212 53.1468998, -1.1949389 53.1469248, -1.1946653 53.1469264, -1.194614 53.1469243, -1.1944646 53.1469169)",A6009,3,
43561827,Rufford Avenue,residential,False,False,16.077,,"LINESTRING (-1.1942797 53.1473446, -1.1940403 53.1473616)",,,
593763799,Woodhouse Road,trunk,True,False,50.178,30 mph,"LINESTRING (-1.1942797 53.1473446, -1.194326 53.1472047, -1.1943193 53.1470069, -1.1943257 53.1469731, -1.1943552 53.1468984)",A60,2,
781785083,,trunk_link,True,False,60.406000000000006,30 mph,"LINESTRING (-1.1942797 53.1473446, -1.1942107 53.1472151, -1.1941708 53.1470149, -1.1941565 53.1469938, -1.1941009 53.1469335, -1.1940079 53.1468341)",,2,
650406581,Walkden Street,unclassified,True,False,33.906,,"LINESTRING (-1.201182 53.1447667, -1.2007337 53.1449105)",,2,
592495968,,unclassified,True,False,31.57,,"LINESTRING (-1.201182 53.1447667, -1.2010065 53.1447566, -1.200836 53.1447346, -1.2007241 53.1447045)",,,
592495969,,unclassified,False,True,35.979,,"LINESTRING (-1.2004243 53.1444355, -1.2005587 53.1445561, -1.2007241 53.1447045)",,,
592495969,,unclassified,False,False,35.979,,"LINESTRING (-1.2007241 53.1447045, -1.2005587 53.1445561, -1.2004243 53.1444355)",,,
592495970,,unclassified,True,False,23.264,,"LINESTRING (-1.2007241 53.1447045, -1.2007525 53.1447606, -1.2007525 53.1448188, -1.2007337 53.1449105)",,,
650406581,Walkden Street,unclassified,True,False,55.312,,"LINESTRING (-1.2007337 53.1449105, -1.2003922 53.1449978, -1.2002965 53.1450338, -1.2002292 53.1450734, -1.2001875 53.1451348, -1.2001743 53.1452186)",,2,
609011374,,residential,True,False,21.029,,"LINESTRING (-1.20389 53.1456143, -1.2038811 53.1456478, -1.2038563 53.1456985, -1.2038355 53.1457195, -1.2037812 53.1457903)",,,
609011375,Rosemary Street,trunk,True,False,74.47699999999999,30 mph,"LINESTRING (-1.20389 53.1456143, -1.2036426 53.1454608, -1.2034924 53.1453643, -1.2033496 53.1452751, -1.2031275 53.1451251)",A6009,2,
"[864650635, 650406581]",Walkden Street,unclassified,True,False,76.172,,"LINESTRING (-1.2021178 53.1443749, -1.2020621 53.1444047, -1.2019719 53.1444438, -1.2016854 53.144561, -1.2015954 53.1446026, -1.2015601 53.1446153, -1.201182 53.1447667)",,2,
"[834798117, 864650653]",Rosemary Street,trunk,True,False,109.14699999999999,30 mph,"LINESTRING (-1.2021178 53.1443749, -1.20201 53.1442804, -1.2015921 53.1439743, -1.2012224 53.1437456, -1.2012017 53.1437285, -1.2010733 53.1436216)",A6009,"['2', '3']",
864650652,Rosemary Street,trunk,True,False,69.83699999999999,30 mph,"LINESTRING (-1.2013767 53.143699, -1.2016793 53.1439381, -1.202031 53.1441891)",A6009,2,
245391968,Stockwell Gate,trunk,True,False,24.9,30 mph,"LINESTRING (-1.2015664 53.1434733, -1.2013938 53.1435224, -1.2013196 53.1435423, -1.2012295 53.1435697)",A38,2,
650406582,Stockwell Gate,trunk,True,False,28.562,30 mph,"LINESTRING (-1.2015664 53.1434733, -1.2014815 53.1435404, -1.2014394 53.1435763, -1.2014181 53.1436089, -1.2013964 53.1436432, -1.2013767 53.143699)",A38,1,
