osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,bridge,access
"[671305160, 91413165]",False,,Warren Close,residential,,"[False, True]",95.32,"LINESTRING (0.6252256 52.4455023, 0.6254855 52.4455475, 0.6256539 52.4455565, 0.6257021 52.4455429, 0.625735 52.4455088, 0.6258665 52.4452185, 0.6259414 52.4450534, 0.6259455 52.4450084)",,,
675865334,False,,Warren Close,residential,,True,29.979,"LINESTRING (0.6255233 52.444928, 0.6257513 52.4449705, 0.6259455 52.4450084)",,,
115640999,True,B1107,Thetford Road,secondary,30 mph,False,28.595,"LINESTRING (0.6262201 52.4476161, 0.626352 52.4475713, 0.6265836 52.4474856)",,,
888457714,False,,Braundon Court,residential,,False,39.648,"LINESTRING (0.6262201 52.4476161, 0.6262342 52.4476428, 0.6263999 52.4479554)",,,
1122931784,False,,Braundon Court,residential,,False,5.691,"LINESTRING (0.6263999 52.4479554, 0.6264782 52.4479369)",,,
1122931784,False,,Braundon Court,residential,,True,9.608,"LINESTRING (0.6263999 52.4479554, 0.6262663 52.4479843)",,,
888457714,False,,Braundon Court,residential,,True,39.648,"LINESTRING (0.6263999 52.4479554, 0.6262342 52.4476428, 0.6262201 52.4476161)",,,
1122931784,False,,Braundon Court,residential,,True,5.691,"LINESTRING (0.6264782 52.4479369, 0.6263999 52.4479554)",,,
1122931784,False,,Braundon Court,residential,,False,9.608,"LINESTRING (0.6262663 52.4479843, 0.6263999 52.4479554)",,,
92053150,False,,Wellington Close,residential,,False,40.272,"LINESTRING (0.6271353 52.4469871, 0.6271716 52.4470267, 0.6269125 52.4471188, 0.6268416 52.447144, 0.626732 52.4471949)",,,
