osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,name
549597487,,B4275,secondary,20 mph,True,False,67.78,"LINESTRING (-3.3292786 51.6465361, -3.3286917 51.6462385, -3.3285224 51.6461471)",,,Ynysmeurig Road
40628873,2,,residential,30 mph,False,False,61.492999999999995,"LINESTRING (-3.3295171 51.6473994, -3.3291727 51.6473239, -3.329038 51.6472944, -3.3286767 51.6472153)",,,West Street
40228453,,,residential,20 mph,False,False,7.124,"LINESTRING (-3.3272617 51.646263, -3.3271598 51.6462733)",,,
40228453,,,residential,20 mph,False,True,6.97,"LINESTRING (-3.3272617 51.646263, -3.3273615 51.6462533)",,,
40228445,2,,residential,20 mph,False,False,66.435,"LINESTRING (-3.3272617 51.646263, -3.3272446 51.6461352, -3.32728 51.6460633, -3.3272907 51.6460416, -3.3275965 51.6457224)",,,Ynysmeurig Court
549597472,2,B4275,secondary,20 mph,True,False,39.038,"LINESTRING (-3.3275965 51.6457224, -3.3271079 51.6455454)",,,Ynysmeurig Road
40228445,2,,residential,20 mph,False,True,66.435,"LINESTRING (-3.3275965 51.6457224, -3.3272907 51.6460416, -3.32728 51.6460633, -3.3272446 51.6461352, -3.3272617 51.646263)",,,Ynysmeurig Court
23862859,,,secondary,20 mph,True,False,38.37499999999999,"LINESTRING (-3.3268402 51.641167, -3.3268199 51.6411258, -3.3268211 51.6410826, -3.3268437 51.6410419, -3.3268856 51.6410074, -3.3269426 51.6409827, -3.3270091 51.6409701, -3.3270786 51.640971, -3.3271443 51.6409851)",,roundabout,
1236166161,,,unclassified,,False,False,14.805,"LINESTRING (-3.3282995 51.6394961, -3.3283459 51.6395976, -3.328358 51.6396242)",,,
23862859,,,secondary,20 mph,True,False,24.168,"LINESTRING (-3.3272012 51.6410121, -3.3272406 51.641048, -3.32726 51.6410898, -3.3272574 51.6411333, -3.3272332 51.6411741, -3.3271897 51.6412081)",,roundabout,
1236166165,,,unclassified,,True,False,42.366,"LINESTRING (-3.3272012 51.6410121, -3.3272792 51.6410527, -3.3273664 51.641086, -3.3274684 51.6411162, -3.3277407 51.6411894)",,,
23862859,,,secondary,20 mph,True,False,4.641,"LINESTRING (-3.3271897 51.6412081, -3.3271338 51.6412313)",,roundabout,
23862859,,,secondary,20 mph,True,False,23.716,"LINESTRING (-3.3271338 51.6412313, -3.3270678 51.6412432, -3.3269991 51.641242, -3.3269343 51.6412278, -3.3268796 51.641202, -3.3268402 51.641167)",,roundabout,
1236166164,2,B4275,secondary,20 mph,True,False,42.977999999999994,"LINESTRING (-3.3271338 51.6412313, -3.3269882 51.641309, -3.32689 51.6413606, -3.3266634 51.6414846)",,,
1236166163,,,unclassified,,False,False,41.939,"LINESTRING (-3.3277407 51.6411894, -3.3280405 51.6412526, -3.3281781 51.6412744, -3.3283272 51.641276)",,,
1236166166,,,unclassified,,True,False,38.413,"LINESTRING (-3.3277407 51.6411894, -3.3274373 51.6411798, -3.3273442 51.6411843, -3.3272604 51.6411942, -3.3271897 51.6412081)",,,
39975662,2,,residential,30 mph,False,False,51.46,"LINESTRING (-3.3274968 51.6447519, -3.3277424 51.644579, -3.327986 51.6444026)",,,Station Road
1074927201,,,residential,20 mph,True,False,73.31,"LINESTRING (-3.3274968 51.6447519, -3.3279497 51.6449752, -3.3283287 51.645162)",,,Margaret Street
40141547,2,,residential,30 mph,False,True,42.749,"LINESTRING (-3.3347641 51.6422143, -3.3347468 51.6425986)",,,Littlewoods
"[24812875, 40141547]",2,,residential,30 mph,False,False,129.568,"LINESTRING (-3.3347641 51.6422143, -3.3347782 51.641902, -3.3347631 51.641834, -3.3346561 51.6418624, -3.3338328 51.6423582)",,,"['Littlewoods', 'Aberdare Road']"
549590854,,,residential,,False,False,62.182,"LINESTRING (-3.3347641 51.6422143, -3.3349736 51.6421982, -3.3350976 51.6421698, -3.3351791 51.6421192, -3.3353977 51.6418804)",,,
549590854,,,residential,,False,True,62.182,"LINESTRING (-3.3353977 51.6418804, -3.3351791 51.6421192, -3.3350976 51.6421698, -3.3349736 51.6421982, -3.3347641 51.6422143)",,,
1236166162,,,unclassified,,False,False,14.479,"LINESTRING (-3.3281565 51.6396605, -3.328358 51.6396242)",,,
