osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,tunnel,width
93172469,False,,Peach Street,residential,25 mph,True,193.464,"LINESTRING (-76.6172188 39.2783063, -76.6171328 39.2784994, -76.617112 39.278546, -76.6170514 39.2786612, -76.6171277 39.2786818, -76.6175459 39.278795, -76.617651 39.2788234, -76.6176817 39.2787579, -76.6177774 39.278554, -76.6178182 39.2784669, -76.617713 39.2784387, -76.6172901 39.2783254, -76.6172188 39.2783063)",,,
395319551,False,,Leadenhall Street,residential,25 mph,False,39.95,"LINESTRING (-76.6172188 39.2783063, -76.6173438 39.2780376, -76.6173758 39.2779682)",,,
422243513,True,,William Street,residential,25 mph,False,67.246,"LINESTRING (-76.6111179 39.2783339, -76.6111195 39.2783638, -76.6111464 39.2788519, -76.6111511 39.2789381)",,,
"[563100426, 452789379]",False,5,Key Highway,primary,30 mph,False,84.845,"LINESTRING (-76.6112462 39.2806756, -76.6113617 39.2806749, -76.6114159 39.2806726, -76.6122306 39.2806374)",,,
"[452789369, 452789382, 452789367]",True,3,Key Highway,primary,30 mph,False,67.862,"LINESTRING (-76.6122306 39.2806374, -76.6123639 39.2806562, -76.6124857 39.2806808, -76.6125553 39.280704, -76.6126044 39.2807239, -76.6126553 39.2807465, -76.6126919 39.2807741, -76.6127231 39.2808136, -76.6127826 39.2809826)",,,
"[563100426, 452789379]",False,5,Key Highway,primary,30 mph,True,84.845,"LINESTRING (-76.6122306 39.2806374, -76.6114159 39.2806726, -76.6113617 39.2806749, -76.6112462 39.2806756)",,,
"[452789400, 452789395, 70514908, 452789392]",True,1,East Hughes Street,"['residential', 'primary_link']","['15 mph', '30 mph']",False,178.06900000000002,"LINESTRING (-76.6130563 39.2809218, -76.6131023 39.2808289, -76.6131003 39.28079, -76.6130892 39.2805809, -76.6130857 39.2805139, -76.6131444 39.2805108, -76.6134998 39.2804923, -76.6139349 39.2804696, -76.6141953 39.280456, -76.6145209 39.2804391, -76.6146133 39.2804547)",,,4
"[452789394, 1051524995, 452789388]",True,"['1', '2']",Light Street,primary,25 mph,False,55.89900000000001,"LINESTRING (-76.6130563 39.2809218, -76.6130402 39.2808652, -76.6130161 39.280805, -76.6130097 39.2807947, -76.6129906 39.280764, -76.6129712 39.2807417, -76.6129363 39.2807028, -76.6128988 39.2806639, -76.6128592 39.2806228, -76.6128195 39.2805796, -76.6127851 39.2805397, -76.6127359 39.2804918)",,,
553925456,False,3,West Conway Street,primary,30 mph,True,17.502,"LINESTRING (-76.6192463 39.2840824, -76.6191619 39.2840859, -76.6190431 39.2840883)",,,
1081932641,True,3,Light Street,primary,30 mph,False,16.464,"LINESTRING (-76.6133113 39.2843428, -76.6132745 39.2841975)",MD 2,,
"[236056988, 1081932630]",True,3,East Conway Street,primary,30 mph,False,118.912,"LINESTRING (-76.6133113 39.2843428, -76.613479 39.2843385, -76.6145991 39.2842927, -76.6146911 39.2842884)",,,
"[188969425, 1053634805]",True,"['4', '5']",Light Street,primary,30 mph,False,234.384,"LINESTRING (-76.613057 39.2843136, -76.6130781 39.2844367, -76.6131015 39.2846392, -76.6131109 39.2848021, -76.6131203 39.2848904, -76.6131216 39.2849572, -76.6131215 39.2850165, -76.6131257 39.285125, -76.6131203 39.2851904, -76.6131002 39.2852822, -76.6130787 39.2853533, -76.6130493 39.2854244, -76.6129976 39.285513, -76.6129246 39.2856029, -76.6128597 39.2856708, -76.6128117 39.2857184, -76.6124083 39.2860677, -76.612343 39.2861249, -76.612262 39.2861958)",MD 2,,
1081932627,True,1,East Conway Street,primary,30 mph,False,22.719,"LINESTRING (-76.613057 39.2843136, -76.6131806 39.2843044, -76.6133113 39.2843428)",,,
1081932636,True,2,East Conway Street,primary,30 mph,False,20.296,"LINESTRING (-76.6132745 39.2841975, -76.6130393 39.2842107)",,,
"[976863748, 1081932629, 188969430]",True,"['4', '3']",Light Street,primary,30 mph,False,99.64699999999999,"LINESTRING (-76.6132745 39.2841975, -76.6132557 39.2841201, -76.6132104 39.283783, -76.613208 39.2836792, -76.613184 39.283305)",MD 2,,
"[195059450, 506270092]",False,2,South Eutaw Street,residential,25 mph,False,117.40200000000002,"LINESTRING (-76.6207268 39.2862757, -76.620726 39.2862257, -76.6207254 39.2861835, -76.6207208 39.2861148, -76.6207182 39.2860773, -76.6206753 39.2854425, -76.6206662 39.2853071, -76.6206604 39.2852212)",,,
195059453,True,4,West Pratt Street,primary,30 mph,False,129.398,"LINESTRING (-76.6207268 39.2862757, -76.6206143 39.2862791, -76.6200404 39.2863, -76.6197427 39.2863104, -76.6194655 39.2863077, -76.6194095 39.2863089, -76.619362 39.2863096, -76.6192244 39.2863119)",,,
