osmid,name,highway,oneway,reversed,length,lanes,maxspeed,width,geometry,ref,access
9498018,Standish Avenue,residential,False,False,167.703,2,10 mph,6.1,"LINESTRING (-70.1866952 42.0545509, -70.186412 42.054868, -70.186566 42.054918, -70.186851 42.054991, -70.187193 42.055088, -70.187536 42.055188, -70.187828 42.055275)",,
509098214,Wareham Road,residential,False,True,122.639,2,10 mph,,"LINESTRING (-70.1866952 42.0545509, -70.1871721 42.0546837, -70.1873529 42.054707, -70.187531 42.0547369, -70.187706 42.0547381, -70.187881 42.0547342, -70.1880865 42.0547661, -70.1881281 42.0547866)",,
9497454,Center Street,residential,False,False,140.26999999999998,2,10 mph,5.5,"LINESTRING (-70.184241 42.0531358, -70.1842986 42.0531803, -70.1844478 42.0532955, -70.1846614 42.0534606, -70.1847357 42.053518, -70.185043 42.053775, -70.1853631 42.0540813)",,
235712539,Commercial Street,living_street,True,False,88.95,1,15 mph,6,"LINESTRING (-70.184241 42.0531358, -70.1844858 42.0529074, -70.184542 42.052857, -70.184658 42.052757, -70.18472 42.0527032, -70.1847985 42.0526351, -70.18493 42.052521)",,
9497566,Youngs Court,residential,False,False,84.688,1,5 mph,3.7,"LINESTRING (-70.1816 42.05489, -70.1822581 42.0554742)",,
235710753,Commercial Street,living_street,True,False,36.208,1,20 mph,6,"LINESTRING (-70.1816 42.05489, -70.1819446 42.0546886)",,
509098214,Wareham Road,residential,False,False,122.63900000000001,2,10 mph,,"LINESTRING (-70.1881281 42.0547866, -70.1880865 42.0547661, -70.187881 42.0547342, -70.187706 42.0547381, -70.187531 42.0547369, -70.1873529 42.054707, -70.1871721 42.0546837, -70.1866952 42.0545509)",,
596597033,Cemetery Road,residential,False,False,59.694,2,15 mph,4.9,"LINESTRING (-70.1881281 42.0547866, -70.187928 42.055116, -70.187828 42.055275)",,
596597033,Cemetery Road,residential,False,True,51.387,2,15 mph,4.9,"LINESTRING (-70.1881281 42.0547866, -70.1883056 42.0544982, -70.1883829 42.054365)",,
9497579,Mozart Avenue,residential,False,True,57.86899999999999,1,10 mph,3.0,"LINESTRING (-70.190672 42.05095, -70.190594 42.050746, -70.190552 42.050522, -70.190618 42.050456)",,
9497577,Johnson Street,residential,False,False,60.636,1,10 mph,6.7,"LINESTRING (-70.185255 42.054963, -70.1848625 42.0545021)",,
9497606,Railroad Avenue,residential,False,False,26.434,1,10 mph,4.9,"LINESTRING (-70.185255 42.054963, -70.184956 42.055048)",,
"[9497454, 9497606]","['Railroad Avenue', 'Center Street']",residential,False,True,145.715,"['1', '2']",10 mph,"['4.9', '5.5']","LINESTRING (-70.185255 42.054963, -70.185838 42.054837, -70.18587 42.05481, -70.18587 42.05478, -70.185621 42.05444, -70.1853631 42.0540813)",,
235710753,Commercial Street,living_street,True,False,15.266,1,20 mph,6,"LINESTRING (-70.1835645 42.0537072, -70.1836328 42.0536593, -70.183699 42.053613)",,
9497443,Cemetery Road,residential,False,False,28.939999999999998,2,15 mph,4.9,"LINESTRING (-70.188552 42.0541375, -70.1884251 42.0542944, -70.1883829 42.054365)",,
416809014,Alden Street,residential,True,False,224.106,1,10 mph,9.1,"LINESTRING (-70.188552 42.0541375, -70.188375 42.0539936, -70.188271 42.053915, -70.187837 42.053486, -70.187336 42.052917, -70.1870292 42.0526002, -70.1869645 42.0525082)",,
9497489,Holway Avenue,residential,False,False,68.83699999999999,1,10 mph,6.1,"LINESTRING (-70.191911 42.049792, -70.191826 42.050099, -70.191809 42.050372, -70.191785 42.050399)",,
9498047,Watsons Court,residential,False,False,97.694,1,10 mph,2.4,"LINESTRING (-70.191911 42.049792, -70.191798 42.049848, -70.191485 42.04981, -70.191321 42.049773, -70.1907784 42.0496739)",,
191509439,Winslow Street,residential,True,False,184.43800000000005,1,10 mph,12.2,"LINESTRING (-70.1881919 42.0510646, -70.1882419 42.0510784, -70.1882918 42.051094, -70.188664 42.051369, -70.188916 42.051547, -70.189078 42.051624, -70.189474 42.051809, -70.189519 42.05183, -70.189524 42.051832, -70.189654 42.051949, -70.189729 42.052072, -70.189794 42.052171)",,
"[951200280, 951200279]",Bradford Street,secondary,False,False,88.056,2,20 mph,10.7,"LINESTRING (-70.1881919 42.0510646, -70.1881395 42.0511412, -70.1880931 42.0512037, -70.1880076 42.0513216, -70.1879044 42.0514519, -70.187822 42.0515449, -70.1877254 42.0516478, -70.1876625 42.0517097, -70.1876342 42.051738)",MA 6A,
"[951200280, 1011042118]",Bradford Street,secondary,False,True,44.519,2,20 mph,10.7,"LINESTRING (-70.1881919 42.0510646, -70.1882219 42.0510386, -70.1884485 42.05091, -70.1886164 42.050819)",MA 6A,
892180048,Bradford Street,secondary,False,True,11.59,2,20 mph,10.7,"LINESTRING (-70.1916653 42.0481821, -70.1917473 42.0480975)",MA 6A,
580512154,Bradford Street,secondary,False,False,50.809,2,20 mph,10.7,"LINESTRING (-70.1916653 42.0481821, -70.1916352 42.0482122, -70.191321 42.0485265, -70.191297 42.0485481)",MA 6A,
633904942,Commercial Street,living_street,True,False,12.523,1,15 mph,9.1,"LINESTRING (-70.1856561 42.0518832, -70.185769 42.051808)",,yes
9497451,Ryder Street,residential,False,False,81.095,2,15 mph,18.3,"LINESTRING (-70.1876342 42.051738, -70.1876034 42.0517162, -70.1875847 42.0517029, -70.1873841 42.0515605, -70.1872807 42.051487, -70.1869932 42.051283, -70.1869708 42.051267, -70.1869137 42.051245)",,
951200279,Bradford Street,secondary,False,False,102.356,2,20 mph,10.7,"LINESTRING (-70.1876342 42.051738, -70.1875972 42.0517719, -70.1874259 42.0519287, -70.1874003 42.0519522, -70.1873212 42.0520303, -70.187243 42.0521163, -70.1871772 42.052208, -70.1871128 42.052308, -70.1870421 42.0524066, -70.1869645 42.0525082)",MA 6A,
"[951200280, 951200279]",Bradford Street,secondary,False,True,88.05600000000001,2,20 mph,10.7,"LINESTRING (-70.1876342 42.051738, -70.1876625 42.0517097, -70.1877254 42.0516478, -70.187822 42.0515449, -70.1879044 42.0514519, -70.1880076 42.0513216, -70.1880931 42.0512037, -70.1881395 42.0511412, -70.1881919 42.0510646)",MA 6A,
689137967,Winthrop Place,residential,False,True,32.485,,,,"LINESTRING (-70.1904997 42.048493, -70.190714 42.048248)",,
9497583,Prince Street,residential,False,True,94.075,2,10 mph,7.6,"LINESTRING (-70.1895045 42.0503484, -70.1895583 42.0503649, -70.189721 42.050418, -70.190051 42.050466, -70.190618 42.050456)",,
"[1011042118, 587281158]",Bradford Street,secondary,False,False,90.15299999999999,2,20 mph,10.7,"LINESTRING (-70.1895045 42.0503484, -70.1894296 42.0503991, -70.1893325 42.0504491, -70.1891649 42.0505339, -70.1889191 42.0506607, -70.1886164 42.050819)",MA 6A,
"[580512164, 587281158]",Bradford Street,secondary,False,True,111.01299999999999,2,20 mph,10.7,"LINESTRING (-70.1895045 42.0503484, -70.1895656 42.0503039, -70.1895752 42.0502962, -70.1896416 42.0502298, -70.1898403 42.0500191, -70.1899785 42.0498736, -70.1900622 42.0497857, -70.1902576 42.0495862, -70.1903005 42.0495451)",MA 6A,
1213677667,Bradford Street,secondary,False,True,7.34,2,25 mph,10.7,"LINESTRING (-70.1844067 42.0548598, -70.1844673 42.0548115)",MA 6A,
591671137,Rail Road Avenue,residential,False,True,61.711,1,10 mph,,"LINESTRING (-70.1844067 42.0548598, -70.1846442 42.0551184, -70.184956 42.055048)",,
1213677667,Bradford Street,secondary,False,False,53.137,2,25 mph,10.7,"LINESTRING (-70.1844067 42.0548598, -70.1842793 42.054955, -70.1841888 42.0550175, -70.1840989 42.055073, -70.1840045 42.0551192, -70.1839102 42.0551602)",MA 6A,
