osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,lanes,junction,bridge
101801417,False,,Bartletts Road,residential,True,26.886,"LINESTRING (-2.6042254 51.4354267, -2.6039963 51.4352316)",,,,
"[101801413, 44033943]",False,,"['Stanley Street South', 'Stanley Terrace']",residential,True,119.101,"LINESTRING (-2.6042254 51.4354267, -2.6041645 51.4354535, -2.6035663 51.4359255, -2.6035606 51.4359394, -2.6035754 51.435957, -2.604052 51.4362079)",,,,
154676296,False,A38,West Street,trunk,False,51.007,"LINESTRING (-2.6056125 51.4364239, -2.6050916 51.4367479)",20 mph,,,
154676296,False,A38,West Street,trunk,True,15.453,"LINESTRING (-2.6056125 51.4364239, -2.6057767 51.4363299)",20 mph,,,
101801417,False,,Bartletts Road,residential,True,53.006,"LINESTRING (-2.6056125 51.4364239, -2.6053045 51.4362294, -2.6051714 51.4361556, -2.6050609 51.4360941)",,,,
4436943,True,A3029,Winterstoke Road,trunk,False,39.771,"LINESTRING (-2.6103341 51.433174, -2.6100373 51.4331404, -2.6097659 51.4331285)",,2,,
94406368,True,,Winterstoke Close,residential,False,71.21199999999999,"LINESTRING (-2.6103341 51.433174, -2.6102454 51.4332461, -2.6102238 51.4332608, -2.6101792 51.4332641, -2.6100728 51.4332519, -2.6099613 51.4332494, -2.6098635 51.4332549, -2.6097393 51.4332742, -2.6095745 51.4333091, -2.6095241 51.4333083, -2.6094251 51.4332518)",,,,
23783471,True,A38,Bedminster Down Road,trunk,False,76.06,"LINESTRING (-2.6094251 51.4332518, -2.6092363 51.4333232, -2.6084885 51.4336081)",,,,
100337595,False,,Cromwell Street,residential,False,69.036,"LINESTRING (-2.6020968 51.4386416, -2.6024763 51.4384895, -2.6025222 51.4384886, -2.602913 51.4386819)",,,,
100531318,False,,Westbourne Grove,residential,True,69.755,"LINESTRING (-2.601794 51.4394359, -2.6022741 51.4397707, -2.6024288 51.4398786, -2.6024647 51.4399036)",20 mph,,,
154676296,False,A38,West Street,trunk,False,63.179,"LINESTRING (-2.601794 51.4394359, -2.6012201 51.4396575, -2.6010191 51.4397351)",20 mph,,,
154676296,False,A38,West Street,trunk,True,44.567,"LINESTRING (-2.601794 51.4394359, -2.6020164 51.4393347, -2.6021699 51.4392682, -2.6022903 51.4391842)",20 mph,,,
154676287,True,,British Road,residential,False,19.305,"LINESTRING (-2.6029021 51.4396626, -2.6031116 51.4395482)",,,,
154676287,True,,British Road,residential,False,58.079,"LINESTRING (-2.6017877 51.4403201, -2.601873 51.4402669, -2.6023082 51.4399955, -2.6023801 51.4399507)",,,,
154676287,True,,British Road,residential,False,20.509,"LINESTRING (-2.6024647 51.4399036, -2.6026937 51.4397868)",,,,
100531318,False,,Westbourne Grove,residential,False,69.755,"LINESTRING (-2.6024647 51.4399036, -2.6024288 51.4398786, -2.6022741 51.4397707, -2.601794 51.4394359)",20 mph,,,
154676296,False,A38,West Street,trunk,False,17.338,"LINESTRING (-2.606522 51.4358842, -2.6063345 51.4359874)",20 mph,,,
100874694,False,,Churchlands Road,residential,False,104.07300000000001,"LINESTRING (-2.606522 51.4358842, -2.6059788 51.4355122, -2.6055374 51.435178)",,,,
154676296,False,A38,West Street,trunk,True,51.509,"LINESTRING (-2.606522 51.4358842, -2.6068164 51.4357188, -2.6070661 51.4355688)",20 mph,,,
100874694,False,,Churchlands Road,residential,True,104.07300000000001,"LINESTRING (-2.6055374 51.435178, -2.6059788 51.4355122, -2.606522 51.4358842)",,,,
101801387,False,,Brighton Terrace,residential,False,69.39,"LINESTRING (-2.6055374 51.435178, -2.605774 51.4350443, -2.606321 51.4347907)",,,,
"[101801424, 101801394, 101801387]",False,,"['Brighton Terrace', 'Brighton Crescent', 'Temple Street']",residential,"[False, True]",307.398,"LINESTRING (-2.6055374 51.435178, -2.6054274 51.4352428, -2.6053269 51.435273, -2.6052348 51.4352576, -2.6051617 51.435205, -2.6050726 51.4351221, -2.6050614 51.4350673, -2.605099 51.4350248, -2.6065535 51.4342113, -2.6071008 51.4339488, -2.6074999 51.4337949, -2.6079279 51.4336063)",20 mph,,,
32339453,True,A38,Parson Street,trunk,False,50.897,"LINESTRING (-2.607244 51.4329312, -2.6071771 51.432885, -2.606766 51.4325838)",,,,
"[100874698, 102967863]",False,,"['Mansfield Street', 'Hall Street']",residential,False,527.042,"LINESTRING (-2.607244 51.4329312, -2.6066137 51.4332459, -2.6059893 51.4335047, -2.6053081 51.4337752, -2.6047613 51.43399, -2.6043306 51.4340569, -2.6042054 51.4340652, -2.6041015 51.4340556, -2.6040352 51.4340359, -2.6039861 51.4340023, -2.6039471 51.4339618, -2.6039234 51.433915, -2.603918 51.433864, -2.6039592 51.4337986, -2.6039617 51.433797, -2.6040137 51.4337641, -2.6041665 51.4336952, -2.6044311 51.4335925, -2.6048377 51.433418, -2.6060567 51.4329285, -2.6062437 51.4328461, -2.606766 51.4325838)",20 mph,,,
100874699,False,,Shepton Walk,residential,False,70.239,"LINESTRING (-2.602415 51.434834, -2.6031832 51.4344221)",20 mph,,,
100874699,False,,Shepton Walk,residential,True,70.239,"LINESTRING (-2.6031832 51.4344221, -2.602415 51.434834)",20 mph,,,
102967868,False,,Shepton Walk,residential,False,56.196,"LINESTRING (-2.6031832 51.4344221, -2.6036447 51.4348376)",,,,
100874699,False,,Shepton Walk,residential,False,74.21300000000001,"LINESTRING (-2.6031832 51.4344221, -2.603183 51.4343958, -2.6031691 51.4343628, -2.6030045 51.4341352, -2.6028365 51.433905, -2.6027871 51.4338579, -2.602742 51.4338188)",20 mph,,,
203792896,False,B3122,Bedminster Road,secondary,False,33.566,"LINESTRING (-2.6009723 51.4348663, -2.6006246 51.4350764)",30 mph,,,
100874700,False,,Saint Dunstans Road,residential,False,226.66699999999997,"LINESTRING (-2.6009723 51.4348663, -2.6015572 51.4351893, -2.6015783 51.4352254, -2.6015919 51.4352644, -2.6015849 51.4352978, -2.6015588 51.4353228, -2.6002145 51.436293, -2.6001678 51.436315, -2.6001335 51.4363278, -2.6000906 51.4363279, -2.6000284 51.4363213)",20 mph,,,
203792896,False,B3122,Bedminster Road,secondary,True,169.347,"LINESTRING (-2.6009723 51.4348663, -2.6016455 51.4344199, -2.6019042 51.4342781, -2.602742 51.4338188)",30 mph,,,
100874700,False,,Saint Dunstans Road,residential,True,226.66699999999997,"LINESTRING (-2.6000284 51.4363213, -2.6000906 51.4363279, -2.6001335 51.4363278, -2.6001678 51.436315, -2.6002145 51.436293, -2.6015588 51.4353228, -2.6015849 51.4352978, -2.6015919 51.4352644, -2.6015783 51.4352254, -2.6015572 51.4351893, -2.6009723 51.4348663)",20 mph,,,
100874701,False,,Clinton Road,residential,False,116.70100000000001,"LINESTRING (-2.6000284 51.4363213, -2.6001957 51.4357542, -2.6002745 51.4354968, -2.6002846 51.4354362, -2.6002523 51.4353839, -2.6002034 51.4353371, -2.6001717 51.4353046)",20 mph,,,
100874701,False,,Clinton Road,residential,True,99.643,"LINESTRING (-2.6000284 51.4363213, -2.5997813 51.4371065, -2.599732 51.4371485, -2.5996845 51.4371809)",20 mph,,,
154676296,False,A38,West Street,trunk,True,10.687,"LINESTRING (-2.6043933 51.4372322, -2.6044974 51.4371613)",20 mph,,,
100874702,False,,Argus Road,residential,False,105.354,"LINESTRING (-2.6043933 51.4372322, -2.6037942 51.436944, -2.6032233 51.4366283)",,,,
154676296,False,A38,West Street,trunk,False,61.222,"LINESTRING (-2.6043933 51.4372322, -2.6042748 51.4373223, -2.6038556 51.4376689)",20 mph,,,
101100626,False,,Beaufort Street,residential,True,63.026,"LINESTRING (-2.6046289 51.4357698, -2.604052 51.4362079)",,,,
101801417,False,,Bartletts Road,residential,True,47.306,"LINESTRING (-2.6046289 51.4357698, -2.6042254 51.4354267)",,,,
101801417,False,,Bartletts Road,residential,False,46.874,"LINESTRING (-2.6046289 51.4357698, -2.6046899 51.4358139, -2.6050609 51.4360941)",,,,
101100625,False,,Buckingham Street,residential,True,54.789,"LINESTRING (-2.6050609 51.4360941, -2.6045463 51.4364681)",,,,
101801417,False,,Bartletts Road,residential,False,53.006,"LINESTRING (-2.6050609 51.4360941, -2.6051714 51.4361556, -2.6053045 51.4362294, -2.6056125 51.4364239)",,,,
101801417,False,,Bartletts Road,residential,True,46.874,"LINESTRING (-2.6050609 51.4360941, -2.6046899 51.4358139, -2.6046289 51.4357698)",,,,
44033943,False,,Stanley Street South,residential,False,44.845,"LINESTRING (-2.6045463 51.4364681, -2.604052 51.4362079)",,,,
101100625,False,,Buckingham Street,residential,False,54.789,"LINESTRING (-2.6045463 51.4364681, -2.6050609 51.4360941)",,,,
44033943,False,,Stanley Street South,residential,True,48.955999999999996,"LINESTRING (-2.6045463 51.4364681, -2.6046048 51.4364981, -2.6050916 51.4367479)",,,,
44033943,False,,Stanley Street South,residential,True,44.845,"LINESTRING (-2.604052 51.4362079, -2.6045463 51.4364681)",,,,
101100626,False,,Beaufort Street,residential,False,63.026,"LINESTRING (-2.604052 51.4362079, -2.6046289 51.4357698)",,,,
"[101801413, 44033943]",False,,"['Stanley Street South', 'Stanley Terrace']",residential,False,119.101,"LINESTRING (-2.604052 51.4362079, -2.6035754 51.435957, -2.6035606 51.4359394, -2.6035663 51.4359255, -2.6041645 51.4354535, -2.6042254 51.4354267)",,,,
101100632,False,,Thanet Road,residential,False,182.055,"LINESTRING (-2.609774 51.4338364, -2.6092412 51.4342598, -2.6091932 51.4343337, -2.6089403 51.4350975, -2.6087809 51.4353154)",,,,
154518418,False,,Palmyra Road,residential,False,38.621,"LINESTRING (-2.6087809 51.4353154, -2.6092739 51.4354772)",20 mph,,,
154518418,False,,Palmyra Road,residential,True,48.274,"LINESTRING (-2.6087809 51.4353154, -2.6081691 51.435108)",20 mph,,,
101100632,False,,Thanet Road,residential,True,182.055,"LINESTRING (-2.6087809 51.4353154, -2.6089403 51.4350975, -2.6091932 51.4343337, -2.6092412 51.4342598, -2.609774 51.4338364)",,,,
101100636,False,,Highridge Road,residential,False,99.846,"LINESTRING (-2.6085323 51.4342393, -2.6083821 51.4346139, -2.6082426 51.4349617, -2.6081691 51.435108)",,,,
154518418,False,,Palmyra Road,residential,False,48.274,"LINESTRING (-2.6081691 51.435108, -2.6087809 51.4353154)",20 mph,,,
154518418,False,,Palmyra Road,residential,True,33.185,"LINESTRING (-2.6081691 51.435108, -2.6077453 51.4349692)",20 mph,,,
101100636,False,,Highridge Road,residential,True,99.846,"LINESTRING (-2.6081691 51.435108, -2.6082426 51.4349617, -2.6083821 51.4346139, -2.6085323 51.4342393)",,,,
101801417,False,,Bartletts Road,residential,False,26.886,"LINESTRING (-2.6039963 51.4352316, -2.6042254 51.4354267)",,,,
100874702,False,,Argus Road,residential,True,54.534,"LINESTRING (-2.60264 51.4362992, -2.6032233 51.4366283)",,,,
"[100874702, 101801391]",False,,"['Hope Road', 'Argus Road']",residential,"[False, True]",33.495,"LINESTRING (-2.60264 51.4362992, -2.6025912 51.4362723, -2.602303 51.4364611)",,,,
101801403,False,,Argus Court,residential,True,38.943,"LINESTRING (-2.60264 51.4362992, -2.6028427 51.4361464, -2.6030487 51.4360652)",,,,
100874702,False,,Argus Road,residential,False,54.534,"LINESTRING (-2.6032233 51.4366283, -2.60264 51.4362992)",,,,
107437566,False,,Cripps Road,residential,True,36.05,"LINESTRING (-2.6032233 51.4366283, -2.6028851 51.4368746)",,,,
100874702,False,,Argus Road,residential,True,105.354,"LINESTRING (-2.6032233 51.4366283, -2.6037942 51.436944, -2.6043933 51.4372322)",,,,
"[100874702, 101801391]",False,,"['Hope Road', 'Argus Road']",residential,"[False, True]",33.495,"LINESTRING (-2.602303 51.4364611, -2.6025912 51.4362723, -2.60264 51.4362992)",,,,
101801403,False,,Argus Court,residential,False,5.312,"LINESTRING (-2.6031082 51.4360953, -2.6030487 51.4360652)",,,,
107437566,False,,Cripps Road,residential,False,36.05,"LINESTRING (-2.6028851 51.4368746, -2.6032233 51.4366283)",,,,
101801387,False,,Brighton Terrace,residential,True,69.39,"LINESTRING (-2.606321 51.4347907, -2.605774 51.4350443, -2.6055374 51.435178)",,,,
578649348,False,A38,West Street,trunk,False,2.778,"LINESTRING (-2.6077094 51.4350432, -2.6076967 51.4350669)",20 mph,,,
578649348,False,A38,West Street,trunk,True,8.597,"LINESTRING (-2.6077094 51.4350432, -2.6077453 51.4349692)",20 mph,,,
101801410,False,,Harptree Grove,residential,False,70.30199999999999,"LINESTRING (-2.6077094 51.4350432, -2.6075866 51.4350114, -2.6075269 51.4349929, -2.6073232 51.4348626, -2.6071175 51.4347311, -2.6071736 51.4345933)",,,,
101801410,False,,Harptree Grove,residential,True,70.302,"LINESTRING (-2.6071736 51.4345933, -2.6071175 51.4347311, -2.6073232 51.4348626, -2.6075269 51.4349929, -2.6075866 51.4350114, -2.6077094 51.4350432)",,,,
4432344,False,B3122,Bedminster Road,secondary,False,266.133,"LINESTRING (-2.6058704 51.4323797, -2.6033077 51.433559, -2.6029847 51.433707, -2.6027812 51.4338007)",30 mph,,,
102623408,True,,Parson Street,trunk_link,False,53.19499999999999,"LINESTRING (-2.6066058 51.4324528, -2.6062683 51.4323751, -2.6061767 51.4323592, -2.6061089 51.4323524, -2.6060314 51.4323542, -2.6059577 51.4323637, -2.6058704 51.4323797)",,1,,
100874701,False,,Clinton Road,residential,True,5.956,"LINESTRING (-2.5996845 51.4371809, -2.5996337 51.4372241)",20 mph,,,
100874701,False,,Clinton Road,residential,False,99.643,"LINESTRING (-2.5996845 51.4371809, -2.599732 51.4371485, -2.5997813 51.4371065, -2.6000284 51.4363213)",20 mph,,,
102967868,False,,Shepton Walk,residential,True,56.196,"LINESTRING (-2.6036447 51.4348376, -2.6031832 51.4344221)",,,,
102967875,False,,Honeywicke Close,residential,False,278.445,"LINESTRING (-2.6036447 51.4348376, -2.603479 51.4349247, -2.6034365 51.4349634, -2.6033984 51.4350201, -2.60336 51.4350503, -2.6031548 51.4351529, -2.6030829 51.4352162, -2.6030648 51.4352551, -2.6030248 51.4352937, -2.6028085 51.4354031, -2.6025233 51.4355765, -2.6022307 51.4357475, -2.6019613 51.4359345, -2.6018925 51.4359897, -2.6017329 51.4360831, -2.6016585 51.4361288, -2.6012367 51.4363878, -2.6008634 51.436622)",,,,
102967875,False,,Honeywicke Close,residential,True,71.322,"LINESTRING (-2.6036447 51.4348376, -2.6037908 51.4347611, -2.6039685 51.4346603, -2.6041075 51.4346276, -2.6043409 51.4345879, -2.6044506 51.434558, -2.6045238 51.434528)",,,,
102967875,False,,Honeywicke Close,residential,True,278.445,"LINESTRING (-2.6008634 51.436622, -2.6012367 51.4363878, -2.6016585 51.4361288, -2.6017329 51.4360831, -2.6018925 51.4359897, -2.6019613 51.4359345, -2.6022307 51.4357475, -2.6025233 51.4355765, -2.6028085 51.4354031, -2.6030248 51.4352937, -2.6030648 51.4352551, -2.6030829 51.4352162, -2.6031548 51.4351529, -2.60336 51.4350503, -2.6033984 51.4350201, -2.6034365 51.4349634, -2.603479 51.4349247, -2.6036447 51.4348376)",,,,
100874701,False,,Clinton Road,residential,False,5.956,"LINESTRING (-2.5996337 51.4372241, -2.5996845 51.4371809)",20 mph,,,
4436645,True,B3122,,secondary,False,15.312999999999999,"LINESTRING (-2.5978894 51.4356088, -2.5979315 51.4356264, -2.5979614 51.4356509, -2.5979787 51.4356864, -2.5979769 51.435713, -2.597971 51.435724)",30 mph,,roundabout,
194521735,True,B3122,Bedminster Road,secondary,False,31.83,"LINESTRING (-2.5978894 51.4356088, -2.5980171 51.4356105, -2.5981917 51.4356205, -2.5983459 51.4356357)",30 mph,,,
"[618362274, 618362275, 4424871]",False,B3120,St John's Lane,secondary,True,78.08800000000001,"LINESTRING (-2.599378 51.4371957, -2.5995609 51.4373189, -2.5995786 51.4373298, -2.5996989 51.4374102, -2.599845 51.4375077, -2.5999301 51.4375645, -2.6000976 51.4377325)",30 mph,,,
102967938,True,,Clinton Road,residential,False,21.313000000000002,"LINESTRING (-2.599378 51.4371957, -2.5995028 51.4371879, -2.5996845 51.4371809)",20 mph,,,
419944375,False,B3120,St John's Lane,secondary,False,30.619,"LINESTRING (-2.599378 51.4371957, -2.5991383 51.4370641, -2.599062 51.4370045)",30 mph,,,
107300391,False,,Graham Road,residential,True,32.811,"LINESTRING (-2.6042355 51.4404819, -2.6046214 51.440311)",20 mph,,,
23694995,True,,Hebron Road,residential,False,129.99099999999999,"LINESTRING (-2.6042355 51.4404819, -2.6038535 51.4401132, -2.6031116 51.4395482)",20 mph,,,
"[4599057, 107300390]",False,,"['The Nursery', 'Martin Street']",residential,False,79.121,"LINESTRING (-2.6099029 51.4393282, -2.6094492 51.4395258, -2.6095614 51.4396301, -2.6097679 51.4398338)",,,,
107300392,False,,Thistle Street,residential,False,38.399,"LINESTRING (-2.6102326 51.4396458, -2.6097679 51.4398338)",,,,
107300391,False,,Graham Road,residential,False,32.811,"LINESTRING (-2.6046214 51.440311, -2.6042355 51.4404819)",20 mph,,,
107300392,False,,Thistle Street,residential,True,38.399,"LINESTRING (-2.6097679 51.4398338, -2.6102326 51.4396458)",,,,
4599057,False,,The Nursery,residential,False,59.86899999999999,"LINESTRING (-2.6097679 51.4398338, -2.6100561 51.4401068, -2.6100929 51.4401523, -2.6101045 51.4401832, -2.6100983 51.4402124, -2.610069 51.4402788, -2.610056 51.4403083)",,,,
"[4599057, 107300390]",False,,"['Martin Street', 'The Nursery']",residential,True,79.12100000000001,"LINESTRING (-2.6097679 51.4398338, -2.6095614 51.4396301, -2.6094492 51.4395258, -2.6099029 51.4393282)",,,,
107437554,False,,Derry Road,residential,True,52.947,"LINESTRING (-2.6101046 51.4348523, -2.6102007 51.4348663, -2.6104763 51.4349066, -2.6105627 51.4351386)",,,,
107437565,False,,Church Road,residential,False,18.558,"LINESTRING (-2.5987771 51.440452, -2.5986568 51.4403029)",,,,
107437565,False,,Church Road,residential,True,61.058,"LINESTRING (-2.5987771 51.440452, -2.5991564 51.4409476)",,,,
107437562,False,,New John Street,unclassified,False,70.778,"LINESTRING (-2.5987771 51.440452, -2.5991025 51.440347, -2.5993748 51.4402592, -2.599363 51.4400423)",20 mph,,,
107437555,False,,Church Lane,residential,True,52.032000000000004,"LINESTRING (-2.5970759 51.439883, -2.597259 51.439969, -2.597327 51.440001, -2.5975814 51.4401717, -2.5976214 51.4402016)",,,,
202760229,True,A38,Malago Road,trunk,False,113.77200000000002,"LINESTRING (-2.5970759 51.439883, -2.5974619 51.439603, -2.5977278 51.4394426, -2.597871 51.4393358, -2.5980804 51.4390834)",30 mph,,,
107437565,False,,Church Road,residential,False,61.058,"LINESTRING (-2.5991564 51.4409476, -2.5987771 51.440452)",,,,
107437541,False,,St Johns Road,residential,False,63.367,"LINESTRING (-2.5996656 51.4400285, -2.5990275 51.4396204)",,,,
107437547,False,,St John Street,unclassified,True,84.55000000000001,"LINESTRING (-2.5996656 51.4400285, -2.5997346 51.4400633, -2.6000782 51.4400797, -2.6002077 51.4400748, -2.6002428 51.4400694, -2.6006684 51.4399936, -2.6008395 51.4399631)",,,,
107437560,False,,St John Street,unclassified,False,21.397,"LINESTRING (-2.5996656 51.4400285, -2.5995704 51.4400495, -2.599363 51.4400423)",,,,
154518416,False,,Luckwell Road,tertiary,True,33.836,"LINESTRING (-2.6111549 51.4347816, -2.6111005 51.435084)",20 mph,,,
154518416,False,,Luckwell Road,tertiary,False,127.49400000000001,"LINESTRING (-2.6111549 51.4347816, -2.611345 51.4337422, -2.6113584 51.4336531, -2.6113601 51.4336422)",20 mph,,,
107437552,False,,Saint Johns Road,residential,False,26.17,"LINESTRING (-2.5983862 51.4392128, -2.5983154 51.4391668, -2.598258 51.4391295, -2.5980804 51.4390834)",,,,
107437560,False,,St John Street,unclassified,True,16.175,"LINESTRING (-2.59913 51.4400342, -2.599363 51.4400423)",,,,
107437560,False,,St John Street,unclassified,False,16.175,"LINESTRING (-2.599363 51.4400423, -2.59913 51.4400342)",,,,
107437560,False,,St John Street,unclassified,True,21.397,"LINESTRING (-2.599363 51.4400423, -2.5995704 51.4400495, -2.5996656 51.4400285)",,,,
107437562,False,,New John Street,unclassified,True,70.77799999999999,"LINESTRING (-2.599363 51.4400423, -2.5993748 51.4402592, -2.5991025 51.440347, -2.5987771 51.440452)",20 mph,,,
107437556,True,,Saint Johns Road,residential,False,3.861,"LINESTRING (-2.5984272 51.4392363, -2.5983862 51.4392128)",,,,
107437541,False,,St Johns Road,residential,True,59.626000000000005,"LINESTRING (-2.5984272 51.4392363, -2.5985265 51.4392999, -2.5986164 51.4393575, -2.5986431 51.4393745, -2.5990275 51.4396204)",,,,
107437539,False,,Sheene Way,unclassified,False,21.212,"LINESTRING (-2.6013812 51.4378685, -2.6013034 51.437684)",30 mph,,,
107437552,False,,Saint Johns Road,residential,True,26.17,"LINESTRING (-2.5980804 51.4390834, -2.598258 51.4391295, -2.5983154 51.4391668, -2.5983862 51.4392128)",,,,
"[202760229, 419944374]",True,A38,Malago Road,trunk,False,210.048,"LINESTRING (-2.5980804 51.4390834, -2.5983266 51.4387469, -2.5984948 51.4385909, -2.5985325 51.4385491, -2.5989983 51.4382808, -2.5991283 51.4382079, -2.5995255 51.4379852, -2.5996694 51.437885, -2.5998317 51.4377989, -2.6000976 51.4377325)",30 mph,,,
107437565,False,,Church Road,residential,True,18.558,"LINESTRING (-2.5986568 51.4403029, -2.5987771 51.440452)",,,,
107437555,False,,Church Lane,residential,False,52.032000000000004,"LINESTRING (-2.5976214 51.4402016, -2.5975814 51.4401717, -2.597327 51.440001, -2.597259 51.439969, -2.5970759 51.439883)",,,,
154676285,True,A38,,trunk_link,False,25.103,"LINESTRING (-2.6084885 51.4336081, -2.6083938 51.4336231, -2.6083315 51.4336297, -2.6082956 51.4336296, -2.6082217 51.4336256, -2.6081337 51.4336108)",,2,,
154676297,True,A38,West Street,trunk,False,34.126999999999995,"LINESTRING (-2.6084885 51.4336081, -2.6084407 51.4336349, -2.6083857 51.4336791, -2.6083071 51.4337515, -2.6081986 51.4338548)",,1,,
"[32339454, 32339453, 850111230]",True,A38,Parson Street,trunk,False,88.39899999999999,"LINESTRING (-2.608027 51.4335586, -2.6078258 51.4333962, -2.6077708 51.4333518, -2.6076709 51.4332712, -2.6075969 51.4332115, -2.6073667 51.4330237, -2.607244 51.4329312)",,,,yes
671732666,False,B3120,North Street,secondary,False,44.521,"LINESTRING (-2.6045333 51.4407935, -2.6051378 51.4406581)",20 mph,2,,
671732666,False,B3120,North Street,secondary,True,2.827,"LINESTRING (-2.6045333 51.4407935, -2.6044948 51.4408019)",20 mph,2,,
23694995,True,,Hebron Road,residential,False,40.337999999999994,"LINESTRING (-2.6045333 51.4407935, -2.6044052 51.440653, -2.6042355 51.4404819)",20 mph,,,
671732666,False,B3120,North Street,secondary,False,2.679,"LINESTRING (-2.6051378 51.4406581, -2.6051742 51.44065)",20 mph,2,,
671732666,False,B3120,North Street,secondary,True,44.521,"LINESTRING (-2.6051378 51.4406581, -2.6045333 51.4407935)",20 mph,2,,
"[1076039315, 23695014]",False,,Melville Terrace,residential,False,115.006,"LINESTRING (-2.6051378 51.4406581, -2.6050588 51.4405405, -2.604883 51.4403773, -2.6047527 51.4402747, -2.6042005 51.4398087)",20 mph,,,
4652236,False,,Luckwell Road,tertiary,False,72.093,"LINESTRING (-2.610565 51.4404424, -2.61067 51.4403665, -2.6107847 51.4402815, -2.6108892 51.4402052, -2.6112356 51.4399468)",20 mph,,,
154512898,False,B3120,North Street,secondary,False,39.007,"LINESTRING (-2.610565 51.4404424, -2.610843 51.4405814, -2.6110031 51.4406626)",20 mph,,,
154512898,False,B3120,North Street,secondary,True,38.351,"LINESTRING (-2.610565 51.4404424, -2.6104157 51.4403943, -2.610056 51.4403083)",20 mph,,,
154518418,False,,Palmyra Road,residential,False,33.185,"LINESTRING (-2.6077453 51.4349692, -2.6081691 51.435108)",20 mph,,,
578649348,False,A38,West Street,trunk,False,8.597,"LINESTRING (-2.6077453 51.4349692, -2.6077094 51.4350432)",20 mph,,,
"[578649266, 578649348]",False,A38,West Street,trunk,True,127.892,"LINESTRING (-2.6077453 51.4349692, -2.6078116 51.4348053, -2.6079194 51.4345364, -2.6079467 51.4344613, -2.6080811 51.4340915, -2.608117 51.4340151, -2.6081986 51.4338548)","['20 mph', '30 mph']",,,
154518414,False,,Dorset Street,residential,True,65.713,"LINESTRING (-2.60661 51.4397546, -2.6068095 51.440062, -2.6068263 51.4400971, -2.6069282 51.4403106)",,,,
154518418,False,,Palmyra Road,residential,False,58.304,"LINESTRING (-2.6092739 51.4354772, -2.6100022 51.4357395)",20 mph,,,
154518418,False,,Palmyra Road,residential,True,38.621,"LINESTRING (-2.6092739 51.4354772, -2.6087809 51.4353154)",20 mph,,,
154520456,False,,Avonleigh Road,residential,False,97.542,"LINESTRING (-2.6092739 51.4354772, -2.6094864 51.4353912, -2.6098621 51.4352764, -2.6102245 51.4351943, -2.6105627 51.4351386)",,,,
154520456,False,,Avonleigh Road,residential,True,106.779,"LINESTRING (-2.6092739 51.4354772, -2.6090407 51.4355701, -2.6080129 51.4360284)",,,,
154520457,False,,Elmdale Road,residential,False,91.174,"LINESTRING (-2.6112798 51.4355446, -2.6100022 51.4357395)",,,,
154518416,False,,Luckwell Road,tertiary,False,52.703,"LINESTRING (-2.6112798 51.4355446, -2.6111337 51.435173, -2.6111005 51.435084)",20 mph,,,
154520456,False,,Avonleigh Road,residential,True,91.835,"LINESTRING (-2.6080129 51.4360284, -2.6069857 51.43655)",,,,
154520458,False,,Hengaston Street,residential,False,54.517,"LINESTRING (-2.6080129 51.4360284, -2.6085313 51.4363971)",,,,
154520456,False,,Avonleigh Road,residential,False,106.779,"LINESTRING (-2.6080129 51.4360284, -2.6090407 51.4355701, -2.6092739 51.4354772)",,,,
154520458,False,,Hengaston Street,residential,True,83.357,"LINESTRING (-2.6080129 51.4360284, -2.6078775 51.4359716, -2.6074313 51.4357749, -2.6072658 51.4356875, -2.6070661 51.4355688)",,,,
154520456,False,,Avonleigh Road,residential,False,91.835,"LINESTRING (-2.6069857 51.43655, -2.6080129 51.4360284)",,,,
558378721,False,,Chessel Street,unclassified,True,21.39,"LINESTRING (-2.6069857 51.43655, -2.6071615 51.4367081)",20 mph,,,
558378721,False,,Chessel Street,unclassified,False,77.146,"LINESTRING (-2.6069857 51.43655, -2.6065948 51.4362079, -2.6063345 51.4359874)",20 mph,,,
154520461,False,,Pembery Road,residential,False,56.649,"LINESTRING (-2.6086007 51.4367019, -2.6091812 51.4370605)",,,,
154520459,False,,Jasper Street,residential,False,46.529,"LINESTRING (-2.6082665 51.4368688, -2.6077305 51.4371207)",,,,
154520457,False,,Elmdale Road,residential,True,94.533,"LINESTRING (-2.607459 51.4369224, -2.6085313 51.4363971)",,,,
558378721,False,,Chessel Street,unclassified,True,28.989,"LINESTRING (-2.607459 51.4369224, -2.6077305 51.4371207)",20 mph,,,
558378721,False,,Chessel Street,unclassified,False,31.514,"LINESTRING (-2.607459 51.4369224, -2.6074284 51.4369, -2.6071615 51.4367081)",20 mph,,,
4515080,False,,Garnet Street,residential,True,80.166,"LINESTRING (-2.6091812 51.4370605, -2.60829 51.43752)",,,,
154520461,False,,Pembery Road,residential,True,56.649,"LINESTRING (-2.6091812 51.4370605, -2.6086007 51.4367019)",,,,
4515080,False,,Garnet Street,residential,False,48.632999999999996,"LINESTRING (-2.6091812 51.4370605, -2.6093587 51.4369483, -2.6096091 51.4367161)",,,,
154520459,False,,Jasper Street,residential,False,124.131,"LINESTRING (-2.6077305 51.4371207, -2.6062933 51.4377867)",,,,
154520459,False,,Jasper Street,residential,True,46.529,"LINESTRING (-2.6077305 51.4371207, -2.6082665 51.4368688)",,,,
