osmid,oneway,lanes,highway,maxspeed,junction,reversed,length,geometry,name,ref,bridge
43899019,False,,primary,30 mph,,True,92.026,"LINESTRING (-0.4846479 51.5446448, -0.4853021 51.544584, -0.4854298 51.5445661, -0.4859577 51.5445003)",Rockingham Road,A4007,
"[71394864, 46114154]",False,"['1', '2']",residential,20 mph,,True,176.04200000000003,"LINESTRING (-0.4846479 51.5446448, -0.4846586 51.544876, -0.4846642 51.5451167, -0.4846673 51.5452204, -0.4846698 51.5453046, -0.4847834 51.5453379, -0.484897 51.5454626, -0.485004 51.5456205, -0.4851109 51.5457868, -0.4851911 51.5459156, -0.4853782 51.5460943)",Rockingham Parade,,
"[71394864, 46114154]",False,"['1', '2']",residential,20 mph,,False,176.042,"LINESTRING (-0.4853782 51.5460943, -0.4851911 51.5459156, -0.4851109 51.5457868, -0.485004 51.5456205, -0.484897 51.5454626, -0.4847834 51.5453379, -0.4846698 51.5453046, -0.4846673 51.5452204, -0.4846642 51.5451167, -0.4846586 51.544876, -0.4846479 51.5446448)",Rockingham Parade,,
4408749,False,,residential,,,False,23.104,"LINESTRING (-0.4828837 51.5434635, -0.4832088 51.5434156)",Wellington Road,,
639550198,False,,residential,,,True,59.8,"LINESTRING (-0.4828837 51.5434635, -0.4831427 51.5439766)",How's Road,,
4408749,False,,residential,,,True,22.177999999999997,"LINESTRING (-0.4828837 51.5434635, -0.4827519 51.5434834, -0.4825711 51.543508)",Wellington Road,,
71394513,False,,residential,,,False,36.32899999999999,"LINESTRING (-0.4830992 51.5456691, -0.4830657 51.5456406, -0.483043 51.5456122, -0.4830287 51.5455878, -0.4830252 51.5455652, -0.4830262 51.5455165, -0.4830283 51.5453542)",Cross Road,,
"[71394513, 71394526]",False,,residential,,,True,116.148,"LINESTRING (-0.4830992 51.5456691, -0.4831369 51.5457207, -0.4831556 51.545784, -0.4831582 51.5458165, -0.4831541 51.5458481, -0.4831481 51.5458829, -0.4831353 51.5459186, -0.4831154 51.5459495, -0.4830888 51.5459795, -0.4830383 51.5460272, -0.4830126 51.5460549, -0.4830007 51.5460874, -0.4830057 51.5461226, -0.4830113 51.5461378, -0.4830435 51.5461733, -0.4830738 51.546194, -0.4831074 51.5462131, -0.4831429 51.5462212, -0.4831789 51.5462253, -0.4832132 51.5462239, -0.4837713 51.5460641)","['Cross Road', 'Lawn Road']",,
71394516,False,,residential,,,False,54.143,"LINESTRING (-0.4830992 51.5456691, -0.4830153 51.5456606, -0.4828237 51.5456498, -0.4827987 51.5456453, -0.4827751 51.5456369, -0.482758 51.5456285, -0.4827408 51.5456202, -0.4827115 51.5456041, -0.482691 51.5455894, -0.4826655 51.5455677, -0.4826409 51.5455379, -0.4825446 51.5454003)",Lynch Close,,
71394514,False,,residential,,,False,8.046,"LINESTRING (-0.4823809 51.5423476, -0.4823855 51.5422753)",Cobden Close,,
974300460,False,,residential,,,False,8.196,"LINESTRING (-0.4823809 51.5423476, -0.4822625 51.5423443)",,,
71394514,False,,residential,,,True,130.26299999999998,"LINESTRING (-0.4823809 51.5423476, -0.4823703 51.5426332, -0.4824097 51.542977, -0.482466 51.5432374, -0.4825711 51.543508)",Cobden Close,,
71394513,False,,residential,,,True,36.32899999999999,"LINESTRING (-0.4830283 51.5453542, -0.4830262 51.5455165, -0.4830252 51.5455652, -0.4830287 51.5455878, -0.483043 51.5456122, -0.4830657 51.5456406, -0.4830992 51.5456691)",Cross Road,,
71394518,False,,residential,,,False,32.558,"LINESTRING (-0.4837416 51.5467031, -0.4833014 51.546807)",Bassett Road,,
71394521,False,,residential,,,False,51.71,"LINESTRING (-0.4837416 51.5467031, -0.4836099 51.5469487, -0.4835638 51.5470296, -0.4834869 51.54714)",Victoria Road,,
71394521,False,,residential,,,True,76.84,"LINESTRING (-0.4837416 51.5467031, -0.4838875 51.5464874, -0.4839657 51.5463264, -0.483904 51.5462478, -0.4837713 51.5460641)",Victoria Road,,
71394518,False,,residential,,,True,32.558,"LINESTRING (-0.4833014 51.546807, -0.4837416 51.5467031)",Bassett Road,,
71394521,False,,residential,,,True,51.71,"LINESTRING (-0.4834869 51.54714, -0.4835638 51.5470296, -0.4836099 51.5469487, -0.4837416 51.5467031)",Victoria Road,,
71394515,False,,residential,,,False,74.238,"LINESTRING (-0.4831427 51.5439766, -0.4821262 51.5441913)",How's Close,,
639550198,False,,residential,,,False,59.8,"LINESTRING (-0.4831427 51.5439766, -0.4828837 51.5434635)",How's Road,,
"[61497918, 639550198, 639550199]",False,,residential,,,True,87.013,"LINESTRING (-0.4831427 51.5439766, -0.4832585 51.5442153, -0.4832678 51.5442543, -0.4832694 51.5442667, -0.4832833 51.5444106, -0.4832855 51.5444325, -0.4832941 51.5445048, -0.4833264 51.5447467)",How's Road,,
71394514,False,,residential,,,True,8.046,"LINESTRING (-0.4823855 51.5422753, -0.4823809 51.5423476)",Cobden Close,,
71394515,False,,residential,,,True,74.238,"LINESTRING (-0.4821262 51.5441913, -0.4831427 51.5439766)",How's Close,,
71394521,False,,residential,,,False,76.84,"LINESTRING (-0.4837713 51.5460641, -0.483904 51.5462478, -0.4839657 51.5463264, -0.4838875 51.5464874, -0.4837416 51.5467031)",Victoria Road,,
"[71394513, 71394526]",False,,residential,,,False,116.148,"LINESTRING (-0.4837713 51.5460641, -0.4832132 51.5462239, -0.4831789 51.5462253, -0.4831429 51.5462212, -0.4831074 51.5462131, -0.4830738 51.546194, -0.4830435 51.5461733, -0.4830113 51.5461378, -0.4830057 51.5461226, -0.4830007 51.5460874, -0.4830126 51.5460549, -0.4830383 51.5460272, -0.4830888 51.5459795, -0.4831154 51.5459495, -0.4831353 51.5459186, -0.4831481 51.5458829, -0.4831541 51.5458481, -0.4831582 51.5458165, -0.4831556 51.545784, -0.4831369 51.5457207, -0.4830992 51.5456691)","['Cross Road', 'Lawn Road']",,
"[61348414, 71394526]",False,,residential,,,True,167.909,"LINESTRING (-0.4837713 51.5460641, -0.483963 51.5459942, -0.4840148 51.5459735, -0.4840611 51.5459494, -0.4841405 51.5459047, -0.4841834 51.5458623, -0.4842094 51.545816, -0.4842267 51.5457111, -0.484205 51.5456256, -0.4842008 51.5455601, -0.4842446 51.545461, -0.4842706 51.5453442, -0.4842672 51.5452291, -0.4842297 51.5449439, -0.484181 51.544695)","['Lawn Road', 'The Lynch']",,
75612173,False,,unclassified,,,True,42.325,"LINESTRING (-0.4863897 51.5451081, -0.4857812 51.5451491)",Barnsfield Place,,
75612173,False,,unclassified,,,False,35.171,"LINESTRING (-0.4863897 51.5451081, -0.4863323 51.5448487, -0.486321 51.5447947)",Barnsfield Place,,
75612175,False,,unclassified,,,True,150.52,"LINESTRING (-0.4863897 51.5451081, -0.4864942 51.5451399, -0.4865201 51.5453125, -0.4865201 51.545439, -0.4865201 51.5455315, -0.4865002 51.5459108, -0.4864192 51.5463237, -0.486401 51.5464165)",Sidney Close,,
75612171,False,,unclassified,,,True,29.859,"LINESTRING (-0.486401 51.5464165, -0.4859796 51.5463579)",,,
75612175,False,,unclassified,,,True,31.945,"LINESTRING (-0.486401 51.5464165, -0.4863019 51.5466971)",Sidney Close,,
75612175,False,,unclassified,,,False,150.51999999999998,"LINESTRING (-0.486401 51.5464165, -0.4864192 51.5463237, -0.4865002 51.5459108, -0.4865201 51.5455315, -0.4865201 51.545439, -0.4865201 51.5453125, -0.4864942 51.5451399, -0.4863897 51.5451081)",Sidney Close,,
75612175,False,,unclassified,,,False,31.945,"LINESTRING (-0.4863019 51.5466971, -0.486401 51.5464165)",Sidney Close,,
75612173,False,,unclassified,,,False,15.994,"LINESTRING (-0.4862946 51.5446137, -0.4862643 51.5444711)",Barnsfield Place,,
75612173,False,,unclassified,,,True,20.209,"LINESTRING (-0.4862946 51.5446137, -0.486321 51.5447947)",Barnsfield Place,,
75612174,False,,unclassified,,,True,87.674,"LINESTRING (-0.4862946 51.5446137, -0.4864209 51.5445971, -0.4865597 51.5445817, -0.4867184 51.544594, -0.4867977 51.5446588, -0.4868424 51.5447821, -0.4868771 51.5449024, -0.4869564 51.5449579, -0.4871399 51.5449826)",Wyvern Way,,
23506832,False,,residential,,,False,75.59,"LINESTRING (-0.485769 51.5441303, -0.4854713 51.5434762)",Rockingham Close,,
23506832,False,,residential,,,True,43.162,"LINESTRING (-0.485769 51.5441303, -0.4859577 51.5445003)",Rockingham Close,,
75612172,False,,residential,,,True,57.532,"LINESTRING (-0.485769 51.5441303, -0.4849637 51.5442602)",Redfern Close,,
75612173,False,,unclassified,,,False,42.325,"LINESTRING (-0.4857812 51.5451491, -0.4863897 51.5451081)",Barnsfield Place,,
75612174,False,,unclassified,,,False,87.674,"LINESTRING (-0.4871399 51.5449826, -0.4869564 51.5449579, -0.4868771 51.5449024, -0.4868424 51.5447821, -0.4867977 51.5446588, -0.4867184 51.544594, -0.4865597 51.5445817, -0.4864209 51.5445971, -0.4862946 51.5446137)",Wyvern Way,,
75612171,False,,unclassified,,,False,29.859,"LINESTRING (-0.4859796 51.5463579, -0.486401 51.5464165)",,,
75612172,False,,residential,,,False,57.532,"LINESTRING (-0.4849637 51.5442602, -0.485769 51.5441303)",Redfern Close,,
"[23506829, 23506823]",False,,residential,,,False,273.918,"LINESTRING (-0.4862828 51.5431231, -0.4860756 51.5430594, -0.4859724 51.5430536, -0.4853642 51.5430742, -0.4854198 51.542446, -0.4855228 51.5422325, -0.4855571 51.5421044, -0.4855228 51.5419015, -0.4854541 51.541736, -0.4854627 51.5412929, -0.4854885 51.5412182)",Fray's Waye,,
23506823,False,,residential,,,True,50.636,"LINESTRING (-0.4862828 51.5431231, -0.4867402 51.5432571, -0.486778 51.5432606, -0.486819 51.5432604, -0.4869634 51.543242)",Fray's Waye,,
75612342,False,,residential,,,True,44.239999999999995,"LINESTRING (-0.4862828 51.5431231, -0.4862132 51.5432624, -0.4862325 51.5435141)",Rushes Mead,,
75612343,False,,residential,,,False,45.614999999999995,"LINESTRING (-0.4802711 51.5436038, -0.480191 51.5436149, -0.4796377 51.5437179)",Whitehall Close,,
75612342,False,,residential,,,False,44.239999999999995,"LINESTRING (-0.4862325 51.5435141, -0.4862132 51.5432624, -0.4862828 51.5431231)",Rushes Mead,,
75612344,False,,residential,,,False,80.513,"LINESTRING (-0.4801958 51.5441794, -0.4799994 51.5442217, -0.4799578 51.5442217, -0.479935 51.5442168, -0.4799192 51.5442094, -0.479877 51.5441684, -0.4796501 51.5438773, -0.479603 51.5438169, -0.4796037 51.5437916, -0.4796097 51.5437663, -0.4796377 51.5437179)",Kendal Mews,,
75612459,False,,residential,,,True,26.031,"LINESTRING (-0.4871902 51.5413349, -0.4871682 51.5411012)",Black Horse Place,,
75612462,False,,residential,,,False,25.69,"LINESTRING (-0.4871902 51.5413349, -0.4868188 51.5413303)",Black Horse Place,,
75612462,False,,residential,,,True,51.208999999999996,"LINESTRING (-0.4871902 51.5413349, -0.4872956 51.5413362, -0.4873747 51.5413963, -0.4873967 51.5417133)",Black Horse Place,,
75612462,False,,residential,,,False,51.20899999999999,"LINESTRING (-0.4873967 51.5417133, -0.4873747 51.5413963, -0.4872956 51.5413362, -0.4871902 51.5413349)",Black Horse Place,,
75612459,False,,residential,,,False,26.031,"LINESTRING (-0.4871682 51.5411012, -0.4871902 51.5413349)",Black Horse Place,,
75612458,False,,residential,,,False,34.041,"LINESTRING (-0.4876295 51.5407842, -0.4873066 51.5407862, -0.4871373 51.5407872)",Dukes Way,,
23506829,False,,residential,,,False,30.941,"LINESTRING (-0.4863554 51.5411203, -0.4868017 51.5411008)",Fray's Waye,,
23506829,False,,residential,,,True,61.851,"LINESTRING (-0.4863554 51.5411203, -0.4860246 51.5411348, -0.4855977 51.5411726, -0.4854885 51.5412182)",Fray's Waye,,
75612458,False,,residential,,,False,24.386,"LINESTRING (-0.4871373 51.5407872, -0.4867847 51.5407893)",Dukes Way,,
75612463,False,,residential,,,True,26.142,"LINESTRING (-0.4871373 51.5407872, -0.4871594 51.5410219)",Dukes Way,,
75612458,False,,residential,,,True,34.041,"LINESTRING (-0.4871373 51.5407872, -0.4873066 51.5407862, -0.4876295 51.5407842)",Dukes Way,,
23506818,False,,residential,20 mph,,False,34.657,"LINESTRING (-0.4867847 51.5407893, -0.4868017 51.5411008)",Waterloo Road,,
75612458,False,,residential,,,True,24.386,"LINESTRING (-0.4867847 51.5407893, -0.4871373 51.5407872)",Dukes Way,,
75612463,False,,residential,,,False,26.142,"LINESTRING (-0.4871594 51.5410219, -0.4871373 51.5407872)",Dukes Way,,
43026895,False,,primary,30 mph,,False,40.407,"LINESTRING (-0.4833264 51.5447467, -0.4827448 51.5447817)",New Windsor Street,A4007,
43026895,False,,primary,30 mph,,True,59.377,"LINESTRING (-0.4833264 51.5447467, -0.484181 51.544695)",New Windsor Street,A4007,
"[639550198, 61497918, 639550199]",False,,residential,,,False,87.013,"LINESTRING (-0.4833264 51.5447467, -0.4832941 51.5445048, -0.4832855 51.5444325, -0.4832833 51.5444106, -0.4832694 51.5442667, -0.4832678 51.5442543, -0.4832585 51.5442153, -0.4831427 51.5439766)",How's Road,,
224001110,True,,primary,30 mph,circular,False,39.602,"LINESTRING (-0.4826406 51.5479164, -0.4826378 51.5478719, -0.4826544 51.5478086, -0.4827302 51.5477108, -0.4827855 51.5476491, -0.4828574 51.5475975)",,,
650604219,False,,residential,,,True,161.543,"LINESTRING (-0.4819931 51.5421262, -0.4819699 51.5423689, -0.4819757 51.5425073, -0.4819897 51.5427581, -0.4820148 51.5429465, -0.4820487 51.5431351, -0.4820982 51.5433088, -0.4821766 51.5435693)",,,
673532042,False,,residential,,,False,66.22,"LINESTRING (-0.4868662 51.5423977, -0.4878237 51.542392)",,,
25690751,False,,residential,20 mph,,False,94.351,"LINESTRING (-0.4868662 51.5423977, -0.4868804 51.5427168, -0.4869052 51.5430692, -0.4869634 51.543242)",Waterloo Road,,
25690751,False,,residential,20 mph,,True,118.736,"LINESTRING (-0.4868662 51.5423977, -0.4868515 51.5420675, -0.4868432 51.5418794, -0.4868188 51.5413303)",Waterloo Road,,
673532042,False,,residential,,,True,66.22,"LINESTRING (-0.4878237 51.542392, -0.4868662 51.5423977)",,,
4408047,False,,unclassified,30 mph,,True,118.79499999999999,"LINESTRING (-0.4809355 51.54491, -0.4808014 51.5450154, -0.4806157 51.5451645, -0.4803688 51.5453669, -0.4802262 51.5454674, -0.4800624 51.5456051, -0.480045 51.5456205, -0.4798903 51.5457572)",Windsor Street,,
4408452,True,4,primary,30 mph,circular,False,33.451,"LINESTRING (-0.4809355 51.54491, -0.4808909 51.5448898, -0.4806602 51.5447835, -0.4805422 51.544735)",Cross Street,A4020,
"[4636658, 896371666, 4408155, 4408174]",False,,tertiary,,,"[False, True]",215.251,"LINESTRING (-0.4772549 51.5482889, -0.4772292 51.5482142, -0.4771611 51.548103, -0.4771434 51.5480791, -0.4770353 51.5479444, -0.4769638 51.5478717, -0.4768393 51.5477402, -0.4766785 51.5475834, -0.4766105 51.5475161, -0.4765804 51.5474831, -0.4763243 51.5472231, -0.476158 51.547043, -0.475839 51.5467441, -0.4756786 51.5466307)",York Road,,yes
677483581,True,,tertiary,30 mph,roundabout,False,13.393,"LINESTRING (-0.4772549 51.5482889, -0.4773082 51.5482759, -0.4773418 51.5482792, -0.4773699 51.5482897, -0.4773879 51.5483037, -0.4773991 51.5483281)",Belmont Road,,
4408151,True,,tertiary,30 mph,roundabout,False,9.311,"LINESTRING (-0.4773731 51.548369, -0.4773501 51.5483789, -0.4773218 51.5483843, -0.477292 51.5483833, -0.477269 51.5483778, -0.4772509 51.5483694)",Belmont Road,,
4425924,False,,residential,,,False,98.113,"LINESTRING (-0.4773731 51.548369, -0.4774066 51.5484098, -0.4776409 51.5486897, -0.4776528 51.5487046, -0.478001 51.5491601)",Lancaster Road,,
313259365,False,,tertiary,,,True,96.233,"LINESTRING (-0.4772509 51.5483694, -0.4771823 51.5484123, -0.4770028 51.5485231, -0.4761465 51.5488918)",Belmont Road,,
677483579,True,,tertiary,30 mph,roundabout,False,10.033999999999999,"LINESTRING (-0.4772509 51.5483694, -0.4772313 51.5483518, -0.4772242 51.5483295, -0.4772288 51.5483129, -0.4772399 51.5482991, -0.4772549 51.5482889)",Belmont Road,,
4408153,False,,residential,,,True,119.86,"LINESTRING (-0.4769541 51.5459015, -0.4768804 51.5459439, -0.4767854 51.5459981, -0.4763303 51.546271, -0.4762319 51.5463237, -0.4760705 51.546416, -0.4759681 51.5464648, -0.4758771 51.5465174, -0.4756786 51.5466307)",George Street,,
4425923,False,,residential,,,True,136.79699999999997,"LINESTRING (-0.4801653 51.5479136, -0.4799004 51.5480132, -0.4798915 51.5480181, -0.4795981 51.5481758, -0.4795725 51.5481938, -0.4795345 51.54821, -0.4794802 51.5482237, -0.4794438 51.5482269, -0.4794075 51.5482258, -0.479366 51.5482183, -0.4793254 51.5482028, -0.479057 51.5479934, -0.4789612 51.547917, -0.4787251 51.5477355)",Redford Way,,
71394516,False,,residential,,,True,54.14300000000001,"LINESTRING (-0.4825446 51.5454003, -0.4826409 51.5455379, -0.4826655 51.5455677, -0.482691 51.5455894, -0.4827115 51.5456041, -0.4827408 51.5456202, -0.482758 51.5456285, -0.4827751 51.5456369, -0.4827987 51.5456453, -0.4828237 51.5456498, -0.4830153 51.5456606, -0.4830992 51.5456691)",Lynch Close,,
974300460,False,,residential,,,True,8.196,"LINESTRING (-0.4822625 51.5423443, -0.4823809 51.5423476)",,,
75612343,False,,residential,,,True,45.614999999999995,"LINESTRING (-0.4796377 51.5437179, -0.480191 51.5436149, -0.4802711 51.5436038)",Whitehall Close,,
75612344,False,,residential,,,True,80.513,"LINESTRING (-0.4796377 51.5437179, -0.4796097 51.5437663, -0.4796037 51.5437916, -0.479603 51.5438169, -0.4796501 51.5438773, -0.479877 51.5441684, -0.4799192 51.5442094, -0.479935 51.5442168, -0.4799578 51.5442217, -0.4799994 51.5442217, -0.4801958 51.5441794)",Kendal Mews,,
313259389,False,,residential,,,True,74.967,"LINESTRING (-0.4796377 51.5437179, -0.4794538 51.5434242, -0.4792413 51.5430904)",Whitehall Road,,
43026895,False,,primary,30 mph,,False,59.377,"LINESTRING (-0.484181 51.544695, -0.4833264 51.5447467)",New Windsor Street,A4007,
"[43899019, 43026894, 43026895]",False,,primary,30 mph,,True,32.768,"LINESTRING (-0.484181 51.544695, -0.4842392 51.5446881, -0.4843746 51.5446734, -0.4844945 51.5446606, -0.4846479 51.5446448)","['New Windsor Street', 'Rockingham Road', 'Rockingham Bridge']",A4007,yes
"[71394526, 61348414]",False,,residential,,,False,167.90900000000002,"LINESTRING (-0.484181 51.544695, -0.4842297 51.5449439, -0.4842672 51.5452291, -0.4842706 51.5453442, -0.4842446 51.545461, -0.4842008 51.5455601, -0.484205 51.5456256, -0.4842267 51.5457111, -0.4842094 51.545816, -0.4841834 51.5458623, -0.4841405 51.5459047, -0.4840611 51.5459494, -0.4840148 51.5459735, -0.483963 51.5459942, -0.4837713 51.5460641)","['Lawn Road', 'The Lynch']",,
4408173,False,,tertiary,,,False,54.282000000000004,"LINESTRING (-0.4751249 51.5462847, -0.4751892 51.5463228, -0.4756786 51.5466307)",Chippendale Waye,,
4408153,False,,residential,,,False,119.86,"LINESTRING (-0.4756786 51.5466307, -0.4758771 51.5465174, -0.4759681 51.5464648, -0.4760705 51.546416, -0.4762319 51.5463237, -0.4763303 51.546271, -0.4767854 51.5459981, -0.4768804 51.5459439, -0.4769541 51.5459015)",George Street,,
4408173,False,,tertiary,,,True,54.282000000000004,"LINESTRING (-0.4756786 51.5466307, -0.4751892 51.5463228, -0.4751249 51.5462847)",Chippendale Waye,,
"[896371666, 4636658, 4408155, 4408174]",False,,tertiary,,,"[False, True]",215.25099999999998,"LINESTRING (-0.4756786 51.5466307, -0.475839 51.5467441, -0.476158 51.547043, -0.4763243 51.5472231, -0.4765804 51.5474831, -0.4766105 51.5475161, -0.4766785 51.5475834, -0.4768393 51.5477402, -0.4769638 51.5478717, -0.4770353 51.5479444, -0.4771434 51.5480791, -0.4771611 51.548103, -0.4772292 51.5482142, -0.4772549 51.5482889)",York Road,,yes
